"","team.ph.x2ptp","year.ph.x2ptp","m1","m2","m3","m4","team.year","x2ptp"
"1","airforce","2019",0.529141624513416,0.451438888355151,0.485295526502636,0.456568716260482,"airforce-2019",0.515903216645504
"2","airforce","2018",0.451438888355151,0.485295526502636,0.456568716260482,0.55707026424724,"airforce-2018",0.529141624513416
"3","airforce","2017",0.485295526502636,0.456568716260482,0.55707026424724,0.499453727040931,"airforce-2017",0.451438888355151
"4","airforce","2016",0.456568716260482,0.55707026424724,0.499453727040931,0.525430657323669,"airforce-2016",0.485295526502636
"5","airforce","2015",0.55707026424724,0.499453727040931,0.525430657323669,0.518875726240219,"airforce-2015",0.456568716260482
"6","airforce","2014",0.499453727040931,0.525430657323669,0.518875726240219,0.524690644892451,"airforce-2014",0.55707026424724
"7","airforce","2013",0.525430657323669,0.518875726240219,0.524690644892451,0.530335581284885,"airforce-2013",0.499453727040931
"8","airforce","2012",0.518875726240219,0.524690644892451,0.530335581284885,0.447139313317908,"airforce-2012",0.525430657323669
"9","airforce","2011",0.524690644892451,0.530335581284885,0.447139313317908,0.475780951250524,"airforce-2011",0.518875726240219
"10","airforce","2010",0.530335581284885,0.447139313317908,0.475780951250524,0.567845982060234,"airforce-2010",0.524690644892451
"11","airforce","2009",0.447139313317908,0.475780951250524,0.567845982060234,0.559982966663738,"airforce-2009",0.530335581284885
"12","airforce","2008",0.475780951250524,0.567845982060234,0.559982966663738,0.526093400907843,"airforce-2008",0.447139313317908
"13","airforce","2007",0.567845982060234,0.559982966663738,0.526093400907843,0.5799582964164,"airforce-2007",0.475780951250524
"14","akron","2019",0.487876052516491,0.486749919635756,0.565725070000502,0.466862226319323,"akron-2019",0.505683695283787
"15","akron","2018",0.486749919635756,0.565725070000502,0.466862226319323,0.466539575194418,"akron-2018",0.487876052516491
"16","akron","2017",0.565725070000502,0.466862226319323,0.466539575194418,0.487384522833527,"akron-2017",0.486749919635756
"17","akron","2016",0.466862226319323,0.466539575194418,0.487384522833527,0.520434498742823,"akron-2016",0.565725070000502
"18","akron","2015",0.466539575194418,0.487384522833527,0.520434498742823,0.5,"akron-2015",0.466862226319323
"19","akron","2014",0.487384522833527,0.520434498742823,0.5,0.461254282929997,"akron-2014",0.466539575194418
"20","akron","2013",0.520434498742823,0.5,0.461254282929997,0.479472820364364,"akron-2013",0.487384522833527
"21","akron","2012",0.5,0.461254282929997,0.479472820364364,0.474538246943023,"akron-2012",0.520434498742823
"22","akron","2011",0.461254282929997,0.479472820364364,0.474538246943023,0.455945558463611,"akron-2011",0.5
"23","akron","2010",0.479472820364364,0.474538246943023,0.455945558463611,0.511804171196008,"akron-2010",0.461254282929997
"24","akron","2009",0.474538246943023,0.455945558463611,0.511804171196008,0.502319942931132,"akron-2009",0.479472820364364
"25","akron","2008",0.455945558463611,0.511804171196008,0.502319942931132,0.463678737364053,"akron-2008",0.474538246943023
"26","akron","2007",0.511804171196008,0.502319942931132,0.463678737364053,0.5328157952678,"akron-2007",0.455945558463611
"27","alabama","2019",0.514136432147546,0.53956378887338,0.494209913027794,0.516129032258065,"alabama-2019",0.53905425133501
"28","alabama","2018",0.53956378887338,0.494209913027794,0.516129032258065,0.525367711703492,"alabama-2018",0.514136432147546
"29","alabama","2017",0.494209913027794,0.516129032258065,0.525367711703492,0.484901238285101,"alabama-2017",0.53956378887338
"30","alabama","2016",0.516129032258065,0.525367711703492,0.484901238285101,0.479658113607605,"alabama-2016",0.494209913027794
"31","alabama","2015",0.525367711703492,0.484901238285101,0.479658113607605,0.511478052253289,"alabama-2015",0.516129032258065
"32","alabama","2014",0.484901238285101,0.479658113607605,0.511478052253289,0.489905808926422,"alabama-2014",0.525367711703492
"33","alabama","2013",0.479658113607605,0.511478052253289,0.489905808926422,0.475681038429676,"alabama-2013",0.484901238285101
"34","alabama","2012",0.511478052253289,0.489905808926422,0.475681038429676,0.46794535558132,"alabama-2012",0.479658113607605
"35","alabama","2011",0.489905808926422,0.475681038429676,0.46794535558132,0.507683389168294,"alabama-2011",0.511478052253289
"36","alabama","2010",0.475681038429676,0.46794535558132,0.507683389168294,0.491203648276884,"alabama-2010",0.489905808926422
"37","alabama","2009",0.46794535558132,0.507683389168294,0.491203648276884,0.513535721907272,"alabama-2009",0.475681038429676
"38","alabama","2008",0.507683389168294,0.491203648276884,0.513535721907272,0.554498874288073,"alabama-2008",0.46794535558132
"39","alabama","2007",0.491203648276884,0.513535721907272,0.554498874288073,0.495290517225289,"alabama-2007",0.507683389168294
"40","alabamaam","2019",0.440260898443179,0.422330543621327,0.440328081215452,0.487783666831458,"alabamaam-2019",0.418616407492066
"41","alabamaam","2018",0.422330543621327,0.440328081215452,0.487783666831458,0.454539607070624,"alabamaam-2018",0.440260898443179
"42","alabamaam","2017",0.440328081215452,0.487783666831458,0.454539607070624,0.442620780060696,"alabamaam-2017",0.422330543621327
"43","alabamaam","2016",0.487783666831458,0.454539607070624,0.442620780060696,0.447601914442629,"alabamaam-2016",0.440328081215452
"44","alabamaam","2015",0.454539607070624,0.442620780060696,0.447601914442629,0.439922313308825,"alabamaam-2015",0.487783666831458
"45","alabamaam","2014",0.442620780060696,0.447601914442629,0.439922313308825,0.429200639242631,"alabamaam-2014",0.454539607070624
"46","alabamaam","2013",0.447601914442629,0.439922313308825,0.429200639242631,0.379712983233546,"alabamaam-2013",0.442620780060696
"47","alabamaam","2012",0.439922313308825,0.429200639242631,0.379712983233546,0.400906790631699,"alabamaam-2012",0.447601914442629
"48","alabamaam","2011",0.429200639242631,0.379712983233546,0.400906790631699,0.378122958251216,"alabamaam-2011",0.439922313308825
"49","alabamaam","2010",0.379712983233546,0.400906790631699,0.378122958251216,0.404130745088645,"alabamaam-2010",0.429200639242631
"50","alabamaam","2009",0.400906790631699,0.378122958251216,0.404130745088645,0.451907703591374,"alabamaam-2009",0.379712983233546
"51","alabamaam","2008",0.378122958251216,0.404130745088645,0.451907703591374,0.458618039731613,"alabamaam-2008",0.400906790631699
"52","alabamaam","2007",0.404130745088645,0.451907703591374,0.458618039731613,0.436349867535326,"alabamaam-2007",0.378122958251216
"53","alabamast","2019",0.442369607140977,0.437857363112918,0.450540071273051,0.416751419609863,"alabamast-2019",0.416774040229863
"54","alabamast","2018",0.437857363112918,0.450540071273051,0.416751419609863,0.430002281009924,"alabamast-2018",0.442369607140977
"55","alabamast","2017",0.450540071273051,0.416751419609863,0.430002281009924,0.45585209179324,"alabamast-2017",0.437857363112918
"56","alabamast","2016",0.416751419609863,0.430002281009924,0.45585209179324,0.456497495710498,"alabamast-2016",0.450540071273051
"57","alabamast","2015",0.430002281009924,0.45585209179324,0.456497495710498,0.394823338096835,"alabamast-2015",0.416751419609863
"58","alabamast","2014",0.45585209179324,0.456497495710498,0.394823338096835,0.431362279871616,"alabamast-2014",0.430002281009924
"59","alabamast","2013",0.456497495710498,0.394823338096835,0.431362279871616,0.407298791047824,"alabamast-2013",0.45585209179324
"60","alabamast","2012",0.394823338096835,0.431362279871616,0.407298791047824,0.510704725084396,"alabamast-2012",0.456497495710498
"61","alabamast","2011",0.431362279871616,0.407298791047824,0.510704725084396,0.496525722423483,"alabamast-2011",0.394823338096835
"62","alabamast","2010",0.407298791047824,0.510704725084396,0.496525722423483,0.404130745088645,"alabamast-2010",0.431362279871616
"63","alabamast","2009",0.510704725084396,0.496525722423483,0.404130745088645,0.43381110971541,"alabamast-2009",0.407298791047824
"64","alabamast","2008",0.496525722423483,0.404130745088645,0.43381110971541,0.42102630790579,"alabamast-2008",0.510704725084396
"65","alabamast","2007",0.404130745088645,0.43381110971541,0.42102630790579,0.46608231707317,"alabamast-2007",0.496525722423483
"66","albany","2019",0.459174535214795,0.46426339220807,0.493299479810978,0.514436481073153,"albany-2019",0.46344961863058
"67","albany","2018",0.46426339220807,0.493299479810978,0.514436481073153,0.489543778742081,"albany-2018",0.459174535214795
"68","albany","2017",0.493299479810978,0.514436481073153,0.489543778742081,0.467074395101462,"albany-2017",0.46426339220807
"69","albany","2016",0.514436481073153,0.489543778742081,0.467074395101462,0.446617612014338,"albany-2016",0.493299479810978
"70","albany","2015",0.489543778742081,0.467074395101462,0.446617612014338,0.493416869492068,"albany-2015",0.514436481073153
"71","albany","2014",0.467074395101462,0.446617612014338,0.493416869492068,0.476461779251796,"albany-2014",0.489543778742081
"72","albany","2013",0.446617612014338,0.493416869492068,0.476461779251796,0.448397799312992,"albany-2013",0.467074395101462
"73","albany","2012",0.493416869492068,0.476461779251796,0.448397799312992,0.445964217138227,"albany-2012",0.446617612014338
"74","albany","2011",0.476461779251796,0.448397799312992,0.445964217138227,0.47205371477396,"albany-2011",0.493416869492068
"75","albany","2010",0.448397799312992,0.445964217138227,0.47205371477396,0.4826195968935,"albany-2010",0.476461779251796
"76","albany","2009",0.445964217138227,0.47205371477396,0.4826195968935,0.49236421812607,"albany-2009",0.448397799312992
"77","albany","2008",0.47205371477396,0.4826195968935,0.49236421812607,0.449175367635104,"albany-2008",0.445964217138227
"78","albany","2007",0.4826195968935,0.49236421812607,0.449175367635104,0.418878611592857,"albany-2007",0.47205371477396
"79","alcornst","2019",0.444601761977464,0.477645883233266,0.481375001954854,0.438663254557663,"alcornst-2019",0.429907518881537
"80","alcornst","2018",0.477645883233266,0.481375001954854,0.438663254557663,0.417816507076929,"alcornst-2018",0.444601761977464
"81","alcornst","2017",0.481375001954854,0.438663254557663,0.417816507076929,0.43654343161747,"alcornst-2017",0.477645883233266
"82","alcornst","2016",0.438663254557663,0.417816507076929,0.43654343161747,0.431867247605668,"alcornst-2016",0.481375001954854
"83","alcornst","2015",0.417816507076929,0.43654343161747,0.431867247605668,0.42465794114151,"alcornst-2015",0.438663254557663
"84","alcornst","2014",0.43654343161747,0.431867247605668,0.42465794114151,0.372394066939009,"alcornst-2014",0.417816507076929
"85","alcornst","2013",0.431867247605668,0.42465794114151,0.372394066939009,0.395641788203812,"alcornst-2013",0.43654343161747
"86","alcornst","2012",0.42465794114151,0.372394066939009,0.395641788203812,0.397455604758628,"alcornst-2012",0.431867247605668
"87","alcornst","2011",0.372394066939009,0.395641788203812,0.397455604758628,0.43603569448204,"alcornst-2011",0.42465794114151
"88","alcornst","2010",0.395641788203812,0.397455604758628,0.43603569448204,0.443809573581293,"alcornst-2010",0.372394066939009
"89","alcornst","2009",0.397455604758628,0.43603569448204,0.443809573581293,0.47378996987951,"alcornst-2009",0.395641788203812
"90","alcornst","2008",0.43603569448204,0.443809573581293,0.47378996987951,0.409662574080703,"alcornst-2008",0.397455604758628
"91","alcornst","2007",0.443809573581293,0.47378996987951,0.409662574080703,0.480241967450785,"alcornst-2007",0.43603569448204
"92","american","2019",0.5259481755506,0.478960731054345,0.508462623945724,0.458047739343716,"american-2019",0.488569208769627
"93","american","2018",0.478960731054345,0.508462623945724,0.458047739343716,0.514285714285714,"american-2018",0.5259481755506
"94","american","2017",0.508462623945724,0.458047739343716,0.514285714285714,0.547746424910715,"american-2017",0.478960731054345
"95","american","2016",0.458047739343716,0.514285714285714,0.547746424910715,0.431629310263551,"american-2016",0.508462623945724
"96","american","2015",0.514285714285714,0.547746424910715,0.431629310263551,0.423067577885922,"american-2015",0.458047739343716
"97","american","2014",0.547746424910715,0.431629310263551,0.423067577885922,0.495027177396348,"american-2014",0.514285714285714
"98","american","2013",0.431629310263551,0.423067577885922,0.495027177396348,0.451598970982501,"american-2013",0.547746424910715
"99","american","2012",0.423067577885922,0.495027177396348,0.451598970982501,0.517278394379175,"american-2012",0.431629310263551
"100","american","2011",0.495027177396348,0.451598970982501,0.517278394379175,0.459194105115806,"american-2011",0.423067577885922
"101","american","2010",0.451598970982501,0.517278394379175,0.459194105115806,0.451294218204099,"american-2010",0.495027177396348
"102","american","2009",0.517278394379175,0.459194105115806,0.451294218204099,0.446947034672222,"american-2009",0.451598970982501
"103","american","2008",0.459194105115806,0.451294218204099,0.446947034672222,0.506349221655234,"american-2008",0.517278394379175
"104","american","2007",0.451294218204099,0.446947034672222,0.506349221655234,0.461538461538462,"american-2007",0.459194105115806
"105","apallachianst","2019",NA,NA,0.451676681726367,0.414087682432934,"apallachianst-2019",NA
"106","apallachianst","2018",NA,0.451676681726367,0.414087682432934,0.428330572947436,"apallachianst-2018",NA
"107","apallachianst","2017",0.451676681726367,0.414087682432934,0.428330572947436,0.416874992369334,"apallachianst-2017",NA
"108","apallachianst","2016",0.414087682432934,0.428330572947436,0.416874992369334,0.450647955215402,"apallachianst-2016",0.451676681726367
"109","apallachianst","2015",0.428330572947436,0.416874992369334,0.450647955215402,0.475010328023109,"apallachianst-2015",0.414087682432934
"110","apallachianst","2014",0.416874992369334,0.450647955215402,0.475010328023109,0.483342558645762,"apallachianst-2014",0.428330572947436
"111","apallachianst","2013",0.450647955215402,0.475010328023109,0.483342558645762,0.503149632254849,"apallachianst-2013",0.416874992369334
"112","apallachianst","2012",0.475010328023109,0.483342558645762,0.503149632254849,0.474629585099992,"apallachianst-2012",0.450647955215402
"113","apallachianst","2011",0.483342558645762,0.503149632254849,0.474629585099992,0.508253595221014,"apallachianst-2011",0.475010328023109
"114","apallachianst","2010",0.503149632254849,0.474629585099992,0.508253595221014,0.539244521715895,"apallachianst-2010",0.483342558645762
"115","apallachianst","2009",0.474629585099992,0.508253595221014,0.539244521715895,0.451079558443626,"apallachianst-2009",0.503149632254849
"116","apallachianst","2008",0.508253595221014,0.539244521715895,0.451079558443626,0.480304234824977,"apallachianst-2008",0.474629585099992
"117","apallachianst","2007",0.539244521715895,0.451079558443626,0.480304234824977,0.428689948051969,"apallachianst-2007",0.508253595221014
"118","arizona","2019",0.500909238930207,0.570968508623941,0.522798887038671,0.526739983002573,"arizona-2019",0.48705504010819
"119","arizona","2018",0.570968508623941,0.522798887038671,0.526739983002573,0.527525103005125,"arizona-2018",0.500909238930207
"120","arizona","2017",0.522798887038671,0.526739983002573,0.527525103005125,0.524520896614114,"arizona-2017",0.570968508623941
"121","arizona","2016",0.526739983002573,0.527525103005125,0.524520896614114,0.529411764705882,"arizona-2016",0.522798887038671
"122","arizona","2015",0.527525103005125,0.524520896614114,0.529411764705882,0.463259407710516,"arizona-2015",0.526739983002573
"123","arizona","2014",0.524520896614114,0.529411764705882,0.463259407710516,0.520540169824642,"arizona-2014",0.527525103005125
"124","arizona","2013",0.529411764705882,0.463259407710516,0.520540169824642,0.488335462271333,"arizona-2013",0.524520896614114
"125","arizona","2012",0.463259407710516,0.520540169824642,0.488335462271333,0.494425218301323,"arizona-2012",0.529411764705882
"126","arizona","2011",0.520540169824642,0.488335462271333,0.494425218301323,0.530806301300652,"arizona-2011",0.463259407710516
"127","arizona","2010",0.488335462271333,0.494425218301323,0.530806301300652,0.553232218836347,"arizona-2010",0.520540169824642
"128","arizona","2009",0.494425218301323,0.530806301300652,0.553232218836347,0.490951040157275,"arizona-2009",0.488335462271333
"129","arizona","2008",0.530806301300652,0.553232218836347,0.490951040157275,0.507172259599999,"arizona-2008",0.494425218301323
"130","arizona","2007",0.553232218836347,0.490951040157275,0.507172259599999,0.522876126059506,"arizona-2007",0.530806301300652
"131","arizonast","2019",0.50136396295263,0.531582503359241,0.500185427079035,0.46238745979545,"arizonast-2019",0.483410673063052
"132","arizonast","2018",0.531582503359241,0.500185427079035,0.46238745979545,0.511396733109799,"arizonast-2018",0.50136396295263
"133","arizonast","2017",0.500185427079035,0.46238745979545,0.511396733109799,0.492415431683217,"arizonast-2017",0.531582503359241
"134","arizonast","2016",0.46238745979545,0.511396733109799,0.492415431683217,0.534826915416481,"arizonast-2016",0.500185427079035
"135","arizonast","2015",0.511396733109799,0.492415431683217,0.534826915416481,0.491381331644595,"arizonast-2015",0.46238745979545
"136","arizonast","2014",0.492415431683217,0.534826915416481,0.491381331644595,0.488639112262901,"arizonast-2014",0.511396733109799
"137","arizonast","2013",0.534826915416481,0.491381331644595,0.488639112262901,0.495027177396348,"arizonast-2013",0.492415431683217
