"","Game","Team1Score","Team2Score","Margin","Team1Win","Team2Win","Team1Cover","Team2Cover","Total","Over","Under","OverTeam1Cover","OverTeam2Cover","UnderTeam1Cover","UnderTeam2Cover","OverTeam1Win","OverTeam2Win","UnderTeam1Win","UnderTeam2Win","GameTotal","GameSpread","Team1WinPayout","Team2WinPayout"
"22","indianast-drake",70.3042531758894,73.8710398599707,3.5667866840813,0.395947,0.604053,0.498769,0.501231,144.17529303586,0.589033,0.410967,0.292292,0.296741,0.206477,0.20449,0.235015,0.354018,0.160932,0.250035,139,3.5,155,-165
"23","jacksonvillest-easternkentucky",68.1385903087784,63.269755865677,-4.86883444310139,0.636635,0.363365,0.566453,0.433547,131.408346174455,0.200466,0.799534,0.120845,0.079621,0.445608,0.353926,0.132812,0.067654,0.503823,0.295711,146,-2.5,-135,125
"24","akron-easternmichigan",76.7005107318467,62.3089415532853,-14.3915691785615,0.837233,0.162767,0.770131,0.229869,139.009452285132,0.656069,0.343931,0.525522,0.130547,0.244609,0.099322,0.563616,0.092453,0.273617,0.070314,130.5,-3.5,-165,155
"25","portlandst-easternwashington",77.0760421709335,87.4441860632482,10.3681438923148,0.244851,0.755149,0.399763,0.600237,164.520228234182,0.528652,0.471348,0.191126,0.337526,0.208637,0.262711,0.116429,0.412223,0.128422,0.342926,162,6.5,245,-265
"26","valparaiso-evansville",62.9968417882396,81.6361848428943,18.6393430546546,0.09029,0.90971,0.108726,0.891274,144.633026631134,0.438728,0.561272,0.045306,0.393422,0.06342,0.497852,0.038063,0.400665,0.052227,0.509045,146.5,1.5,108,-118
"27","alabama-florida",76.2706431965617,84.3986359763771,8.12799277981536,0.290717,0.709283,0.504016,0.495984,160.669279172939,0.665362,0.334638,0.353944,0.311418,0.150072,0.184566,0.215024,0.450338,0.075693,0.258945,151,8.5,270,-300
"28","utep-floridaatlantic",57.7002825280878,67.3986060282389,9.69832350015105,0.220897,0.779103,0.257897,0.742103,125.098888556327,0.341818,0.658182,0.090876,0.250942,0.167021,0.491161,0.079177,0.262641,0.14172,0.516462,131,1.5,110,-120
"29","utsa-floridainternational",73.4465257608904,82.4532168790634,9.00669111817301,0.273435,0.726565,0.383759,0.616241,155.899742639954,0.386957,0.613043,0.136936,0.250021,0.246823,0.36622,0.098821,0.288136,0.174614,0.438429,160.5,4.5,175,-190
"30","sanjosest-fresnost",51.1241189099747,74.2497605538237,23.125641643849,0.042134,0.957866,0.205251,0.794749,125.373879463798,0.222205,0.777795,0.028168,0.194037,0.177083,0.600712,0.005693,0.216512,0.036441,0.741354,138,12,660,-840
"31","etsu-furman",65.8367007430228,80.856255177678,15.0195544346552,0.155709,0.844291,0.18993,0.81007,146.692955920701,0.625933,0.374067,0.106036,0.519897,0.083894,0.290173,0.086792,0.539141,0.068917,0.30515,139.5,2,115,-125
"32","pepperdine-gonzaga",69.5836663391314,95.445519480129,25.8618531409975,0.032802,0.967198,0.392327,0.607673,165.02918581926,0.520392,0.479608,0.194958,0.325434,0.197369,0.282239,0.017792,0.5026,0.01501,0.464598,163,22,2600,-3700
"33","ucirvine-harvard",57.6621123486172,72.0730674386836,14.4109550900663,0.122057,0.877943,0.248663,0.751337,129.735179787301,0.313649,0.686351,0.074032,0.239617,0.174631,0.51172,0.038503,0.275146,0.083554,0.602797,137,6,230,-250
"34","elon-hofstra",64.4290285271001,75.4482411060025,11.0192125789024,0.216988,0.783012,0.550105,0.449895,139.877269633103,0.419285,0.580715,0.253512,0.165773,0.296593,0.284122,0.119386,0.299899,0.097602,0.483113,142.5,13,800,-1000
"35","westvirginia-kansas",69.4580559444053,82.5427740672999,13.0847181228945,0.167842,0.832158,0.398163,0.601837,152.000830011705,0.708093,0.291907,0.26533,0.442763,0.132833,0.159074,0.112161,0.595932,0.055681,0.236226,141,9.5,435,-500
"36","missouri-kentucky",61.8795003106978,78.5921829556475,16.7126826449497,0.095486,0.904514,0.245282,0.754718,140.471683266345,0.782388,0.217612,0.197945,0.584443,0.047337,0.170275,0.079665,0.702723,0.015821,0.201791,126.5,8,328,-365
"37","troy-louisianalafayette",64.1314770788434,78.4520162910601,14.3205392122167,0.14925,0.85075,0.226754,0.773246,142.583493369903,0.424073,0.575927,0.096227,0.327846,0.130527,0.4454,0.065912,0.358161,0.083338,0.492589,145,4,170,-185
"38","southalabama-louisianamonroe",68.6808583927453,59.469024067926,-9.21183432481931,0.779207,0.220793,0.726012,0.273988,128.149882460671,0.317965,0.682035,0.241266,0.076699,0.484746,0.197289,0.255739,0.062226,0.523468,0.158567,135,-2,-130,120
"39","somiss-louisianatech",51.9090729750107,80.0762686047914,28.1671956297807,0.015904,0.984096,0.155538,0.844462,131.985341579802,0.38801,0.61199,0.051091,0.336919,0.104447,0.507543,0.005695,0.382315,0.010209,0.601781,136,15,1100,-1400
"40","floridast-louisville",67.4587371393053,79.6287169907898,12.1699798514845,0.162981,0.837019,0.325627,0.674373,147.087454130095,0.743483,0.256517,0.239926,0.503557,0.085701,0.170816,0.121711,0.621772,0.04127,0.215247,135,6.5,195,-215
"41","missourist-loyolachicago",53.2832292696987,62.7122685061191,9.42903923642043,0.200433,0.799567,0.362678,0.637322,115.995497775818,0.273632,0.726368,0.095823,0.177809,0.266855,0.459513,0.055868,0.217764,0.144565,0.581803,124.5,5.5,210,-230
"42","villanova-marquette",85.4028327453309,77.3166288840528,-8.0862038612781,0.69634,0.30366,0.673465,0.326535,162.719461629384,0.697814,0.302186,0.487156,0.210658,0.186309,0.115877,0.501901,0.195913,0.194439,0.107747,151,-1,103,-113
"43","northtexas-marshall",67.2292553685507,71.8626462722213,4.63339090367062,0.365454,0.634546,0.503439,0.496561,139.091901640772,0.346177,0.653823,0.201917,0.14426,0.301522,0.352301,0.157619,0.188558,0.207835,0.445988,145.5,5,190,-210
"44","indiana-maryland",74.7196719157421,75.8327449081679,1.11307299242582,0.46592,0.53408,0.702911,0.297089,150.55241682391,0.724253,0.275747,0.513993,0.21026,0.188918,0.086829,0.347548,0.376705,0.118372,0.157375,139,8,260,-290
"45","georgia-memphis",85.5948709401793,90.408623340399,4.81375240021976,0.379552,0.620448,0.59245,0.40755,176.003494280578,0.830376,0.169624,0.492977,0.337399,0.099473,0.070151,0.319353,0.511023,0.060199,0.109425,155,8.5,300,-330
"46","chattanooga-mercer",63.1175841862662,60.5654913951434,-2.55209279112289,0.577997,0.422003,0.639284,0.360716,123.68307558141,0.218576,0.781424,0.15298,0.065596,0.486304,0.29512,0.141938,0.076638,0.436059,0.345365,136,2,120,-130
"47","duke-miamifl",77.2619336813454,79.7045311629342,2.44259748158881,0.430196,0.569804,0.168281,0.831719,156.96646484428,0.602873,0.397127,0.102169,0.500704,0.066112,0.331015,0.25331,0.349563,0.176886,0.220241,151,-10.5,-500,435
"48","auburn-mississippist",75.7207819763664,75.1256872871148,-0.595094689251602,0.515503,0.484497,0.485959,0.514041,150.846469263481,0.743477,0.256523,0.365375,0.378102,0.120584,0.135939,0.386886,0.356591,0.128617,0.127906,138,-1,-112,102
"49","tennesseetech-moreheadst",45.0501998244272,63.5238922227086,18.4736923982814,0.059738,0.940262,0.198585,0.801415,108.574092047136,0.072892,0.927108,0.017358,0.055534,0.181227,0.745881,0.006908,0.065984,0.05283,0.874278,131.5,8.5,360,-405
"50","sems-murrayst",55.4261795669748,76.2249948952081,20.7988153282334,0.04568,0.95432,0.319902,0.680098,131.651174462183,0.353725,0.646275,0.104659,0.249066,0.215243,0.431032,0.017546,0.336179,0.028134,0.618141,137,15,1100,-1400
"51","oralroberts-nebraskaomaha",75.8916013115892,74.7879565455024,-1.10364476608677,0.535532,0.464468,0.581053,0.418947,150.679557857092,0.336163,0.663837,0.204654,0.131509,0.376399,0.287438,0.190758,0.145405,0.344774,0.319063,157.5,1.5,110,-120
"52","boisest-nevada",72.8944824772804,80.0984671825223,7.20398470524196,0.308753,0.691247,0.401288,0.598712,152.992949659803,0.518743,0.481257,0.199076,0.319667,0.202212,0.279045,0.15433,0.364413,0.154423,0.326834,151,3.5,155,-165
"53","georgiatech-unc",53.969273179093,68.0753757165341,14.106102537441,0.120382,0.879618,0.291545,0.708455,122.044648895627,0.164484,0.835516,0.051085,0.113399,0.24046,0.595056,0.024057,0.140427,0.096325,0.739191,137.5,7.5,300,-330
"54","weberst-northernarizona",57.5987984232406,68.4285122844764,10.8297138612358,0.190598,0.809402,0.263598,0.736402,126.027310707717,0.207781,0.792219,0.057363,0.150418,0.206235,0.585984,0.043509,0.164272,0.147089,0.64513,139,3,140,-150
"55","montana-northerncolorado",54.2091384789414,73.0146533471629,18.8055148682215,0.0622,0.9378,0.167909,0.832091,127.223791826104,0.375571,0.624429,0.052253,0.323318,0.115656,0.508773,0.019993,0.355578,0.042207,0.582222,131.5,7,260,-290
"56","bradley-northerniowa",60.2299666519155,79.2944924017588,19.0645257498433,0.071172,0.928828,0.186983,0.813017,139.524459053674,0.591979,0.408021,0.088249,0.50373,0.098734,0.309287,0.032723,0.559256,0.038449,0.369572,134.5,7.5,295,-325
"57","kansasst-oklahoma",63.5492592124251,79.5412082874685,15.9919490750434,0.114757,0.885243,0.248814,0.751186,143.090467499894,0.677846,0.322154,0.164253,0.513593,0.084561,0.237593,0.077782,0.600064,0.036975,0.285179,134,7,265,-295
"58","uab-olddominion",52.541707763451,54.696654699122,2.15494693567104,0.419161,0.580839,0.603026,0.396974,107.238362462573,0.257665,0.742335,0.167414,0.090251,0.435612,0.306723,0.124446,0.133219,0.294715,0.44762,116,5,185,-200
"59","stmarys-pacific",64.663375963372,61.2767873430634,-3.38658862030856,0.616612,0.383388,0.319182,0.680818,125.940163306435,0.47398,0.52602,0.178374,0.295606,0.140808,0.385212,0.312237,0.161743,0.304375,0.221645,126,-8.5,-410,365
"60","iowa-pennst",79.0265796680375,91.5522772643119,12.5256975962745,0.186471,0.813529,0.237805,0.762195,170.578856932349,0.780407,0.219593,0.180386,0.600021,0.057419,0.162174,0.141627,0.63878,0.044844,0.174749,154.5,2.5,130,-140
"61","princeton-pennsylvania",71.1339195681585,78.1296023217596,6.99568275360105,0.324636,0.675364,0.514331,0.485669,149.263521889918,0.504104,0.495896,0.246192,0.257912,0.268139,0.227757,0.157009,0.347095,0.167627,0.328269,148,7.5,295,-325
"62","wakeforest-pittsburgh",65.8539833382171,66.4467751870561,0.592791848838949,0.478189,0.521811,0.692444,0.307556,132.300758525273,0.459961,0.540039,0.326995,0.132966,0.365449,0.17459,0.235132,0.224829,0.243057,0.296982,133,6.5,248,-270
"63","sanfrancisco-portland",73.3840693224292,61.8563821941243,-11.5276871283049,0.806442,0.193558,0.542911,0.457089,135.240451516554,0.284634,0.715366,0.180171,0.104463,0.36274,0.352626,0.240661,0.043973,0.565781,0.149585,144.5,-10,-525,450
"64","idahost-sacramentost",53.3486123195886,58.3933034008181,5.04469108122953,0.329121,0.670879,0.615264,0.384736,111.741915720407,0.287954,0.712046,0.190088,0.097866,0.425176,0.28687,0.114979,0.172975,0.214142,0.497904,119.5,8.5,365,-410
"65","sandiego-santaclara",57.7462562220903,87.9324352873184,30.1861790652281,0.021613,0.978387,0.047202,0.952798,145.678691509409,0.534912,0.465088,0.019354,0.515558,0.027848,0.43724,0.008606,0.526306,0.013007,0.452081,143,5.5,210,-230
"66","westernillinois-southdakotast",69.6235948844503,84.5972130451736,14.9736181607233,0.150335,0.849665,0.430647,0.569353,154.220807929624,0.45224,0.54776,0.195479,0.256761,0.235168,0.312592,0.074779,0.377461,0.075556,0.472204,155.5,12.5,725,-925
"67","connecticut-southflorida",59.5165646138976,58.2550795422202,-1.26148507167745,0.546643,0.453357,0.425088,0.574912,117.771644156118,0.30238,0.69762,0.133879,0.168501,0.291209,0.406411,0.16698,0.1354,0.379663,0.317957,125,-3.5,-165,155
"68","illinoisst-southernillinois",57.9117538481686,62.2981822555476,4.38642840737903,0.352095,0.647905,0.43375,0.56625,120.209936103716,0.293971,0.706029,0.132089,0.161882,0.301661,0.404368,0.110319,0.183652,0.241776,0.464253,128,2.5,130,-140
"69","montanast-southernutah",64.8345859696029,65.5563510715159,0.721765101913094,0.474882,0.525118,0.693535,0.306465,130.390937041119,0.397393,0.602607,0.288309,0.109084,0.405226,0.197381,0.209968,0.187425,0.264914,0.337693,134,7.5,295,-325
"70","notredame-syracuse",71.6193702724111,79.6720688547823,8.05269858237117,0.288006,0.711994,0.387804,0.612196,151.291439127193,0.732387,0.267613,0.292265,0.440122,0.095539,0.172074,0.220538,0.511849,0.067468,0.200145,138.5,4,138,-148
"71","iowast-tcu",77.1391674208487,81.2267086856009,4.08754126475219,0.390066,0.609934,0.499505,0.500495,158.36587610645,0.756854,0.243146,0.378492,0.378362,0.121013,0.122133,0.298016,0.458838,0.09205,0.151096,144,4,167,-178
"72","lsu-tennessee",66.4295505539689,74.8411691744552,8.41161862048625,0.254905,0.745095,0.230943,0.769057,141.270719728424,0.663667,0.336333,0.158598,0.505069,0.072345,0.263988,0.174164,0.489503,0.080741,0.255592,133,-1,-113,103
"73","siuedwardsville-tennesseest",59.9199442211903,72.0978498881913,12.177905667001,0.181204,0.818796,0.483709,0.516291,132.017794109382,0.214987,0.785013,0.08804,0.126947,0.395669,0.389344,0.034365,0.180622,0.146839,0.638174,145.5,11.5,600,-750
"74","oklahomast-texastech",70.7775956712306,83.3113185827909,12.5337229115603,0.169285,0.830715,0.295834,0.704166,154.088914254022,0.88709,0.11291,0.261916,0.625174,0.033918,0.078992,0.151091,0.735999,0.018194,0.094716,132,5.5,205,-225
"75","westerncarolina-citadel",82.538537801749,81.395228059752,-1.14330974199698,0.528202,0.471798,0.40411,0.59589,163.933765861501,0.490721,0.509279,0.19995,0.290771,0.20416,0.305119,0.255369,0.235352,0.272833,0.236446,163,-5.5,-235,215
"76","cincinnati-tulane",67.8651184328573,73.372092288329,5.50697385547175,0.333516,0.666484,0.154785,0.845215,141.237210721186,0.47071,0.52929,0.078062,0.392648,0.076723,0.452567,0.159686,0.311024,0.17383,0.35546,141.5,-7.5,-325,295
"77","utahvalleyst-umkc",66.6058496685434,68.2615282133436,1.65567854480016,0.450415,0.549585,0.537334,0.462666,134.867377881887,0.356089,0.643911,0.205181,0.150908,0.332153,0.311758,0.17709,0.178999,0.273325,0.370586,140.5,3,135,-145
"78","airforce-unlv",74.4020021402474,63.5787415164019,-10.8232606238455,0.791056,0.208944,0.890295,0.109705,137.980743656649,0.368683,0.631317,0.337931,0.030752,0.552364,0.078953,0.308876,0.059807,0.48218,0.149137,143,5.5,215,-235
"79","oregon-utah",72.0358540266233,82.7674762717481,10.7316222451248,0.210622,0.789378,0.127869,0.872131,154.803330298371,0.693925,0.306075,0.085977,0.607948,0.041892,0.264183,0.140286,0.553639,0.070336,0.235739,144.5,-4.5,-190,175
"80","someth-vanderbilt",78.3572926439816,82.8267584360318,4.46946579205015,0.378512,0.621488,0.326493,0.673507,161.184051080013,0.769665,0.230335,0.251274,0.518391,0.075219,0.155116,0.290236,0.479429,0.088276,0.142059,146,-2,-130,120
"81","virginiatech-virginia",66.199325905799,53.409878775448,-12.789447130351,0.832043,0.167957,0.936467,0.063533,119.609204681247,0.676145,0.323855,0.643057,0.033088,0.29341,0.030445,0.586869,0.089276,0.245174,0.078681,111,7,275,-305
"82","samford-vmi",63.0310586934172,76.7959750320906,13.7649163386734,0.190777,0.809223,0.209164,0.790836,139.827033725508,0.277988,0.722012,0.041455,0.236533,0.167709,0.554303,0.037845,0.240143,0.152932,0.56908,150.5,1,102,-112
"83","ucla-washingtonst",72.7974666726957,67.3115174612543,-5.48594921144136,0.673716,0.326284,0.61156,0.38844,140.10898413395,0.479668,0.520332,0.303308,0.17636,0.308252,0.21208,0.331123,0.148545,0.342593,0.177739,140,-2,-125,115
"84","rice-westernkentucky",68.612012800767,83.3030720273416,14.6910592265745,0.160247,0.839753,0.397383,0.602617,151.915084828109,0.40514,0.59486,0.171646,0.233494,0.225737,0.369123,0.078391,0.326749,0.081856,0.513004,155.5,11,540,-660
"85","ohio-westernmichigan",64.0382260720345,70.7972140371108,6.75898796507629,0.301465,0.698535,0.252099,0.747901,134.835440109145,0.449677,0.550323,0.130593,0.319084,0.121506,0.428817,0.152801,0.296876,0.148664,0.401659,136,-2,-130,120
"86","mississippi-wichitast",69.0366135079905,81.7680323224593,12.7314188144688,0.165795,0.834205,0.359138,0.640862,150.80464583045,0.718317,0.281683,0.25571,0.462607,0.103428,0.178255,0.121253,0.597064,0.044542,0.237141,139.5,8,328,-365
"87","ncgreensboro-wofford",57.5097088400319,71.3883048414359,13.8785960014041,0.155984,0.844016,0.139035,0.860965,128.898013681468,0.475405,0.524595,0.055942,0.419463,0.083093,0.441502,0.062819,0.412586,0.093165,0.43143,129,-1,-105,-105
"88","ncgreensboro-wofford",57.5097088400319,71.3883048414359,13.8785960014041,0.155984,0.844016,0.139035,0.860965,128.898013681468,0.475405,0.524595,0.055942,0.419463,0.083093,0.441502,0.062819,0.412586,0.093165,0.43143,129,-1,-105,-105
