"","player.name","player.rating","player.pos","player.ht","player.wt","player.nat.rank","player.pos.rank","player.state.rank","player.year","player.team"
"7258",NA,NA,NA,NA,NA,NA,NA,NA,2010,"utah-state"""
"7259","thomas manzano","0.7667","sg","6-4",190,NA,NA,NA,2010,"wyoming"""
"7260","francisco cruz","0.7667","sf","6-4",205,NA,NA,NA,2010,"wyoming"""
"7261",NA,NA,NA,NA,NA,NA,NA,NA,2010,"denver"""
"7262","mike kibiloski","0.8587","pf","6-7",210,233,53,7,2010,"ipfw"""
"7263","terrance williams","0.8111","c""","6-11",215,NA,NA,NA,2010,"ipfw"""
"7264","harold washington","0.7667","sg","6-0",175,551,127,18,2010,"ipfw"""
"7265","jason smeathers","0.7667","pf","6-8",220,NA,NA,NA,2010,"ipfw"""
"7266","antwaun boyd","0.7667","sg","6-3",195,NA,NA,NA,2010,"ipfw"""
"7267",NA,NA,NA,NA,NA,NA,NA,NA,2010,"iupui"""
"7268",NA,NA,NA,NA,NA,NA,NA,NA,2010,"north-dakota"""
"7269","marshall bjorklund","0.8208","pf","6-7",210,364,93,8,2010,"north-dakota-state"""
"7270","zach vraa","0.7667","sg","6-3",200,492,117,9,2010,"north-dakota-state"""
"7271","steve tecker","0.7667","sf","6-5",210,471,89,11,2010,"south-dakota"""
"7272","trevor gruis","0.7667","pf","6-9",205,508,134,3,2010,"south-dakota"""
"7273","charlie westbrook","0.7667","sf","6-4",188,NA,NA,NA,2010,"south-dakota"""
"7274",NA,NA,NA,NA,NA,NA,NA,NA,2010,"south-dakota-state"""
"7275",NA,NA,NA,NA,NA,NA,NA,NA,2010,"western-illinois"""
"7276","anthony thomas","0.8215","sf","6-7",196,358,75,25,2010,"appalachian-state"""
"7277","mitch woods","0.8208","pg","6-3",200,363,75,27,2010,"appalachian-state"""
"7278","petey hausley","0.8111","pf","6-6",230,NA,NA,NA,2010,"appalachian-state"""
"7279","edward townsel","0.7667","pg","6-1",180,479,97,9,2010,"arkansas-state"""
"7280","chano rashidudden","0.7667","pf","6-9",240,NA,NA,NA,2010,"arkansas-state"""
"7281","desmond holloway","0.7667","sg","6-4",167,NA,NA,NA,2010,"coastal-carolina"""
"7282","willie kirkland","0.7667","sf","6-4",215,NA,NA,NA,2010,"coastal-carolina"""
"7283","brandon crawford","0.7667","sf","6-6",210,NA,NA,NA,2010,"coastal-carolina"""
"7284",NA,NA,NA,NA,NA,NA,NA,NA,2010,"georgia-southern"""
"7285","devonta white","0.8491","pg","6-0",150,273,53,13,2010,"georgia-state"""
"7286","harold doby","0.8301","sf","6-6",215,332,67,24,2010,"georgia-state"""
"7287","eric buckner","0.7667","pf","6-10",210,NA,NA,NA,2010,"georgia-state"""
"7288","brandon mcgee","0.7667","pf","6-7",200,NA,NA,NA,2010,"georgia-state"""
"7289","josh micheaux","0.7667","pg","6-6",220,578,124,67,2010,"georgia-state"""
"7290","rashaad richardson",NA,"sg","6-4",185,NA,NA,NA,2010,"georgia-state"""
"7291","scottie farrington","0.8111","pf","6-9",220,NA,NA,NA,2010,"louisiana"""
"7292","keith mcdougald","0.8111","sg","6-2",195,417,100,31,2010,"louisiana"""
"7293","josh brown","0.7667","sg","6-4",190,NA,NA,NA,2010,"louisiana"""
"7294","steven mcclellen","0.7667","pf","6-7",237,449,117,40,2010,"louisiana-monroe"""
"7295","ife eke","0.7667","pf","6-7",215,455,119,8,2010,"louisiana-monroe"""
"7296","marcelis hansberry","0.7667","pg","6-2",175,498,102,10,2010,"louisiana-monroe"""
"7297","charles winborne","0.7667","pg","6-0",165,570,123,12,2010,"louisiana-monroe"""
"7298","christian ndongo","0.7667","pf","6-8",195,585,154,35,2010,"louisiana-monroe"""
"7299","xavier martin","0.7333","pg","5-9",160,613,131,46,2010,"louisiana-monroe"""
"7300","labree sledge","0.8208","pg","5-10",185,NA,NA,NA,2010,"south-alabama"""
"7301","kentari nettles","0.8111","c""","6-9",230,406,39,4,2010,"south-alabama"""
"7302","riico sanders","0.7667","sg","6-3",153,458,111,5,2010,"south-alabama"""
"7303","antione lundy","0.7667","sf","6-8",230,584,113,9,2010,"south-alabama"""
"7304",NA,NA,NA,NA,NA,NA,NA,NA,2010,"texas-state"""
"7305","shawntez patterson","0.7667","pf","6-7",195,461,122,35,2010,"troy"""
"7306","nic combs","0.7667","pg","5-10",175,NA,NA,NA,2010,"troy"""
"7307","tim owens","0.7667","c""","6-11",220,NA,NA,NA,2010,"troy"""
"7308","stuart lagerson","0.7667","c""","7-0",200,447,44,41,2010,"texas-arlington"""
"7309","darius richardson","0.7667","sg","6-2",156,473,114,45,2010,"texas-arlington"""
"7310","brad gay","0.7667","sg","6-4",175,NA,NA,NA,2010,"texas-arlington"""
"7311","bo ingram","0.7667","sf","6-4",185,NA,NA,NA,2010,"texas-arlington"""
"7312","remi barry","0.8556","sf","6-8",210,247,58,18,2010,"new-mexico-state"""
"7313","kofi mensa","0.7667","sg","6-4",170,594,136,5,2010,"new-mexico-state"""
"7314","taylor stevens","0.7667","sf","6-7",230,NA,NA,NA,2010,"seattle"""
"7315","bobby evans","0.7667","sf","6-7",175,NA,NA,NA,2010,"seattle"""
"7316","freddie wilson","0.7667","sg","6-3",200,514,120,8,2010,"seattle"""
"7317","cervante burrell","0.7667","pg","5-10",170,NA,NA,NA,2010,"seattle"""
"7318","tyler monroe","0.7667","pf","6-7",220,NA,NA,NA,2010,"seattle"""
"7319",NA,NA,NA,NA,NA,NA,NA,NA,2010,"umkc"""
"7320","holton hunsaker","0.7667","pg","6-0",180,527,112,7,2010,"utah-valley"""
"7321","zach jones","0.7667","pf","6-9",220,NA,NA,NA,2010,"utah-valley"""
"7322","isiah williams","0.7667","sg","5-11",185,547,125,9,2010,"utah-valley"""
"7323","zach nelson","0.7667","sf","6-7",215,553,105,46,2010,"utah-valley"""
"7324","geddes robinson","0.7667","pf","6-5",235,NA,NA,NA,2010,"utah-valley"""
"7325","kyle collinsworth","0.89","sf","6-6",195,156,35,1,2010,"byu"""
"7326","anson winder","0.8755","sg","6-3",185,207,47,5,2010,"byu"""
"7327","stephen rogers","0.7667","sf","6-8",185,NA,NA,NA,2010,"byu"""
"7328","keegan hyland","0.8671","sg","6-3",180,226,55,1,2010,"gonzaga"""
"7329","marquise carter","0.7667","sg","6-4",178,470,113,7,2010,"gonzaga"""
"7330","jose rivera","0.7667","sg","6-3",185,NA,NA,NA,2010,"pacific"""
"7331","chuck coley","0.7667","sf","6-8",190,537,101,8,2010,"pacific"""
"7332","rundell mauge","0.7667","c""","7-1",215,540,50,4,2010,"pacific"""
"7333",NA,NA,NA,NA,NA,NA,NA,NA,2010,"portland"""
"7334","ben vozzola","0.8838","sg","6-5",160,167,41,3,2010,"san-diego"""
"7335","dennis kramer","0.8363","c""","6-9",215,319,25,28,2010,"san-diego"""
"7336","trevor fuller","0.8174","pf","6-8",220,377,97,34,2010,"san-diego"""
"7337","darian norris","0.7667","pg","5-10",180,472,96,3,2010,"san-diego"""
"7338","stephen holt","0.8521","pg","6-3",185,264,51,4,2010,"st-marys"""
"7339","brad waldow","0.8521","pf","6-9",260,265,69,21,2010,"st-marys"""
"7340","jaylen henry","0.8458","pf","6-8",220,286,73,7,2010,"eastern-washington"""
"7341","cliff ederaine","0.7667","pf","6-6",205,NA,NA,NA,2010,"eastern-washington"""
"7342","rashano mcrae","0.7667","pf","6-7",230,NA,NA,NA,2010,"eastern-washington"""
"7343","cliff colimon","0.7667","pg","6-0",165,580,125,10,2010,"eastern-washington"""
"7344","brandon glanz","0.8208","pf","6-5",235,361,91,9,2010,"idaho-state"""
"7345","chase grabau","0.7667","sf","6-5",175,477,91,2,2010,"idaho-state"""
"7346","kenny mcgowen","0.7667","pg","6-0",170,NA,NA,NA,2010,"idaho-state"""
"7347","kamil gawryzdek","0.7667","c""","6-11",250,489,48,3,2010,"idaho-state"""
"7348","abner moreira","0.7667","pf","6-9",225,500,132,2,2010,"idaho-state"""
"7349",NA,NA,NA,NA,NA,NA,NA,NA,2010,"idaho"""
"7350","kareem jamar","0.8447","sg","6-4",180,287,69,24,2010,"montana"""
"7351","art steward","0.7667","sf","6-4",210,NA,NA,NA,2010,"montana"""
"7352","idris lasisi","0.7667","sg","6-2",195,554,128,4,2010,"montana"""
"7353","jordan wood","0.7667","sg","6-3",200,NA,NA,NA,2010,"montana"""
"7354","tre johnson","0.8257","sf","6-6",210,347,72,8,2010,"montana-state"""
"7355","chris mccall","0.7965","sg","6-3",180,431,104,10,2010,"montana-state"""
"7356","jourdain allou","0.7667","sf","6-6",210,NA,NA,NA,2010,"montana-state"""
"7357","rod singleton","0.7667","pg","5-10",185,556,120,47,2010,"montana-state"""
"7358","paul garnica","0.8747","pg","6-0",160,216,44,21,2010,"northern-colorado"""
"7359","tevin svihovec","0.849","pg","6-2",185,276,54,28,2010,"northern-colorado"""
"7360",NA,NA,NA,NA,NA,NA,NA,NA,2010,"portland-state"""
"7361","josh mccarver","0.7667","pf","6-9",235,460,121,41,2010,"sacramento-state"""
"7362","antoine proctor","0.7667","pg","6-2",185,502,105,3,2010,"sacramento-state"""
"7363","heath hoffman","0.7667","sg","6-4",195,560,129,31,2010,"sacramento-state"""
"7364","zach nelson","0.7667","sf","6-6",210,NA,NA,NA,2010,"sacramento-state"""
"7365","ray jones","0.7667","pg","6-2",175,NA,NA,NA,2010,"southern-utah"""
"7366","ramell taylor","0.7667","sf","6-7",190,NA,NA,NA,2010,"southern-utah"""
"7367","kyle tresnak","0.8146","pf","6-9",225,383,101,7,2010,"weber-state"""
"7368","jordan richardson","0.8069","pg","6-0",170,422,84,37,2010,"weber-state"""
"7369","scott bamforth","0.7667","sg","6-2",180,NA,NA,NA,2010,"weber-state"""
"7370","anthony horton","0.8111","pf","6-6",215,389,104,36,2010,"campbell"""
"7371","marvel harris","0.8111","pf","6-6",210,405,110,18,2010,"campbell"""
"7372","rico ferguson","0.8111","pg","6-1",185,415,81,19,2010,"campbell"""
"7373","eric griffin","0.7667","sg","6-8",180,NA,NA,NA,2010,"campbell"""
"7374","martell jackson","0.7667","pf","6-9",255,NA,NA,NA,2010,"campbell"""
"7375","chris grier","0.8556","sg","6-4",175,251,60,11,2010,"charleston-southern"""
"7376","sheldon strickland","0.8111","pg","6-0",175,408,78,18,2010,"charleston-southern"""
"7377","jonathan brooks","0.7667","sf","6-6",180,516,98,22,2010,"charleston-southern"""
"7378","troy pierce","0.7667","sf","6-6",235,NA,NA,NA,2010,"charleston-southern"""
"7379","t.j. hallice","0.7667","pf","6-9",205,486,129,32,2010,"gardner-webb"""
"7380","luke davis","0.7","pg","6-0",172,617,133,34,2010,"gardner-webb"""
"7381","george massoda","0.8111","c""","6-8",230,410,40,28,2010,"high-point"""
"7382","john brown","0.8111","pf","6-8",205,416,111,30,2010,"high-point"""
"7383","justin cheek","0.7889","sg","6-2",175,435,105,29,2010,"high-point"""
"7384","james williams","0.7889","sg","6-5",190,440,106,34,2010,"high-point"""
"7385","shay shine","0.7667","sg","6-2",190,NA,NA,NA,2010,"high-point"""
"7386","cameron solomon","0.7556","sg","6-4",160,607,142,24,2010,"high-point"""
"7387",NA,NA,NA,NA,NA,NA,NA,NA,2010,"radford"""
"7388","jon nwannunu","0.7667","c""","6-8",225,NA,NA,NA,2010,"unca"""
"7389","toles hartman","0.7667","pf","6-7",205,509,135,22,2010,"unca"""
"7390",NA,NA,NA,NA,NA,NA,NA,NA,2010,"elon"""
"7391","dwan mcmillan","0.7667","pg","6-0",170,NA,NA,NA,2010,"hofstra"""
"7392","dwan mcmillian","0.7667","pg","6-1",170,NA,NA,NA,2010,"hofstra"""
"7393","rayshawn goins","0.8556","sf","6-6",250,245,57,10,2010,"james-madison"""
"7394","chad jackson","0.8194","sg","6-4",175,371,89,5,2010,"james-madison"""
"7395","james millen","0.7667","sg","6-2",175,565,131,28,2010,"james-madison"""
"7396",NA,NA,NA,NA,NA,NA,NA,NA,2010,"northeastern"""
"7397",NA,NA,NA,NA,NA,NA,NA,NA,2010,"towson"""
"7398",NA,NA,NA,NA,NA,NA,NA,NA,2010,"uncw"""
"7399",NA,NA,NA,NA,NA,NA,NA,NA,2010,"wm"""
"7400","dyami starks","0.8458","sg","6-1",170,283,66,4,2010,"columbia"""
"7401","meiko lyles","0.7882","sg","6-2",175,441,107,10,2010,"columbia"""
"7402",NA,NA,NA,NA,NA,NA,NA,NA,2010,"dartmouth"""
"7403","james moore","0.8552","pf","6-9",215,260,65,19,2010,"harvard"""
"7404","ugo okam","0.8215","c""","7-1",238,360,31,26,2010,"harvard"""
"7405","dau jok","0.8271","pg","6-4",180,342,70,8,2010,"pennsylvania"""
"7406","austin kelly","0.7667","sg","6-3",180,569,133,48,2010,"pennsylvania"""
"7407","daniel edwards","0.8396","c""","6-8",225,309,24,30,2010,"princeton"""
"7408","t.j. bray","0.7826","pg","6-4",180,443,87,10,2010,"princeton"""
"7409",NA,NA,NA,NA,NA,NA,NA,NA,2010,"yale"""
"7410","gerrell knightshead","0.7667","pf","6-7",230,NA,NA,NA,2010,"bethune-cookman"""
"7411","garrius holloman","0.7667","sf","6-6",198,NA,NA,NA,2010,"bethune-cookman"""
"7412","tony gallo","0.7667","sg","5-11",190,NA,NA,NA,2010,"coppin-state"""
"7413","osman olol","0.7667","c""","6-9",206,NA,NA,NA,2010,"coppin-state"""
"7414","antonio williams","0.7667","sf","6-6",198,NA,NA,NA,2010,"coppin-state"""
"7415","jeremy dean","0.7667","sf","6-7",210,496,93,49,2010,"famu"""
"7416","jeffrey neal","0.7667","pf","6-7",235,NA,NA,NA,2010,"famu"""
"7417","christopher watson","0.7667","sg","6-3",185,579,135,41,2010,"famu"""
"7418","brandon hosely","0.7667","pg","5-11",180,NA,NA,NA,2010,"famu"""
"7419",NA,NA,NA,NA,NA,NA,NA,NA,2010,"hampton"""
"7420",NA,NA,NA,NA,NA,NA,NA,NA,2010,"umes"""
"7421",NA,NA,NA,NA,NA,NA,NA,NA,2010,"morgan-state"""
"7422",NA,NA,NA,NA,NA,NA,NA,NA,2010,"norfolk-state"""
"7423","michael wynn","0.7667","pg","5-11",185,463,93,21,2010,"nccu"""
"7424","david best","0.7667","pf","6-8",240,478,125,30,2010,"nccu"""
"7425","marcus graham","0.7667","sf","6-6",180,NA,NA,NA,2010,"nccu"""
"7426","marvin fitzgerald","0.7667","sf","6-5",230,NA,NA,NA,2010,"nccu"""
"7427","presano bell","0.7667","pf","6-7",230,NA,NA,NA,2010,"south-carolina-state"""
"7428","omar sanders","0.7667","sf","6-7",210,NA,NA,NA,2010,"south-carolina-state"""
"7429","joseph ikhinmwin","0.7667","pf","6-6",230,523,140,4,2010,"south-carolina-state"""
"7430","brandon riley","0.7667","pg","6-0",180,NA,NA,NA,2010,"south-carolina-state"""
"7431","dante wooten","0.7667","pf","6-8",235,568,150,5,2010,"south-carolina-state"""
"7432","terrell allen","0.8208","pf","6-6",216,362,92,17,2010,"ccsu"""
"7433","justin alexander","0.8115","c""","6-9",215,387,35,35,2010,"ccsu"""
"7434","jason brickman","0.7667","pg","6-0",165,504,106,50,2010,"liu-brooklyn"""
"7435","joel gierbolini","0.7667","pf","6-7",245,NA,NA,NA,2010,"liu-brooklyn"""
"7436","jerome hunter","0.8111","c""","6-11",240,399,37,27,2010,"robert-morris"""
"7437","malcolm lenmons","0.8111","sf","6-4",190,413,80,6,2010,"robert-morris"""
"7438","bernard webb","0.7667","pf","6-9",238,NA,NA,NA,2010,"robert-morris"""
"7439",NA,NA,NA,NA,NA,NA,NA,NA,2010,"saint-francis"""
"7440","travis nichols","0.7667","sf","6-4",215,NA,NA,NA,2010,"sfny"""
"7441","dre calloway","0.7667","pg","6-0",178,487,99,1,2010,"sfny"""
"7442",NA,NA,NA,NA,NA,NA,NA,NA,2010,"wagner"""
"7443","will triggs","0.8111","pf","6-6",230,418,112,20,2010,"austin-peay"""
"7444","josh terry","0.7667","sf","6-4",200,510,96,4,2010,"austin-peay"""
"7445","tyshawn edmondson","0.7667","sg","6-2",175,530,123,57,2010,"austin-peay"""
"7446","joe harms","0.7333","pf","6-8",225,609,161,37,2010,"austin-peay"""
"7447","l.c doss","0.7667","sg","6-2",185,NA,NA,NA,2010,"eastern-illinois"""
"7448","byron maxson","0.7667","sg","6-5",185,NA,NA,NA,2010,"eastern-illinois"""
"7449","nick mcfarlin","0.7667","sf","6-7",220,519,99,27,2010,"eastern-illinois"""
"7450","jaron jones","0.7667","sf","6-5",175,NA,NA,NA,2010,"eastern-kentucky"""
