"","team.ph.x3ptpdef","year.ph.x3ptpdef","m1","m2","m3","m4","team.year","x3ptp"
"45","alabamaam","2014",0.309990349484451,0.327701754381971,0.32651725124184,0.28371944248448,"alabamaam-2014",0.330616662400029
"46","alabamaam","2013",0.327701754381971,0.32651725124184,0.28371944248448,0.275782319603239,"alabamaam-2013",0.309990349484451
"47","alabamaam","2012",0.32651725124184,0.28371944248448,0.275782319603239,0.342345325306974,"alabamaam-2012",0.327701754381971
"48","alabamaam","2011",0.28371944248448,0.275782319603239,0.342345325306974,0.335316145049641,"alabamaam-2011",0.32651725124184
"49","alabamaam","2010",0.275782319603239,0.342345325306974,0.335316145049641,0.312100525464162,"alabamaam-2010",0.28371944248448
"50","alabamaam","2009",0.342345325306974,0.335316145049641,0.312100525464162,0.341164301476869,"alabamaam-2009",0.275782319603239
"51","alabamaam","2008",0.335316145049641,0.312100525464162,0.341164301476869,0.277415870687638,"alabamaam-2008",0.342345325306974
"52","alabamaam","2007",0.312100525464162,0.341164301476869,0.277415870687638,0.373588702417327,"alabamaam-2007",0.335316145049641
"53","alabamast","2019",0.31860667848087,0.361199676246195,0.331969887824429,0.307294053297311,"alabamast-2019",0.293349738568178
"54","alabamast","2018",0.361199676246195,0.331969887824429,0.307294053297311,0.368709590123122,"alabamast-2018",0.31860667848087
"55","alabamast","2017",0.331969887824429,0.307294053297311,0.368709590123122,0.322416338860087,"alabamast-2017",0.361199676246195
"56","alabamast","2016",0.307294053297311,0.368709590123122,0.322416338860087,0.381604709685132,"alabamast-2016",0.331969887824429
"57","alabamast","2015",0.368709590123122,0.322416338860087,0.381604709685132,0.28196628802331,"alabamast-2015",0.307294053297311
"58","alabamast","2014",0.322416338860087,0.381604709685132,0.28196628802331,0.364640538476727,"alabamast-2014",0.368709590123122
"59","alabamast","2013",0.381604709685132,0.28196628802331,0.364640538476727,0.336198572687682,"alabamast-2013",0.322416338860087
"60","alabamast","2012",0.28196628802331,0.364640538476727,0.336198572687682,0.31679256490076,"alabamast-2012",0.381604709685132
"61","alabamast","2011",0.364640538476727,0.336198572687682,0.31679256490076,0.37008556618145,"alabamast-2011",0.28196628802331
"62","alabamast","2010",0.336198572687682,0.31679256490076,0.37008556618145,0.276344194039214,"alabamast-2010",0.364640538476727
"63","alabamast","2009",0.31679256490076,0.37008556618145,0.276344194039214,0.342500165687689,"alabamast-2009",0.336198572687682
"64","alabamast","2008",0.37008556618145,0.276344194039214,0.342500165687689,0.237147103955405,"alabamast-2008",0.31679256490076
"65","alabamast","2007",0.276344194039214,0.342500165687689,0.237147103955405,0.340591481038013,"alabamast-2007",0.37008556618145
"66","albany","2019",0.331081501807499,0.310542599949588,0.348369150105779,0.304452115801471,"albany-2019",0.325859004216962
"67","albany","2018",0.310542599949588,0.348369150105779,0.304452115801471,0.386771432670585,"albany-2018",0.331081501807499
"68","albany","2017",0.348369150105779,0.304452115801471,0.386771432670585,0.351853147262239,"albany-2017",0.310542599949588
"69","albany","2016",0.304452115801471,0.386771432670585,0.351853147262239,0.297643949674916,"albany-2016",0.348369150105779
"70","albany","2015",0.386771432670585,0.351853147262239,0.297643949674916,0.352590589500594,"albany-2015",0.304452115801471
"71","albany","2014",0.351853147262239,0.297643949674916,0.352590589500594,0.316715777142099,"albany-2014",0.386771432670585
"72","albany","2013",0.297643949674916,0.352590589500594,0.316715777142099,0.367004935784343,"albany-2013",0.351853147262239
"73","albany","2012",0.352590589500594,0.316715777142099,0.367004935784343,0.327896896094039,"albany-2012",0.297643949674916
"74","albany","2011",0.316715777142099,0.367004935784343,0.327896896094039,0.354332136207147,"albany-2011",0.352590589500594
"75","albany","2010",0.367004935784343,0.327896896094039,0.354332136207147,0.389978320617241,"albany-2010",0.316715777142099
"76","albany","2009",0.327896896094039,0.354332136207147,0.389978320617241,0.339431125086018,"albany-2009",0.367004935784343
"77","albany","2008",0.354332136207147,0.389978320617241,0.339431125086018,0.307380188377288,"albany-2008",0.327896896094039
"78","albany","2007",0.389978320617241,0.339431125086018,0.307380188377288,0.339758281907492,"albany-2007",0.354332136207147
"79","alcornst","2019",0.315410893969991,0.350082313886184,0.294824813579176,0.367469618649697,"alcornst-2019",0.311674200321935
"80","alcornst","2018",0.350082313886184,0.294824813579176,0.367469618649697,0.381130857687562,"alcornst-2018",0.315410893969991
"81","alcornst","2017",0.294824813579176,0.367469618649697,0.381130857687562,0.367487483900012,"alcornst-2017",0.350082313886184
"82","alcornst","2016",0.367469618649697,0.381130857687562,0.367487483900012,0.351372114144225,"alcornst-2016",0.294824813579176
"83","alcornst","2015",0.381130857687562,0.367487483900012,0.351372114144225,0.363311473252286,"alcornst-2015",0.367469618649697
"84","alcornst","2014",0.367487483900012,0.351372114144225,0.363311473252286,0.310052064017783,"alcornst-2014",0.381130857687562
"85","alcornst","2013",0.351372114144225,0.363311473252286,0.310052064017783,0.367848409402743,"alcornst-2013",0.367487483900012
"86","alcornst","2012",0.363311473252286,0.310052064017783,0.367848409402743,0.349574822610056,"alcornst-2012",0.351372114144225
"87","alcornst","2011",0.310052064017783,0.367848409402743,0.349574822610056,0.405198133032596,"alcornst-2011",0.363311473252286
"88","alcornst","2010",0.367848409402743,0.349574822610056,0.405198133032596,0.353577525674748,"alcornst-2010",0.310052064017783
"89","alcornst","2009",0.349574822610056,0.405198133032596,0.353577525674748,0.352240252419662,"alcornst-2009",0.367848409402743
"90","alcornst","2008",0.405198133032596,0.353577525674748,0.352240252419662,0.330985708795462,"alcornst-2008",0.349574822610056
"91","alcornst","2007",0.353577525674748,0.352240252419662,0.330985708795462,0.388272902369599,"alcornst-2007",0.405198133032596
"92","american","2019",0.286490500183614,0.336692515691038,0.373070678067941,0.288186437618304,"american-2019",0.295951351684039
"93","american","2018",0.336692515691038,0.373070678067941,0.288186437618304,0.331773976749653,"american-2018",0.286490500183614
"94","american","2017",0.373070678067941,0.288186437618304,0.331773976749653,0.340639216821978,"american-2017",0.336692515691038
"95","american","2016",0.288186437618304,0.331773976749653,0.340639216821978,0.401370136354342,"american-2016",0.373070678067941
"96","american","2015",0.331773976749653,0.340639216821978,0.401370136354342,0.319242021166718,"american-2015",0.288186437618304
"97","american","2014",0.340639216821978,0.401370136354342,0.319242021166718,0.369596936444917,"american-2014",0.331773976749653
"98","american","2013",0.401370136354342,0.319242021166718,0.369596936444917,0.330543103419073,"american-2013",0.340639216821978
"99","american","2012",0.319242021166718,0.369596936444917,0.330543103419073,0.304289175536055,"american-2012",0.401370136354342
"100","american","2011",0.369596936444917,0.330543103419073,0.304289175536055,0.367526067236356,"american-2011",0.319242021166718
"101","american","2010",0.330543103419073,0.304289175536055,0.367526067236356,0.335536123211588,"american-2010",0.369596936444917
"102","american","2009",0.304289175536055,0.367526067236356,0.335536123211588,0.418357790061896,"american-2009",0.330543103419073
"103","american","2008",0.367526067236356,0.335536123211588,0.418357790061896,0.348758992330035,"american-2008",0.304289175536055
"104","american","2007",0.335536123211588,0.418357790061896,0.348758992330035,0.356716928939014,"american-2007",0.367526067236356
"105","apallachianst","2019",NA,NA,0.394835762854607,0.377073372697977,"apallachianst-2019",NA
"106","apallachianst","2018",NA,0.394835762854607,0.377073372697977,0.302499490975985,"apallachianst-2018",NA
"107","apallachianst","2017",0.394835762854607,0.377073372697977,0.302499490975985,0.380109957619716,"apallachianst-2017",NA
"108","apallachianst","2016",0.377073372697977,0.302499490975985,0.380109957619716,0.314771590038323,"apallachianst-2016",0.394835762854607
"109","apallachianst","2015",0.302499490975985,0.380109957619716,0.314771590038323,0.297919853676596,"apallachianst-2015",0.377073372697977
"110","apallachianst","2014",0.380109957619716,0.314771590038323,0.297919853676596,0.330763322256537,"apallachianst-2014",0.302499490975985
"111","apallachianst","2013",0.314771590038323,0.297919853676596,0.330763322256537,0.338921748675354,"apallachianst-2013",0.380109957619716
"112","apallachianst","2012",0.297919853676596,0.330763322256537,0.338921748675354,0.329781087399161,"apallachianst-2012",0.314771590038323
"113","apallachianst","2011",0.330763322256537,0.338921748675354,0.329781087399161,0.345473740744042,"apallachianst-2011",0.297919853676596
"114","apallachianst","2010",0.338921748675354,0.329781087399161,0.345473740744042,0.37440994973504,"apallachianst-2010",0.330763322256537
"115","apallachianst","2009",0.329781087399161,0.345473740744042,0.37440994973504,0.391318783557179,"apallachianst-2009",0.338921748675354
"116","apallachianst","2008",0.345473740744042,0.37440994973504,0.391318783557179,0.312753462639943,"apallachianst-2008",0.329781087399161
"117","apallachianst","2007",0.37440994973504,0.391318783557179,0.312753462639943,0.313528667923629,"apallachianst-2007",0.345473740744042
"118","arizona","2019",0.345250602172932,0.355877449482338,0.306271059722992,0.328771576048727,"arizona-2019",0.327090907280434
"119","arizona","2018",0.355877449482338,0.306271059722992,0.328771576048727,0.33423975559877,"arizona-2018",0.345250602172932
"120","arizona","2017",0.306271059722992,0.328771576048727,0.33423975559877,0.318795534372763,"arizona-2017",0.355877449482338
"121","arizona","2016",0.328771576048727,0.33423975559877,0.318795534372763,0.386149369019332,"arizona-2016",0.306271059722992
"122","arizona","2015",0.33423975559877,0.318795534372763,0.386149369019332,0.267378663812465,"arizona-2015",0.328771576048727
"123","arizona","2014",0.318795534372763,0.386149369019332,0.267378663812465,0.294705785158081,"arizona-2014",0.33423975559877
"124","arizona","2013",0.386149369019332,0.267378663812465,0.294705785158081,0.282870911076995,"arizona-2013",0.318795534372763
"125","arizona","2012",0.267378663812465,0.294705785158081,0.282870911076995,0.354353736777869,"arizona-2012",0.386149369019332
"126","arizona","2011",0.294705785158081,0.282870911076995,0.354353736777869,0.288650877316698,"arizona-2011",0.267378663812465
"127","arizona","2010",0.282870911076995,0.354353736777869,0.288650877316698,0.328874622036396,"arizona-2010",0.294705785158081
"128","arizona","2009",0.354353736777869,0.288650877316698,0.328874622036396,0.344307926065389,"arizona-2009",0.282870911076995
"129","arizona","2008",0.288650877316698,0.328874622036396,0.344307926065389,0.32510186653788,"arizona-2008",0.354353736777869
"130","arizona","2007",0.328874622036396,0.344307926065389,0.32510186653788,0.352147387324366,"arizona-2007",0.288650877316698
"131","arizonast","2019",0.32989691351896,0.332554902900123,0.335516686185859,0.347881836834515,"arizonast-2019",0.307130564511603
"132","arizonast","2018",0.332554902900123,0.335516686185859,0.347881836834515,0.355930560464559,"arizonast-2018",0.32989691351896
"133","arizonast","2017",0.335516686185859,0.347881836834515,0.355930560464559,0.33233315717516,"arizonast-2017",0.332554902900123
"134","arizonast","2016",0.347881836834515,0.355930560464559,0.33233315717516,0.344378651280815,"arizonast-2016",0.335516686185859
"135","arizonast","2015",0.355930560464559,0.33233315717516,0.344378651280815,0.404939639961402,"arizonast-2015",0.347881836834515
"136","arizonast","2014",0.33233315717516,0.344378651280815,0.404939639961402,0.340761356207433,"arizonast-2014",0.355930560464559
"137","arizonast","2013",0.344378651280815,0.404939639961402,0.340761356207433,0.303766818306413,"arizonast-2013",0.33233315717516
"138","arizonast","2012",0.404939639961402,0.340761356207433,0.303766818306413,0.374906155580041,"arizonast-2012",0.344378651280815
"139","arizonast","2011",0.340761356207433,0.303766818306413,0.374906155580041,0.331601278225564,"arizonast-2011",0.404939639961402
"140","arizonast","2010",0.303766818306413,0.374906155580041,0.331601278225564,0.333506989649585,"arizonast-2010",0.340761356207433
"141","arizonast","2009",0.374906155580041,0.331601278225564,0.333506989649585,0.393749700199597,"arizonast-2009",0.303766818306413
"142","arizonast","2008",0.331601278225564,0.333506989649585,0.393749700199597,0.242061988778959,"arizonast-2008",0.374906155580041
"143","arizonast","2007",0.333506989649585,0.393749700199597,0.242061988778959,0.307164356544669,"arizonast-2007",0.331601278225564
"144","arkansas","2019",0.326001344322334,0.376945872934647,0.324541879772974,0.353273891211646,"arkansas-2019",0.244328912685389
"145","arkansas","2018",0.376945872934647,0.324541879772974,0.353273891211646,0.383990385518952,"arkansas-2018",0.326001344322334
"146","arkansas","2017",0.324541879772974,0.353273891211646,0.383990385518952,0.371770249240185,"arkansas-2017",0.376945872934647
"147","arkansas","2016",0.353273891211646,0.383990385518952,0.371770249240185,0.369410091011136,"arkansas-2016",0.324541879772974
"148","arkansas","2015",0.383990385518952,0.371770249240185,0.369410091011136,0.292083422304684,"arkansas-2015",0.353273891211646
"149","arkansas","2014",0.371770249240185,0.369410091011136,0.292083422304684,0.303959426075552,"arkansas-2014",0.383990385518952
"150","arkansas","2013",0.369410091011136,0.292083422304684,0.303959426075552,0.379723134370918,"arkansas-2013",0.371770249240185
"151","arkansas","2012",0.292083422304684,0.303959426075552,0.379723134370918,0.368768874607004,"arkansas-2012",0.369410091011136
"152","arkansas","2011",0.303959426075552,0.379723134370918,0.368768874607004,0.336370308762091,"arkansas-2011",0.292083422304684
"153","arkansas","2010",0.379723134370918,0.368768874607004,0.336370308762091,0.335983749517512,"arkansas-2010",0.303959426075552
"154","arkansas","2009",0.368768874607004,0.336370308762091,0.335983749517512,0.346181479839252,"arkansas-2009",0.379723134370918
"155","arkansas","2008",0.336370308762091,0.335983749517512,0.346181479839252,0.337978912380145,"arkansas-2008",0.368768874607004
"156","arkansas","2007",0.335983749517512,0.346181479839252,0.337978912380145,0.34444454961339,"arkansas-2007",0.336370308762091
"157","arkansaslittlerock","2019",0.360428703310553,0.381654611738396,0.370555857538856,0.31648159534633,"arkansaslittlerock-2019",0.323016628021191
"158","arkansaslittlerock","2018",0.381654611738396,0.370555857538856,0.31648159534633,0.362702676054774,"arkansaslittlerock-2018",0.360428703310553
"159","arkansaslittlerock","2017",0.370555857538856,0.31648159534633,0.362702676054774,0.367354043043393,"arkansaslittlerock-2017",0.381654611738396
"160","arkansaslittlerock","2016",0.31648159534633,0.362702676054774,0.367354043043393,0.320130665770809,"arkansaslittlerock-2016",0.370555857538856
"161","arkansaslittlerock","2015",0.362702676054774,0.367354043043393,0.320130665770809,0.370276075279024,"arkansaslittlerock-2015",0.31648159534633
"162","arkansaslittlerock","2014",0.367354043043393,0.320130665770809,0.370276075279024,0.33867575231342,"arkansaslittlerock-2014",0.362702676054774
"163","arkansaslittlerock","2013",0.320130665770809,0.370276075279024,0.33867575231342,0.352810930110491,"arkansaslittlerock-2013",0.367354043043393
"164","arkansaslittlerock","2012",0.370276075279024,0.33867575231342,0.352810930110491,0.358387867218636,"arkansaslittlerock-2012",0.320130665770809
"165","arkansaslittlerock","2011",0.33867575231342,0.352810930110491,0.358387867218636,0.287817099235615,"arkansaslittlerock-2011",0.370276075279024
"166","arkansaslittlerock","2010",0.352810930110491,0.358387867218636,0.287817099235615,0.404046666946047,"arkansaslittlerock-2010",0.33867575231342
"167","arkansaslittlerock","2009",0.358387867218636,0.287817099235615,0.404046666946047,0.354296891575958,"arkansaslittlerock-2009",0.352810930110491
"168","arkansaslittlerock","2008",0.287817099235615,0.404046666946047,0.354296891575958,0.320869585708736,"arkansaslittlerock-2008",0.358387867218636
"169","arkansaslittlerock","2007",0.404046666946047,0.354296891575958,0.320869585708736,0.375203887407867,"arkansaslittlerock-2007",0.287817099235615
"170","arkansaspinebluff","2019",0.350651452650759,0.326840725897908,0.310806335330382,0.298722852747088,"arkansaspinebluff-2019",0.301457453174427
"171","arkansaspinebluff","2018",0.326840725897908,0.310806335330382,0.298722852747088,0.360027973485084,"arkansaspinebluff-2018",0.350651452650759
"172","arkansaspinebluff","2017",0.310806335330382,0.298722852747088,0.360027973485084,0.366261056097765,"arkansaspinebluff-2017",0.326840725897908
"173","arkansaspinebluff","2016",0.298722852747088,0.360027973485084,0.366261056097765,0.310721897558083,"arkansaspinebluff-2016",0.310806335330382
"174","arkansaspinebluff","2015",0.360027973485084,0.366261056097765,0.310721897558083,0.359410630324595,"arkansaspinebluff-2015",0.298722852747088
"175","arkansaspinebluff","2014",0.366261056097765,0.310721897558083,0.359410630324595,0.355612071920331,"arkansaspinebluff-2014",0.360027973485084
"176","arkansaspinebluff","2013",0.310721897558083,0.359410630324595,0.355612071920331,0.312380876104988,"arkansaspinebluff-2013",0.366261056097765
"177","arkansaspinebluff","2012",0.359410630324595,0.355612071920331,0.312380876104988,0.346645301560303,"arkansaspinebluff-2012",0.310721897558083
"178","arkansaspinebluff","2011",0.355612071920331,0.312380876104988,0.346645301560303,0.357008741311925,"arkansaspinebluff-2011",0.359410630324595
"179","arkansaspinebluff","2010",0.312380876104988,0.346645301560303,0.357008741311925,0.37534810261368,"arkansaspinebluff-2010",0.355612071920331
"180","arkansaspinebluff","2009",0.346645301560303,0.357008741311925,0.37534810261368,0.335410136653074,"arkansaspinebluff-2009",0.312380876104988
"181","arkansaspinebluff","2008",0.357008741311925,0.37534810261368,0.335410136653074,0.33227496036769,"arkansaspinebluff-2008",0.346645301560303
"182","arkansaspinebluff","2007",0.37534810261368,0.335410136653074,0.33227496036769,0.277970387953367,"arkansaspinebluff-2007",0.357008741311925
"183","arkansasst","2019",0.370215781534212,0.357255999406033,0.305638881351718,0.371005131104556,"arkansasst-2019",0.347327436152859
"184","arkansasst","2018",0.357255999406033,0.305638881351718,0.371005131104556,0.340434595134755,"arkansasst-2018",0.370215781534212
"185","arkansasst","2017",0.305638881351718,0.371005131104556,0.340434595134755,0.310840178955222,"arkansasst-2017",0.357255999406033
"186","arkansasst","2016",0.371005131104556,0.340434595134755,0.310840178955222,0.354923596709236,"arkansasst-2016",0.305638881351718
"187","arkansasst","2015",0.340434595134755,0.310840178955222,0.354923596709236,0.388659632741235,"arkansasst-2015",0.371005131104556
"188","arkansasst","2014",0.310840178955222,0.354923596709236,0.388659632741235,0.335701884742376,"arkansasst-2014",0.340434595134755
"189","arkansasst","2013",0.354923596709236,0.388659632741235,0.335701884742376,0.262129716821627,"arkansasst-2013",0.310840178955222
"190","arkansasst","2012",0.388659632741235,0.335701884742376,0.262129716821627,0.380059166519153,"arkansasst-2012",0.354923596709236
"191","arkansasst","2011",0.335701884742376,0.262129716821627,0.380059166519153,0.386050891102962,"arkansasst-2011",0.388659632741235
"192","arkansasst","2010",0.262129716821627,0.380059166519153,0.386050891102962,0.355055999360995,"arkansasst-2010",0.335701884742376
"193","arkansasst","2009",0.380059166519153,0.386050891102962,0.355055999360995,0.320806588465848,"arkansasst-2009",0.262129716821627
"194","arkansasst","2008",0.386050891102962,0.355055999360995,0.320806588465848,0.30599194118209,"arkansasst-2008",0.380059166519153
"195","arkansasst","2007",0.355055999360995,0.320806588465848,0.30599194118209,0.353515929909432,"arkansasst-2007",0.386050891102962
"196","army","2019",0.346674262152576,0.370441109525289,0.341365319163155,0.365288538576908,"army-2019",0.350597090733606
"197","army","2018",0.370441109525289,0.341365319163155,0.365288538576908,0.293500161401699,"army-2018",0.346674262152576
"198","army","2017",0.341365319163155,0.365288538576908,0.293500161401699,0.39063278781344,"army-2017",0.370441109525289
"199","army","2016",0.365288538576908,0.293500161401699,0.39063278781344,0.376480827865436,"army-2016",0.341365319163155
"200","army","2015",0.293500161401699,0.39063278781344,0.376480827865436,0.318879180849055,"army-2015",0.365288538576908
"201","army","2014",0.39063278781344,0.376480827865436,0.318879180849055,0.353256869726556,"army-2014",0.293500161401699
"202","army","2013",0.376480827865436,0.318879180849055,0.353256869726556,0.341588053505447,"army-2013",0.39063278781344
"203","army","2012",0.318879180849055,0.353256869726556,0.341588053505447,0.357681365854849,"army-2012",0.376480827865436
"204","army","2011",0.353256869726556,0.341588053505447,0.357681365854849,0.353526452844955,"army-2011",0.318879180849055
"205","army","2010",0.341588053505447,0.357681365854849,0.353526452844955,0.378800819616049,"army-2010",0.353256869726556
"206","army","2009",0.357681365854849,0.353526452844955,0.378800819616049,0.375357013487193,"army-2009",0.341588053505447
"207","army","2008",0.353526452844955,0.378800819616049,0.375357013487193,0.348669991543448,"army-2008",0.357681365854849
"208","army","2007",0.378800819616049,0.375357013487193,0.348669991543448,0.301894527047878,"army-2007",0.353526452844955
"209","auburn","2019",0.360349824515002,0.352460011359305,0.309598001937187,0.345215608151669,"auburn-2019",0.33886641457531
"210","auburn","2018",0.352460011359305,0.309598001937187,0.345215608151669,0.317467715429,"auburn-2018",0.360349824515002
"211","auburn","2017",0.309598001937187,0.345215608151669,0.317467715429,0.380568779397698,"auburn-2017",0.352460011359305
"212","auburn","2016",0.345215608151669,0.317467715429,0.380568779397698,0.341555996285701,"auburn-2016",0.309598001937187
"213","auburn","2015",0.317467715429,0.380568779397698,0.341555996285701,0.325756707179168,"auburn-2015",0.345215608151669
"214","auburn","2014",0.380568779397698,0.341555996285701,0.325756707179168,0.316774090557505,"auburn-2014",0.317467715429
"215","auburn","2013",0.341555996285701,0.325756707179168,0.316774090557505,0.323266551788156,"auburn-2013",0.380568779397698
"216","auburn","2012",0.325756707179168,0.316774090557505,0.323266551788156,0.335557977789888,"auburn-2012",0.341555996285701
"217","auburn","2011",0.316774090557505,0.323266551788156,0.335557977789888,0.353148122733147,"auburn-2011",0.325756707179168
"218","auburn","2010",0.323266551788156,0.335557977789888,0.353148122733147,0.403866722237586,"auburn-2010",0.316774090557505
"219","auburn","2009",0.335557977789888,0.353148122733147,0.403866722237586,0.310676911967298,"auburn-2009",0.323266551788156
"220","auburn","2008",0.353148122733147,0.403866722237586,0.310676911967298,0.337259649199919,"auburn-2008",0.335557977789888
"221","auburn","2007",0.403866722237586,0.310676911967298,0.337259649199919,0.353394452515955,"auburn-2007",0.353148122733147
"222","austinpeay","2019",0.315837582277065,0.352434365736196,0.333283343449678,0.3416765585751,"austinpeay-2019",0.355446227198504
"223","austinpeay","2018",0.352434365736196,0.333283343449678,0.3416765585751,0.368629907929822,"austinpeay-2018",0.315837582277065
"224","austinpeay","2017",0.333283343449678,0.3416765585751,0.368629907929822,0.31428562899119,"austinpeay-2017",0.352434365736196
"225","austinpeay","2016",0.3416765585751,0.368629907929822,0.31428562899119,0.306856617379866,"austinpeay-2016",0.333283343449678
"226","austinpeay","2015",0.368629907929822,0.31428562899119,0.306856617379866,0.367256010246754,"austinpeay-2015",0.3416765585751
"227","austinpeay","2014",0.31428562899119,0.306856617379866,0.367256010246754,0.310957308210036,"austinpeay-2014",0.368629907929822
"228","austinpeay","2013",0.306856617379866,0.367256010246754,0.310957308210036,0.36352923871695,"austinpeay-2013",0.31428562899119
"229","austinpeay","2012",0.367256010246754,0.310957308210036,0.36352923871695,0.319471296183283,"austinpeay-2012",0.306856617379866
"230","austinpeay","2011",0.310957308210036,0.36352923871695,0.319471296183283,0.355358102726242,"austinpeay-2011",0.367256010246754
"231","austinpeay","2010",0.36352923871695,0.319471296183283,0.355358102726242,0.30751102312118,"austinpeay-2010",0.310957308210036
"232","austinpeay","2009",0.319471296183283,0.355358102726242,0.30751102312118,0.336178308726658,"austinpeay-2009",0.36352923871695
