"","Game","Team1Score","Team2Score","Margin","Team1Win","Team2Win","Team1Cover","Team2Cover","Total","Over","Under","OverTeam1Cover","OverTeam2Cover","UnderTeam1Cover","UnderTeam2Cover","OverTeam1Win","OverTeam2Win","UnderTeam1Win","UnderTeam2Win","GameTotal","GameSpread","Team1WinPayout","Team2WinPayout"
"22","duquesne-stjoes",76.7578390188853,63.4329850659276,-13.3248539529577,0.816298,0.183702,0.638153,0.361847,140.190824084813,0.314557,0.685443,0.210782,0.103775,0.427371,0.258072,0.259861,0.054696,0.556437,0.129006,148.5,-8,-345,315
"23","georgewashington-stlouis",60.787195028513,65.4798902511164,4.69269522260337,0.342831,0.657169,0.686315,0.313685,126.267085279629,0.307812,0.692188,0.217538,0.090274,0.468777,0.223411,0.121961,0.185851,0.22087,0.471318,133.5,10.5,480,-570
"24","wofford-samford",69.6750623435568,67.1822438986517,-2.4928184449051,0.563042,0.436958,0.424838,0.575162,136.857306242208,0.245514,0.754486,0.139319,0.106195,0.285519,0.468967,0.168294,0.07722,0.394748,0.359738,149,-5,-200,185
"25","nevada-sanjosest",77.0252668108732,65.294603975545,-11.7306628353283,0.790782,0.209218,0.556538,0.443462,142.319870786418,0.296124,0.703876,0.191953,0.104171,0.364585,0.339291,0.247075,0.049049,0.543707,0.160169,151.5,-9.5,-475,420
"26","ucf-someth",59.6852653652778,78.9642697431563,19.2790043778785,0.058868,0.941132,0.16781,0.83219,138.649535108434,0.516173,0.483827,0.078033,0.43814,0.089777,0.39405,0.027386,0.488787,0.031482,0.452345,137,7.5,295,-325
"27","oklahoma-texas",71.8079753559811,70.9873942391052,-0.820581116875924,0.523522,0.476478,0.622012,0.377988,142.795369595086,0.625542,0.374458,0.382093,0.243449,0.239919,0.134539,0.3223,0.303242,0.201222,0.173236,136,3.5,150,-160
"28","lasalle-massachusetts",59.7706093117795,67.360093954652,7.58948464287247,0.28045,0.71955,0.378302,0.621698,127.130703266431,0.179146,0.820854,0.067149,0.111997,0.311153,0.509701,0.051738,0.127408,0.228712,0.592142,142.5,3.5,155,-165
"29","etsu-ncgreensboro",62.8411996640153,65.5528756966653,2.71167603265,0.414752,0.585248,0.445284,0.554716,128.394075360681,0.438133,0.561867,0.199669,0.238464,0.245615,0.316252,0.187152,0.250981,0.2276,0.334267,130,1,103,-113
"30","westerncarolina-vmi",77.3240707323123,73.9158592219623,-3.40821151035004,0.582847,0.417153,0.487549,0.512451,151.239929954275,0.42218,0.57782,0.204022,0.218158,0.283527,0.294293,0.23975,0.18243,0.343097,0.234723,154,-4,-170,160
"31","floridast-wakeforest",75.0595697656186,78.5434374467116,3.48386768109306,0.397006,0.602994,0.206038,0.793962,153.60300721233,0.718523,0.281477,0.157034,0.561489,0.049004,0.232473,0.292541,0.425982,0.104465,0.177012,142,-7.5,-340,310
"32","ipfw-westernillinois",81.572374378052,77.639738279094,-3.93263609895799,0.597203,0.402797,0.533479,0.466521,159.212112657146,0.576155,0.423845,0.326172,0.249983,0.207307,0.216538,0.360212,0.215943,0.236991,0.186854,154,-2.5,-145,135
"33","illinois-wisconsin",64.204686380748,68.4074944094288,4.20280802868077,0.363996,0.636004,0.493595,0.506405,132.612180790177,0.623567,0.376433,0.293891,0.329676,0.199704,0.176729,0.21669,0.406877,0.147306,0.229127,126.5,4,170,-185
"34","setonhall-xavier",67.4895843460522,71.2540392884391,3.76445494238694,0.381951,0.618049,0.490867,0.509133,138.743623634491,0.467896,0.532104,0.234398,0.233498,0.256469,0.275635,0.186725,0.281171,0.195226,0.336878,139,3.5,155,-165
"35","setonhall-xavier",67.4895843460522,71.2540392884391,3.76445494238694,0.381951,0.618049,0.490867,0.509133,138.743623634491,0.467896,0.532104,0.234398,0.233498,0.256469,0.275635,0.186725,0.281171,0.195226,0.336878,139,3.5,155,-165
