Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
1,temple,24,62,9,25,10,17,9,32,13,8,5,4,20,67
1,unc,34,67,7,12,16,23,15,49,17,9,6,7,16,91
2,albany,25,58,1,14,14,22,13,28,4,14,9,0,26,65
2,kentucky,28,50,6,17,16,24,12,34,16,20,6,8,21,78
3,mountstmarys,19,61,10,33,8,11,4,20,10,7,6,1,14,56
3,maryland,33,56,7,18,7,9,7,44,15,14,5,3,13,80
4,northerncolorado,22,56,7,21,21,26,7,30,8,21,6,1,35,72
4,kansas,34,61,15,26,26,34,9,38,27,15,7,4,24,109
5,siena,27,64,7,16,13,21,12,40,11,17,7,2,29,74
5,duke,30,66,6,25,26,36,15,44,9,10,8,5,17,92
6,morganst,17,50,7,27,7,11,5,21,10,12,7,1,20,48
6,virginia,32,65,5,18,17,26,23,50,16,8,4,3,17,86
7,colorado,23,63,9,23,7,11,6,38,14,18,7,3,21,62
7,iowast,29,65,2,10,8,15,8,43,12,12,7,2,18,68
8,charlestonsouthern,18,48,8,25,19,30,6,29,8,13,0,1,39,63
8,wichitast,25,57,7,25,31,41,16,48,14,8,4,4,27,88
9,fairleighdickinson,17,63,7,26,13,18,9,37,12,13,10,0,25,54
9,villanova,32,69,10,36,17,25,14,53,20,12,6,4,19,91
10,pacific,21,57,6,19,13,19,5,28,9,9,3,1,25,61
10,arizona,24,61,6,20,25,32,17,51,12,14,4,6,21,79
11,floridaatlantic,20,59,5,20,10,14,5,26,9,10,5,3,25,55
11,michiganst,30,62,5,13,17,28,18,53,25,13,1,12,14,82
12,rice,22,60,6,17,15,22,7,30,8,9,3,1,17,65
12,cal,36,71,10,23,15,18,14,48,16,7,4,7,21,97
13,easternillinois,17,50,4,16,11,19,5,17,5,13,7,0,25,49
13,indiana,32,61,9,27,15,25,21,51,15,16,9,3,23,88
14,southernutah,28,56,10,19,5,7,5,29,10,13,3,3,23,71
14,utah,30,64,8,29,14,25,16,41,15,10,2,6,11,82
15,westernillinois,27,50,7,9,8,12,8,31,11,10,0,4,24,69
15,wisconsin,22,62,7,21,16,25,21,39,8,4,6,6,15,67
16,austinpeay,14,64,1,16,12,19,17,45,1,14,4,0,14,41
16,vanderbilt,32,72,8,19,8,15,17,51,17,9,6,8,19,80
17,stfrancispa,17,52,6,18,16,23,8,31,7,12,5,1,19,56
17,notredame,29,68,10,29,19,25,21,53,12,10,6,3,23,87
18,maine,19,63,5,19,13,28,17,40,9,14,4,2,27,56
18,connecticut,36,66,5,22,23,32,14,52,20,8,8,15,24,100
19,mcneesest,24,62,5,23,17,23,11,39,7,11,4,2,24,70
19,LSU,28,61,9,20,16,32,16,46,17,10,8,3,23,81
20,stephenfaustin,17,52,5,23,16,28,8,27,16,13,3,3,24,55
20,baylor,36,56,9,16,16,23,6,37,31,8,6,1,24,97
21,ncat,14,58,0,15,12,18,10,34,5,13,5,1,29,40
21,purdue,24,53,12,31,21,32,12,49,21,13,4,8,22,81
22,jacksonst,19,60,4,20,10,13,11,33,8,16,5,1,24,52
22,oregon,25,51,10,24,20,28,9,38,16,16,8,9,18,80
23,northernkentucky,21,47,5,16,14,23,8,26,9,30,7,0,32,61
23,westvirginia,33,68,6,25,35,46,23,47,20,15,20,4,26,107
24,Scupstate,22,67,7,23,13,23,12,28,12,13,7,2,22,64
24,texasAM,38,57,13,24,15,27,10,46,32,18,5,5,20,104
25,westerncarolina,26,70,9,32,11,14,13,27,13,11,8,4,20,72
25,cincinnati,36,59,6,14,19,27,11,43,19,17,8,7,15,97
26,riogrande,22,55,7,19,8,12,6,34,9,15,4,1,26,59
26,miamifl,26,62,10,31,24,33,15,45,14,8,6,0,16,86
27,samford,13,62,3,19,16,22,15,37,5,18,7,5,27,45
27,louisville,30,56,7,15,19,29,9,46,19,14,9,9,22,86
28,williammary,31,60,9,22,14,19,11,42,16,14,10,2,17,85
28,ncst,27,71,6,22,8,14,16,38,15,10,8,5,17,68
29,texas,19,73,2,15,31,48,24,51,5,13,7,8,28,71
29,washington,25,71,3,20,24,40,25,62,12,17,10,8,34,77
30,american,16,46,2,14,8,13,10,29,4,17,8,3,27,42
30,rhodeisland,24,46,4,13,13,31,11,34,8,13,8,5,17,65
31,miamioh,22,49,9,20,19,25,7,25,12,17,6,2,28,72
31,xavier,24,58,7,21,26,34,18,42,15,15,9,1,24,81
32,SEMS,20,64,5,25,8,23,16,36,11,15,6,2,28,53
32,dayton,27,52,8,22,22,37,13,52,23,17,7,8,26,84
33,gardnerwebb,19,60,6,23,15,21,12,37,10,17,7,0,28,59
33,iowa,24,59,7,24,21,28,16,46,15,14,8,6,19,76
34,IPFW,23,52,9,22,9,15,7,29,13,18,6,2,27,64
34,valparaiso,24,50,5,16,25,38,11,37,13,12,10,4,15,78
35,utahvalleyst,19,71,5,29,11,17,7,36,6,15,8,4,21,54
35,BYU,30,74,7,25,18,27,22,69,18,18,3,4,18,85
36,boisest,28,50,8,26,8,12,4,26,13,14,4,1,29,72
36,montana,21,44,7,29,25,36,8,30,9,12,4,2,22,74
37,niagara,18,55,2,17,12,18,16,38,5,16,5,4,22,50
37,olddominion,26,57,3,12,12,21,14,37,13,11,9,5,16,67
38,tennesseemartin,21,56,4,20,11,16,6,30,5,10,3,0,24,57
38,oklahomast,33,59,7,21,18,24,7,39,12,5,7,5,15,91
39,illinoisst,20,65,6,16,14,22,12,33,11,10,4,4,29,60
39,SDSU,23,48,3,15,22,37,11,45,9,18,3,8,23,71
40,monmouth,27,72,7,29,23,29,9,37,13,7,16,4,25,84
40,ucla,26,69,8,21,21,33,22,60,13,23,2,6,22,81
41,fairfiield,20,50,7,21,10,13,4,24,14,15,6,7,26,57
41,yale,22,58,5,21,21,27,19,47,14,14,7,1,17,70
42,jacksonvillest,32,71,6,19,13,16,16,34,10,8,7,1,26,83
42,centralmichigan,25,48,8,19,31,41,10,34,8,13,4,3,15,89
43,vermont,16,52,8,26,10,18,13,40,9,21,3,7,21,50
43,easternmichigan,25,58,2,11,18,23,10,36,8,9,15,7,18,70
44,northwesternst,25,70,8,30,18,21,16,37,13,9,4,1,22,76
44,mississippi,29,61,8,26,24,28,12,44,16,11,8,5,17,90
45,robertmorris,28,60,9,20,10,18,9,36,15,11,8,4,13,75
45,pennsylvania,29,57,10,26,8,11,4,29,25,14,4,1,15,76
46,wagner,19,60,8,22,11,20,10,35,8,12,7,2,26,57
46,stjohns,21,47,9,20,15,25,5,31,12,14,3,5,22,66
47,prairieviewam,17,56,4,13,12,19,15,38,11,22,8,4,21,50
47,VCU,28,66,7,23,12,18,19,47,18,17,17,8,19,75
48,nccentral,17,56,2,16,4,12,13,35,7,10,2,0,20,40
48,clemson,23,52,8,23,20,23,9,42,16,6,3,9,17,74
49,cornell,28,60,13,31,12,19,8,24,14,13,2,0,21,81
49,georgiatech,47,78,8,23,14,23,20,48,30,6,8,2,19,116
50,lehigh,15,52,2,17,15,22,11,38,8,15,11,1,17,47
50,syracuse,18,52,11,34,10,12,9,40,13,17,10,7,16,57
51,chattanooga,30,69,12,30,20,31,15,37,11,16,9,2,33,92
51,georgia,26,48,10,20,28,45,8,36,12,21,11,11,30,90
52,ncasheville,29,65,6,17,14,18,14,36,12,13,8,1,25,78
52,tennessee,30,57,4,16,18,26,9,33,16,11,8,6,16,82
53,dartmouth,24,63,6,18,13,16,9,27,16,13,8,3,32,67
53,setonhall,29,47,4,8,22,43,13,45,20,20,7,6,21,84
54,colgate,22,44,5,14,17,26,5,37,13,14,1,2,30,66
54,georgemason,16,49,3,18,18,35,12,36,5,14,3,0,27,53
55,lafayette,20,60,7,25,29,33,11,32,9,9,6,2,31,76
55,georgewashington,27,62,2,17,29,40,19,50,13,10,7,7,26,85
56,jamesmadison,30,59,11,24,16,24,16,40,16,11,5,0,19,87
56,richmond,27,52,5,17,16,26,6,23,14,7,7,1,22,75
57,southcarolinast,18,56,3,18,15,20,9,32,5,11,3,3,24,54
57,charleston,21,50,8,23,24,35,12,44,13,13,6,3,20,74
58,canisius,34,71,11,32,6,9,11,34,17,12,4,2,20,85
58,hofstra,35,65,11,28,15,24,13,41,23,13,7,1,12,96
59,northeastern,26,57,11,24,24,33,8,37,13,9,5,4,19,87
59,boston,30,65,11,29,13,21,9,38,21,9,3,3,22,84
60,princeton,22,55,9,24,11,17,9,38,14,10,5,4,15,64
60,rider,21,57,5,17,9,9,7,36,15,11,5,2,17,56
61,holycross,23,55,8,23,13,15,5,32,14,9,4,2,18,67
61,marist,23,56,4,24,14,19,10,37,11,11,3,4,19,64
62,iupui,23,48,5,14,21,30,7,34,7,17,2,1,29,72
62,indianast,23,56,4,18,20,35,12,34,6,13,9,1,25,70
63,UWMilwaukee,21,49,9,27,20,21,12,31,18,14,6,0,15,71
63,denver,22,42,7,17,7,10,3,19,16,15,6,1,23,58
64,sacramentost,26,56,6,17,8,14,11,41,14,17,3,5,25,66
64,arizonast,23,55,2,17,15,27,11,34,12,11,6,5,19,63
65,texassouthern,17,49,6,21,17,26,9,24,10,19,9,0,23,57
65,newmexico,32,54,5,17,17,25,8,35,20,13,9,5,25,86
66,umbc,26,65,9,25,12,25,11,36,12,9,10,4,27,73
66,wakeforest,26,69,3,20,23,30,24,59,12,16,2,11,21,78
67,umes,14,47,5,21,20,27,7,33,6,22,6,1,31,53
67,kansasst,24,62,5,23,27,41,17,44,13,10,13,1,23,80
68,wofford,21,55,10,27,22,33,8,29,12,7,3,0,24,74
68,missouri,28,50,5,12,22,32,5,37,12,9,4,1,24,83
69,northflorida,35,67,17,33,6,8,4,36,20,6,2,6,21,93
69,illinois,32,71,5,16,12,23,12,40,14,5,2,2,14,81
70,UMASSLowell,18,56,8,21,13,20,9,37,10,12,4,2,22,57
70,northwestern,29,64,9,29,12,22,13,45,18,6,3,5,19,79
71,sandiego,15,61,6,31,9,26,15,36,7,12,3,5,19,45
71,USC,32,67,6,21,13,18,15,55,15,14,4,11,23,83
72,southern,22,53,4,12,20,28,7,28,9,17,8,5,22,68
72,arkansas,32,66,8,15,14,26,17,43,21,14,10,6,24,86
73,airforce,22,51,4,20,27,33,10,36,10,12,2,1,21,75
73,southernillinois,28,67,6,24,15,28,17,38,14,6,8,1,26,77
74,binghamton,17,57,5,24,14,17,6,37,8,19,4,2,23,53
74,stbonaventure,20,54,4,19,19,25,8,43,12,14,9,4,21,63
75,drexel,29,64,5,16,18,28,15,37,11,10,4,3,29,81
75,stjoes,25,53,4,18,28,39,12,36,12,16,5,6,23,82
76,UCSB,22,63,4,22,12,16,15,43,10,20,9,3,25,60
76,nebraskaomaha,17,49,3,22,22,35,11,39,10,19,10,3,18,59
77,ballst,20,55,3,11,10,20,11,40,7,13,7,4,27,53
77,bradley,15,47,5,20,19,32,12,43,10,13,3,5,23,54
78,missourist,22,54,6,16,15,22,9,38,10,17,5,6,25,65
78,oralroberts,24,56,8,17,24,32,11,35,17,9,9,4,21,80
79,northernarizona,22,59,4,16,22,30,13,39,9,18,10,1,16,70
79,washingtonst,31,68,10,24,10,16,15,42,20,18,11,7,21,82
80,kennesawst,19,55,7,19,19,26,12,39,6,16,7,4,25,64
80,alabama,29,57,4,17,15,27,10,38,13,12,11,6,21,77
81,troy,32,78,4,20,14,27,18,50,14,9,13,3,15,82
81,southflorida,26,71,10,31,15,17,15,49,14,17,5,10,23,77
82,northdakotast,34,77,7,23,4,9,13,42,13,9,7,1,21,79
82,ucdavis,26,61,4,13,15,31,12,46,13,12,5,3,14,71
83,elon,33,69,8,24,11,16,10,41,14,17,4,0,26,85
83,charlotte,24,65,6,16,20,34,13,41,7,11,7,4,18,74
84,belmont,30,66,12,34,11,17,11,35,23,12,2,1,22,83
84,marquette,28,65,6,26,18,27,15,44,19,11,7,4,20,80
85,UWGreenBay,30,77,10,21,19,28,15,40,11,17,12,2,35,89
85,stanford,31,60,6,18,25,42,12,45,10,21,4,12,21,93
86,nevada,26,65,5,17,16,24,14,46,13,9,10,8,19,73
86,coastalcarolina,18,60,4,15,16,28,17,45,8,17,5,4,22,56
87,umkc,20,62,12,24,6,11,16,42,13,17,10,1,20,58
87,minnesota,25,55,12,28,14,20,8,37,20,13,6,7,12,76
88,highpoint,25,56,10,18,13,20,11,32,15,16,6,1,33,73
88,texastech,24,47,6,22,23,35,9,35,13,17,5,3,22,77
89,easternwashington,33,65,6,22,16,22,9,25,9,11,8,0,20,88
89,mississippist,41,66,5,17,19,24,12,40,14,13,4,7,21,106
90,utahst,28,61,8,20,9,15,11,35,13,11,4,0,20,73
90,weberst,22,48,8,19,18,23,4,30,11,11,3,2,18,70
91,alabamaAM,25,64,8,29,10,17,14,37,10,15,12,1,25,68
91,tulane,22,57,7,27,16,26,18,48,11,19,6,7,21,67
92,houstonbaptist,24,64,6,21,15,22,10,26,9,10,9,0,21,69
92,NMSU,34,59,6,17,17,20,10,44,15,17,3,5,25,91
93,SELA,27,65,10,28,13,20,13,34,16,17,11,3,37,77
93,TCU,24,49,6,12,36,47,10,40,11,19,6,10,21,90
94,uab,31,70,4,13,8,11,14,39,19,13,8,6,20,74
94,auburn,22,51,7,19,24,31,8,36,10,14,7,8,19,75
95,florida,23,49,3,19,10,19,13,47,8,19,8,6,19,59
95,navy,17,59,4,19,3,12,14,33,9,14,7,2,19,41
96,calpoly,26,65,7,25,13,16,13,34,13,13,9,1,30,72
96,unlv,23,51,3,14,25,40,14,42,16,19,4,5,24,74
97,lipscomb,19,62,8,32,19,29,11,44,15,19,8,3,20,65
97,santaclara,20,64,9,32,14,19,14,51,16,21,6,4,29,63
98,pepperdine,20,52,4,17,22,34,9,44,10,18,5,0,25,66
98,fresnost,25,63,2,17,17,30,11,40,13,12,15,8,26,69
99,montanast,23,52,10,22,20,26,12,32,12,21,4,0,22,76
99,hawaii,32,62,8,23,15,26,15,35,21,13,14,5,23,87
100,southdakota,23,56,8,24,15,23,8,40,14,15,2,4,23,69
