"","Game.","Team","FGM","FGA","X3PM","X3PA","FTM","FTA","OREB","TR","AST","TO","STL","BLK","PF","PTS"
"4331",1348,"vcu",21,49,9,22,18,22,3,27,12,13,4,5,15,69
"895",1349,"delaware",24,59,2,13,6,7,9,30,8,8,6,5,14,56
"1312",1349,"georgewashington",25,56,6,21,10,12,11,38,14,13,5,5,14,66
"1287",1350,"georgetown",34,61,14,27,9,10,10,36,26,13,6,4,20,91
"3456",1350,"someth",21,59,8,27,24,30,17,34,14,13,8,2,13,74
"2630",1351,"njit",24,64,7,22,10,15,14,41,12,18,8,1,14,65
"4052",1351,"ucf",32,62,7,24,7,10,5,35,16,15,7,8,16,78
"1355",1352,"georgiatech",24,63,8,23,7,18,13,30,19,19,8,2,20,63
"3764",1352,"syracuse",29,57,14,33,25,30,10,40,23,17,14,6,19,97
"1437",1353,"harvard",32,55,8,19,17,20,12,40,15,19,7,4,19,89
"2148",1353,"massachusetts",19,58,3,19,14,19,15,27,5,15,5,2,16,55
"3675",1354,"stfrancispa",18,44,5,16,22,28,6,32,8,15,7,1,21,63
"4122",1354,"umbc",20,53,8,29,12,20,12,35,15,15,6,3,21,60
"206",1355,"army",28,60,4,23,12,22,9,47,13,15,1,1,23,72
"1925",1355,"longisland",26,63,18,45,15,27,6,34,11,9,11,4,23,85
"241",1356,"ballst",32,58,15,34,23,29,9,38,20,9,9,8,15,102
"1706",1356,"iupui",19,63,5,14,11,19,17,35,2,16,4,0,23,54
"824",1357,"cornell",24,63,3,21,8,12,10,30,12,3,9,2,13,59
"1832",1357,"lafayette",21,47,7,21,13,20,8,37,14,14,1,5,12,62
"969",1358,"drexel",21,61,3,11,18,24,18,39,11,15,7,3,19,63
"1861",1358,"lasalle",28,58,6,21,9,15,12,39,14,16,7,5,21,71
"305",1359,"binghamton",30,62,12,28,12,16,10,39,9,14,4,2,16,84
"333",1359,"boston",32,82,4,29,11,16,23,48,9,8,5,1,15,79
"624",1360,"charlotte",31,54,6,13,8,11,4,33,14,11,11,3,13,76
"2510",1360,"ncwilmington",20,52,8,22,9,13,5,25,16,14,5,6,10,57
"1637",1361,"indianast",34,70,9,22,7,8,14,49,12,20,5,6,16,84
"4620",1361,"wrightst",29,71,10,28,9,13,10,32,16,12,6,2,14,77
"4525",1362,"westernmichigan",23,54,7,19,13,20,9,31,9,7,2,2,15,66
"4680",1362,"youngstownst",23,51,7,21,11,19,8,32,7,9,3,2,21,64
"1105",1363,"evansville",34,53,12,24,21,30,10,36,22,14,2,4,16,101
"2211",1363,"miamioh",33,63,7,19,14,15,5,20,12,7,2,1,19,87
"21",1364,"airforce",25,55,9,25,26,34,5,26,8,9,6,2,23,85
"2558",1364,"nevada",30,53,13,23,27,32,5,35,15,12,6,3,26,100
"504",1365,"calstbakersfield",23,47,3,12,18,30,12,32,16,10,3,1,23,67
"2260",1365,"mississippi",26,45,7,18,24,36,6,23,18,6,4,2,19,83
"1229",1366,"fordham",19,59,5,20,10,19,12,44,7,12,10,4,18,53
"2072",1366,"manhattan",19,57,8,33,8,14,12,46,10,18,5,2,18,54
"2495",1367,"ncst",34,65,12,22,11,16,12,33,18,17,12,5,23,91
"4430",1367,"wakeforest",27,52,8,15,20,29,8,29,10,19,8,3,18,82
"1486",1368,"hofstra",16,58,3,19,10,20,16,35,3,14,7,1,20,45
"3620",1368,"stbonaventure",27,55,12,25,7,13,13,45,19,18,8,3,19,73
"842",1369,"creighton",35,66,13,30,12,15,7,43,18,15,6,4,22,95
"2521",1369,"nebraska",27,65,9,27,13,24,8,34,9,12,4,3,13,76
"450",1370,"byu",29,53,14,27,11,13,2,31,19,6,5,3,12,83
"4189",1370,"unlv",20,57,7,24,3,8,9,32,6,11,5,0,15,50
"2635",1371,"nmsu",21,61,5,28,7,14,15,42,13,17,5,7,22,54
"4461",1371,"washingtonst",17,48,8,21,21,26,7,37,11,13,7,2,20,63
"200",1372,"arkansasst",23,45,6,14,14,17,5,22,10,10,5,1,16,66
"4009",1372,"tulsa",24,47,7,15,8,11,8,28,12,13,4,1,14,63
"3470",1373,"somiss",27,47,5,13,13,20,6,24,17,13,13,2,20,72
"3569",1373,"southernillinois",21,43,8,23,19,27,8,25,10,18,6,1,18,69
"3901",1374,"texasarlington",24,58,7,23,13,20,11,39,16,13,6,3,16,68
"4097",1374,"ucsb",22,53,9,25,19,24,7,34,13,11,8,3,16,72
"864",1375,"davidson",27,52,9,21,7,11,5,29,11,11,3,1,15,70
"2712",1375,"northeastern",22,51,7,25,12,14,4,28,13,8,5,3,15,63
"360",1376,"bowlinggreen",24,57,8,24,12,16,6,30,12,5,9,2,17,68
"2850",1376,"oakland",23,50,6,20,13,19,8,37,13,15,3,2,17,65
"314",1377,"boisest",27,62,10,28,11,12,5,39,13,10,5,0,12,75
"760",1377,"coloradost",26,63,7,25,5,10,6,37,14,11,3,0,17,64
"2582",1378,"newmexico",29,60,5,17,16,20,12,47,15,19,10,4,15,79
"4633",1378,"wyoming",24,64,10,28,7,12,8,29,12,13,9,0,17,65
"2037",1379,"loyolamd",23,54,5,14,13,18,7,32,14,5,5,3,18,64
"2385",1379,"mountstmarys",18,54,2,17,10,16,13,40,5,13,2,4,17,48
"2475",1380,"ncgreensboro",25,60,9,30,1,7,12,36,12,7,2,3,18,60
"3143",1380,"radford",22,46,8,21,6,17,6,33,11,14,2,2,15,58
"1589",1381,"illinoischicago",24,49,11,31,3,5,8,34,21,18,4,2,7,62
"1684",1381,"ipfw",21,57,5,29,2,2,10,28,8,9,7,0,9,49
"1033",1382,"easternillinois",34,56,8,16,17,23,13,40,17,21,5,4,17,93
"4286",1382,"uwgreenbay",25,59,9,25,21,23,8,21,10,15,11,2,20,80
"231",1383,"austinpeay",32,59,6,12,20,31,10,31,19,7,6,4,17,90
"2785",1383,"northflorida",28,55,7,21,20,22,7,30,11,16,3,0,25,83
"462",1384,"cal",14,49,3,13,21,26,7,31,7,17,10,1,25,52
"3335",1384,"santaclara",22,51,8,17,19,23,8,39,12,20,4,2,23,71
"559",1385,"centralarkansas",25,67,3,15,14,19,16,44,7,22,4,0,22,67
"4221",1385,"utah",35,69,11,30,17,22,9,39,20,8,11,5,16,98
"3922",1386,"texasst",25,55,7,17,14,22,9,30,7,9,3,2,17,71
"4265",1386,"utsa",28,59,11,25,10,14,11,38,9,11,4,1,19,77
"616",1387,"charlestonsouthern",18,51,6,22,16,20,13,33,8,17,7,1,11,58
"2464",1387,"nccentral",24,50,3,14,2,7,8,30,13,16,10,5,19,53
"164",1388,"arkansaslittlerock",17,46,5,16,14,21,9,30,8,17,8,5,14,53
"2796",1388,"northtexas",26,54,19,35,5,6,8,33,23,14,7,1,19,76
"102",1389,"american",21,53,5,19,6,16,12,39,8,17,5,2,17,53
"1279",1389,"georgemason",23,55,3,12,19,25,5,31,6,8,7,3,18,68
"383",1390,"brown",23,63,7,26,10,12,12,34,12,15,10,1,15,63
"3745",1390,"stonybrook",28,53,14,25,9,16,6,36,22,16,8,4,16,79
"3969",1391,"towson",13,53,5,25,7,14,14,36,5,15,8,2,24,38
"4355",1391,"vermont",17,48,6,23,15,21,12,40,10,15,2,3,17,55
"1144",1392,"fgc",22,57,8,35,7,9,8,32,17,11,4,6,21,59
"3215",1392,"robertmorris",20,52,8,20,16,23,10,36,12,12,5,1,14,64
"1258",1393,"gardnerwebb",28,62,5,24,16,23,8,27,9,7,5,1,15,77
"4597",1393,"wofford",28,56,11,29,14,16,8,33,13,12,1,2,17,81
"706",1394,"clevelandst",22,53,6,23,9,15,10,34,11,18,5,1,15,59
"1802",1394,"kentst",33,63,6,19,9,12,6,30,14,8,11,6,18,81
"1887",1395,"lehigh",27,55,3,13,8,10,7,31,13,18,5,1,20,65
"4658",1395,"yale",28,55,7,23,15,22,8,30,21,11,7,4,13,78
"2090",1396,"marist",19,53,7,19,6,8,8,34,9,16,5,4,22,51
"2430",1396,"navy",16,50,7,23,14,23,11,38,11,13,5,3,15,53
"1605",1397,"illinoisst",20,57,7,20,14,23,9,40,8,9,5,2,13,61
"2356",1397,"moreheadst",19,57,7,24,5,7,9,44,9,16,4,2,20,50
"80",1398,"albany",20,43,7,19,17,26,7,36,11,21,6,1,21,64
"412",1398,"bucknell",20,54,7,28,18,22,7,28,9,15,13,3,23,65
"722",1399,"coastalcarolina",27,53,11,21,27,35,9,36,11,19,14,3,27,92
"4570",1399,"winthrop",28,61,13,35,19,31,15,36,20,15,6,1,22,88
"2280",1400,"missouri",21,54,8,29,14,22,10,38,10,14,8,1,21,64
"3789",1400,"temple",17,49,2,21,18,26,9,37,12,19,6,1,22,54
"2395",1401,"mtsu",20,58,3,22,9,18,10,27,7,15,9,8,19,52
"2400",1401,"murrayst",32,56,5,12,16,22,10,41,23,16,4,4,16,85
"1087",1402,"etsu",24,51,6,18,14,17,8,29,9,15,8,1,25,68
"2688",1402,"northdakotast",22,48,8,21,26,30,8,30,11,13,9,0,19,78
"1782",1403,"kansasst",20,62,7,23,18,30,15,37,13,10,10,7,20,65
"2098",1403,"marquette",25,59,12,22,11,16,13,45,18,18,4,4,25,73
"178",1404,"arkansaspinebluff",18,42,6,14,8,10,5,27,5,21,7,1,18,50
"4251",1404,"utep",19,44,4,17,17,22,5,26,17,13,12,2,13,59
"142",1405,"arizonast",28,67,6,26,15,22,16,42,13,12,10,1,18,77
"1955",1405,"louisianalafayette",21,49,8,24,15,20,5,34,7,20,4,3,20,65
"1496",1406,"holycross",22,58,3,10,4,13,11,35,10,19,7,1,24,51
"3290",1406,"sandiego",26,54,5,17,11,22,10,36,14,17,7,3,13,68
"1880",1407,"lbsu",17,54,3,10,9,14,13,34,3,15,7,1,10,46
"2965",1407,"pacific",26,57,7,19,6,7,11,39,12,14,6,4,16,65
"475",1408,"calbaptist",23,55,6,13,16,21,9,43,7,11,3,3,18,68
"4059",1408,"ucirvine",23,65,3,22,11,20,11,35,9,5,6,6,18,60
"583",1409,"centralconnecticutst",21,57,6,19,16,26,12,33,3,10,6,4,17,64
"2068",1409,"maine",24,53,10,29,8,16,9,36,17,15,5,3,20,66
"3658",1410,"stfrancisny",26,67,6,24,5,9,15,30,10,16,4,1,17,63
"4118",1410,"umasslowell",32,54,6,15,24,27,7,35,15,12,7,7,13,94
"949",1411,"detroit",13,56,10,33,15,16,15,39,9,17,11,2,19,51
"1054",1411,"easternmichigan",19,41,6,20,11,19,3,32,12,20,10,5,20,55
"1198",1412,"floridainternational",32,69,6,21,14,23,15,37,16,16,7,5,26,84
"1798",1412,"kennesawst",28,64,4,13,21,33,19,43,10,18,7,5,20,81
"3644",1413,"stetson",22,44,10,22,7,12,7,22,12,19,7,0,16,61
"4403",1413,"vmi",30,55,18,38,10,14,12,29,20,12,7,2,15,88
"1946",1414,"longwood",19,54,9,30,18,23,9,28,13,17,9,1,20,65
"2367",1414,"morganst",25,48,7,17,16,21,7,37,17,17,6,3,24,73
"3083",1415,"presbyterian",24,56,3,16,17,22,10,38,8,16,4,1,21,68
"3506",1415,"southcarolinast",28,63,6,18,18,24,12,37,20,9,9,2,17,80
"369",1416,"bradley",30,56,6,14,17,21,11,39,20,11,5,4,17,83
"2448",1416,"ncat",14,56,7,30,17,19,15,31,11,16,5,3,19,52
"1847",1417,"lamar",27,57,4,18,15,20,9,36,13,16,8,8,21,73
"3176",1417,"rice",18,53,11,28,13,20,10,36,14,20,4,2,21,60
"2437",1418,"ncasheville",31,63,7,24,8,14,8,27,6,15,11,4,23,77
"4482",1418,"westerncarolina",28,53,6,20,16,25,10,38,16,21,5,2,14,78
"3581",1419,"southernutah",21,62,5,16,26,32,15,42,6,18,8,3,20,73
"4237",1419,"utahvalleyst",26,55,8,20,12,17,4,28,10,16,8,7,28,72
"1340",1420,"georgiast",27,57,9,18,10,14,4,23,14,12,8,7,21,73
"2173",1420,"mercer",20,57,5,14,16,23,13,38,12,18,7,4,17,61
"2570",1421,"newhampshire",23,70,12,39,9,12,14,37,14,12,2,1,20,67
"3130",1421,"quinnipiac",25,45,8,17,17,22,1,30,9,17,6,3,14,75
"56",1422,"alabamaam",24,65,3,23,16,21,7,38,12,9,7,2,15,67
"1738",1422,"jacksonvillest",26,66,7,25,3,9,13,48,11,20,3,3,18,62
"285",1423,"bethunecookman",22,69,7,27,9,13,7,31,8,8,8,3,16,60
"1730",1423,"jacksonville",27,59,9,25,19,23,11,54,16,17,6,2,16,82
"1410",1424,"hampton",20,43,5,16,19,27,9,38,12,18,5,6,13,64
"2647",1424,"norfolkst",16,54,3,22,18,21,10,30,5,12,8,1,22,53
"963",1425,"drake",24,51,6,23,24,34,5,29,9,10,9,5,19,78
"3401",1425,"sems",25,50,10,19,13,23,7,36,12,18,7,1,22,73
"2740",1426,"northernillinois",19,55,6,27,13,13,9,31,5,13,3,3,20,57
"4028",1426,"ucdavis",23,48,6,21,14,17,4,30,8,12,3,1,17,66
"1525",1427,"houstonbaptist",35,67,11,26,9,18,12,30,23,12,6,4,20,90
"3270",1427,"samford",37,57,13,21,26,32,7,34,23,14,7,2,20,113
"513",1428,"calstfullerton",20,53,4,14,15,20,9,34,10,13,4,3,22,59
"3242",1428,"sacramentost",19,47,1,7,23,31,9,36,7,12,6,4,19,62
"486",1429,"calpoly",25,50,7,16,13,19,5,32,9,10,3,5,17,70
"3429",1429,"siena",27,65,8,21,4,12,17,40,10,9,7,2,20,66
"1394",1430,"grambling",22,54,3,17,20,27,7,25,12,14,7,3,22,67
"2024",1430,"loyolamarymount",30,47,13,25,10,20,3,32,25,18,8,4,23,83
"3044",1431,"portland",24,51,7,19,16,28,5,32,9,12,4,2,24,71
"3373",1431,"seattle",26,66,8,23,13,23,14,42,12,8,4,2,20,73
"4163",1432,"unc",17,46,1,14,12,22,8,32,6,12,6,3,14,47
"4382",1432,"virginia",16,49,6,17,18,25,11,37,9,13,8,3,18,56
"1373",1433,"gonzaga",33,69,6,21,11,14,11,36,15,12,12,1,18,83
"4449",1433,"washington",28,55,9,23,11,14,2,30,16,19,6,6,16,76
"2226",1434,"michiganst",24,55,7,21,22,27,7,40,17,12,8,3,16,77
"3238",1434,"rutgers",24,60,4,14,13,19,6,32,14,11,3,2,23,65
"1677",1435,"iowast",23,60,4,19,26,33,11,43,13,16,9,8,17,76
"3424",1435,"setonhall",25,68,8,30,8,12,13,40,12,20,10,2,27,66
"690",1436,"clemson",19,53,9,27,6,10,11,32,8,18,5,0,14,53
"1216",1436,"floridast",25,54,15,32,7,10,9,34,16,13,6,9,14,72
"879",1437,"dayton",28,52,13,24,9,12,9,33,15,16,5,2,16,78
"3724",1437,"stmarys",23,51,7,16,15,19,8,25,6,12,7,1,16,68
"3326",1438,"sanjosest",21,55,8,26,7,11,11,39,13,11,6,4,18,57
"3365",1438,"sdsu",20,63,5,16,14,20,18,44,8,8,5,5,17,59
"2897",1439,"oklahomast",20,52,3,16,18,26,10,31,9,18,6,2,18,61
"4543",1439,"wichitast",28,63,11,26,13,20,14,42,18,17,10,4,20,80
"2804",1440,"northwestern",18,53,5,17,3,4,5,31,10,12,3,3,15,44
"3115",1440,"purdue",23,59,5,22,7,9,9,38,14,6,5,2,10,58
"420",1441,"buffalo",26,70,10,31,12,16,17,53,16,19,12,4,18,74
"934",1441,"depaul",27,65,8,23,7,18,10,35,11,18,11,11,17,69
"1406",1442,"grandcanyon",23,53,5,21,10,14,8,32,8,11,2,3,21,61
"1903",1442,"liberty",22,48,8,19,18,28,7,32,13,9,3,1,15,70
"3180",1443,"richmond",30,58,11,25,4,4,5,36,22,12,9,3,9,75
"3480",1443,"southalabama",20,59,7,22,10,15,11,34,10,13,8,2,9,57
"1515",1444,"houston",26,52,9,17,15,22,12,41,16,17,2,6,15,76
"3493",1444,"southcarolina",20,62,6,25,10,16,12,29,14,9,4,4,20,56
"732",1445,"colgate",32,68,14,37,4,6,10,37,13,19,5,1,18,82
"2601",1445,"niagara",33,61,9,22,18,23,4,32,14,11,13,2,11,93
"3707",1446,"stlouis",33,60,17,28,3,7,10,42,20,12,4,1,18,86
"3988",1446,"tulane",24,61,8,20,6,16,14,33,7,9,6,0,11,62
"2120",1447,"marshall",28,65,10,31,6,9,11,35,14,17,8,4,20,72
"3949",1447,"toledo",25,62,9,26,23,33,16,43,16,12,11,2,9,82
"593",1448,"centralmichigan",21,62,1,17,12,21,12,37,6,16,9,1,14,55
"4310",1448,"valparaiso",31,61,7,22,8,13,8,42,24,16,10,5,22,77
"2864",1449,"ohio",30,62,9,25,12,18,13,43,20,9,10,5,14,81
"3845",1449,"tennesseetech",19,52,4,21,12,16,6,31,9,15,6,4,21,54
"37",1450,"akron",22,53,9,23,19,24,11,38,13,10,5,3,13,72
"3549",1450,"southern",24,58,4,13,5,11,10,33,12,11,2,2,24,57
"1248",1451,"furman",31,60,9,25,13,20,11,32,17,9,8,3,10,84
"3355",1451,"scupstate",28,50,9,21,7,11,2,22,15,15,6,3,16,72
"3857",1452,"texas",23,55,9,29,5,6,10,24,19,14,10,3,13,60
"3865",1452,"texasam",20,42,3,11,7,13,7,30,14,21,7,3,11,50
"2053",1453,"lsu",40,72,10,26,19,24,18,47,14,10,11,3,11,109
"2820",1453,"northwesternst",23,61,8,25,5,6,9,25,9,21,5,2,18,59
"2537",1454,"nebraskaomaha",29,68,4,17,3,10,11,34,11,12,11,4,15,65
"2718",1454,"northernarizona",28,59,7,21,10,16,12,45,14,18,8,4,14,73
"917",1455,"denver",21,47,7,19,13,22,6,27,12,17,3,0,24,62
"4076",1455,"ucla",28,59,5,22,20,27,15,40,14,10,8,2,22,81
"1973",1456,"louisianatech",25,56,10,23,8,19,8,35,14,21,4,3,20,68
"3280",1456,"samhoustonst",24,65,8,19,15,20,12,38,17,12,8,6,18,71
"1423",1457,"hartford",25,69,5,21,7,12,12,31,13,11,10,1,23,62
"3250",1457,"sacredheart",26,54,7,20,20,24,10,44,17,19,5,5,14,79
"1125",1458,"fairfiield",23,54,5,14,7,12,7,29,9,11,5,1,15,58
"4556",1458,"williammary",22,54,6,17,12,15,11,38,10,12,5,1,15,62
"1065",1459,"easternwashington",42,80,8,22,6,8,10,40,18,6,11,5,19,98
"2681",1459,"northdakota",30,66,8,26,14,18,9,38,15,15,3,3,15,82
"1042",1460,"easternkentucky",23,60,9,26,2,6,7,22,13,13,11,1,18,57
"2766",1460,"northernkentucky",28,48,8,22,12,15,7,39,17,21,10,1,11,76
"772",1461,"columbia",18,52,5,21,13,21,10,29,11,17,5,1,11,54
"1010",1461,"duquesne",38,65,10,30,4,5,8,37,24,10,7,9,15,90
"1667",1462,"iowa",26,61,10,21,10,14,11,38,20,8,6,3,13,72
"2248",1462,"minnesota",21,57,6,25,4,8,11,38,14,15,2,9,14,52
"66",1463,"alabamast",21,60,6,24,11,16,13,34,9,12,6,2,23,59
"3526",1463,"southdakota",26,52,5,16,16,20,7,33,16,13,4,3,14,73
"1983",1464,"louisville",18,53,3,17,18,25,7,38,10,19,6,2,19,57
"3941",1464,"texastech",23,58,7,27,17,22,7,40,15,14,8,4,18,70
"1771",1465,"kansas",32,59,12,28,19,27,14,45,23,12,5,3,15,95
"4292",1465,"uwmilwaukee",24,66,7,35,13,15,11,27,12,8,3,3,20,68
"2135",1466,"maryland",19,57,8,23,23,28,17,48,9,20,4,3,16,69
"2989",1466,"pennst",29,68,7,19,11,14,10,33,19,8,10,10,16,76
"262",1467,"baylor",21,60,6,27,5,11,13,34,11,11,4,7,14,53
"439",1467,"butler",20,51,5,15,7,10,7,33,9,11,4,5,16,52
"751",1468,"colorado",25,53,10,20,16,18,10,29,13,15,12,1,14,76
"2751",1468,"northerniowa",27,58,14,26,11,14,15,31,19,16,8,3,19,79
"788",1469,"connecticut",21,51,6,21,6,10,10,37,15,22,5,8,20,54
"1627",1469,"indiana",21,57,2,13,13,18,11,34,14,13,10,3,15,57
"805",1470,"coppinst",18,54,5,18,11,18,8,31,4,10,1,0,12,52
"861",1470,"davidson",34,65,13,31,7,11,11,42,26,5,7,0,14,88
"85",1471,"albany",17,49,6,25,11,21,10,42,9,20,4,2,21,51
"336",1471,"bostoncollege",22,64,10,32,18,30,15,44,17,6,14,0,19,72
"1484",1472,"hofstra",22,72,12,35,15,17,15,42,13,11,8,1,9,71
"3738",1472,"stonybrook",24,58,8,25,7,7,7,44,10,22,5,5,16,63
"378",1473,"brown",26,64,11,32,8,14,14,40,14,14,3,4,18,71
"3695",1473,"stjohns",26,59,6,22,24,26,8,35,14,6,7,5,15,82
"3959",1474,"towson",25,54,10,22,17,22,12,31,10,9,3,2,19,77
"4128",1474,"umbc",26,50,7,18,12,14,3,22,8,9,1,1,20,71
"941",1475,"detroit",28,66,9,30,6,10,10,28,12,13,5,1,12,71
"2841",1475,"notredame",41,69,20,39,8,8,10,40,33,10,7,6,10,110
"3689",1476,"stjoes",21,67,12,44,7,10,5,24,8,12,4,0,16,61
"3787",1476,"temple",42,67,8,15,16,25,5,46,20,11,8,4,11,108
"177",1477,"arkansaslittlerock",29,54,7,14,21,32,9,37,16,16,10,7,19,86
"3835",1477,"tennesseest",21,58,8,27,12,27,17,41,9,20,10,5,28,62
"4040",1478,"ucf",30,67,10,24,9,12,11,37,17,13,6,1,13,79
"4284",1478,"uwgreenbay",26,54,4,13,10,14,4,32,19,17,7,5,14,66
"2315",1479,"monmouth",22,53,8,15,15,18,8,34,12,18,10,1,21,67
"3092",1479,"princeton",22,55,4,25,18,25,12,36,12,16,11,8,18,66
"457",1480,"byu",28,68,12,37,7,13,11,49,17,9,2,2,15,75
"2546",1480,"nevada",16,65,3,23,7,12,8,37,5,10,4,5,13,42
"910",1481,"denver",26,57,5,13,10,15,6,27,12,15,8,2,19,67
"2634",1481,"nmsu",28,56,8,22,8,14,9,38,12,19,9,1,17,72
"400",1482,"bryant",21,48,8,20,19,24,11,42,14,20,9,5,21,69
"1223",1482,"fordham",22,59,6,23,11,20,11,31,9,14,7,3,21,61
"3080",1483,"presbyterian",23,47,6,16,11,16,5,33,11,17,5,3,19,63
"3663",1483,"stfrancisny",24,61,5,20,11,17,12,35,10,11,8,3,18,64
"2151",1484,"mcneesest",27,42,4,8,24,38,6,34,12,19,5,12,17,82
"4154",1484,"umkc",24,57,8,21,17,23,10,28,9,15,10,3,30,73
"1393",1485,"grambling",29,65,3,13,5,6,13,36,7,10,8,1,15,66
"1964",1485,"louisianamonroe",20,47,8,15,13,18,6,28,11,16,4,2,12,61
"237",1486,"austinpeay",19,55,1,14,14,22,10,28,3,14,8,2,19,53
"4536",1486,"westvirginia",34,67,6,17,10,16,19,50,21,14,9,1,17,84
"1660",1487,"iowa",28,65,10,28,18,20,15,42,13,11,8,1,11,84
"1679",1487,"iowast",29,69,6,26,4,7,15,37,15,11,5,5,17,68
"1401",1488,"grandcanyon",23,62,4,24,8,11,6,21,9,5,8,3,14,58
"2759",1488,"northerniowa",26,49,11,27,19,20,8,43,13,15,3,1,13,82
"3548",1489,"southern",24,72,4,15,10,15,19,43,5,12,5,2,21,62
"4622",1489,"wrightst",29,60,2,14,25,28,8,40,11,8,7,7,14,85
"2241",1490,"minnesota",31,57,7,19,15,20,11,40,16,16,8,4,17,84
"2877",1490,"ohiost",23,60,7,20,18,23,11,28,11,14,8,3,20,71
"4165",1491,"unc",23,63,6,19,12,20,18,51,17,11,2,6,12,64
"4608",1491,"wofford",25,66,14,40,4,6,8,34,19,5,8,5,21,68
"2518",1492,"nebraska",26,61,11,30,7,9,7,45,22,11,6,2,9,70
"3128",1492,"purdue",24,79,6,35,2,5,19,49,12,9,5,7,15,56
"2296",1493,"missourist",20,50,7,17,4,4,11,42,5,26,6,3,16,51
"4341",1493,"vcu",19,56,9,23,14,20,8,27,12,8,16,3,13,61
"344",1494,"bostoncollege",27,67,6,27,14,17,16,40,15,16,14,4,17,74
"573",1494,"centralconnecticutst",18,46,4,15,15,22,7,31,7,23,8,1,16,55
"1262",1495,"gardnerwebb",16,55,7,28,7,16,7,34,12,11,3,4,12,46
"4387",1495,"virginiatech",25,57,13,32,10,15,6,42,15,9,7,0,14,73
"810",1496,"coppinst",25,60,9,28,18,24,9,37,4,14,7,4,24,77
"4127",1496,"umbc",29,60,8,24,20,31,10,38,21,11,5,1,16,86
"3252",1497,"sacredheart",26,67,4,27,9,10,12,38,15,12,5,2,19,65
"4046",1497,"ucf",28,65,6,23,14,20,15,44,16,11,4,4,13,76
"1606",1498,"illinoisst",28,57,5,14,3,7,9,31,12,16,1,1,13,64
"2769",1498,"northernkentucky",28,53,11,25,12,18,7,29,19,13,7,0,12,79
"2008",1499,"loyolachicago",21,50,8,19,14,23,8,30,16,14,13,2,10,64
"2656",1499,"norfolkst",17,45,6,23,5,9,7,34,12,24,5,3,19,45
"1222",1500,"fordham",24,60,6,21,7,11,12,29,12,10,11,5,17,61
"3824",1500,"tennesseest",24,55,7,15,11,18,18,45,11,17,5,2,16,66
"1507",1501,"houston",19,61,7,29,10,16,17,40,9,10,4,5,16,55
"2906",1501,"oklahomast",21,51,4,14,15,19,10,39,12,10,3,3,18,61
"2479",1502,"ncgreensboro",28,65,11,24,10,13,18,37,11,12,4,3,10,77
"2492",1502,"ncst",30,53,13,28,7,7,2,23,17,13,10,5,14,80
"2815",1503,"northwestern",26,64,3,19,17,28,16,38,20,6,10,2,10,72
"3442",1503,"siuedwardsville",22,48,5,17,5,6,4,29,16,18,2,6,24,54
"357",1504,"bowlinggreen",27,56,7,18,11,15,9,30,16,16,8,4,19,72
"710",1504,"clevelandst",24,51,1,5,9,20,11,34,8,22,10,3,17,58
"2289",1505,"missouri",25,55,8,23,6,9,15,37,14,15,7,3,23,64
"3558",1505,"southernillinois",10,34,5,17,23,26,4,21,4,16,5,3,13,48
"639",1506,"chattanooga",27,64,10,31,20,28,16,38,13,9,6,1,14,84
"3982",1506,"troy",29,59,8,20,14,17,11,37,13,15,6,6,23,80
"981",1507,"drexel",19,41,11,24,12,23,6,27,10,19,3,1,20,61
"3594",1507,"southflorida",28,63,7,22,18,26,17,39,12,8,9,1,19,81
"4084",1508,"ucriverside",21,47,6,21,8,13,8,33,11,23,4,2,19,56
"4469",1508,"washingtonst",24,57,7,23,15,18,11,31,11,12,11,4,17,70
"691",1509,"clemson",14,50,9,32,17,23,10,32,10,22,11,2,17,54
"3491",1509,"southcarolina",23,51,8,18,13,19,11,41,11,21,10,3,24,67
"3866",1510,"texasam",20,49,5,22,18,23,13,35,12,12,5,2,14,63
"3876",1510,"texasamcc",20,50,10,28,10,16,11,32,9,13,1,2,19,60
"520",1511,"calstnorthridge",25,48,7,16,16,23,3,21,11,14,10,3,17,73
"2976",1511,"pacific",29,54,10,19,11,20,13,32,17,18,3,5,21,79
"1866",1512,"lbsu",29,61,11,28,7,12,12,35,16,17,8,4,15,76
"4197",1512,"usc",33,67,11,26,10,15,15,39,25,13,12,5,12,87
"1462",1513,"hawaii",33,64,13,33,15,23,12,52,24,19,6,3,23,94
"3262",1513,"samford",29,72,4,11,11,18,7,29,9,9,9,2,18,73
"2061",1514,"maine",23,57,5,18,10,13,7,29,13,13,10,2,17,61
"3138",1514,"quinnipiac",25,50,15,35,16,20,4,29,21,11,5,1,13,81
"2535",1515,"nebraskaomaha",36,58,3,11,17,24,7,36,17,16,2,4,18,92
"3209",1515,"riogrande",29,70,5,16,19,22,14,33,11,11,8,3,21,82
"2201",1516,"miamioh",30,72,11,36,8,11,17,48,20,10,2,4,10,79
"2419",1516,"mvsu",28,69,5,26,6,14,14,39,13,8,8,5,15,67
"1940",1517,"longwood",22,51,11,27,21,25,4,24,11,12,4,0,25,76
"3646",1517,"stetson",22,44,8,21,20,29,6,34,15,17,5,2,21,72
"364",1518,"bradley",32,60,12,18,5,8,8,45,23,10,8,6,7,81
"1333",1518,"georgiasouthern",19,63,10,31,3,3,7,31,7,11,3,4,9,51
