"","Game","Team1Score","Team2Score","Margin","Team1Win","Team2Win","Team1Cover","Team2Cover","Total","Over","Under","OverTeam1Cover","OverTeam2Cover","UnderTeam1Cover","UnderTeam2Cover","OverTeam1Win","OverTeam2Win","UnderTeam1Win","UnderTeam2Win","GameTotal","GameSpread","Team1WinPayout","Team2WinPayout"
"59","santaclara-stmarys",71.4874373958991,80.7281894205961,9.24075202469691,0.248591,0.751409,0.608638,0.391362,152.215626816495,0.660501,0.339499,0.40636,0.254141,0.202278,0.137221,0.176834,0.483667,0.071757,0.267742,143.5,13,800,-1000
"60","pepperdine-sandiego",68.2604143948577,61.0492122927408,-7.21120210211692,0.712074,0.287926,0.642076,0.357924,129.309626687598,0.194908,0.805092,0.135106,0.059802,0.50697,0.298122,0.146423,0.048485,0.565651,0.239441,143.5,-2.5,-140,130
"61","coloradost-sanjosest",68.778411624155,66.9668148079679,-1.81159681618714,0.551045,0.448955,0.359709,0.640291,135.745226432123,0.276446,0.723554,0.116913,0.159533,0.242796,0.480758,0.165113,0.111333,0.385932,0.337622,145.5,-6.5,-270,248
"62","utahvalleyst-seattle",63.5084636246229,67.4344394033856,3.9259757787627,0.376268,0.623732,0.499015,0.500985,130.942903028008,0.26393,0.73607,0.141656,0.122274,0.357359,0.378711,0.112006,0.151924,0.264262,0.471808,141,4,167,-178
"63","marquette-setonhall",73.7050251715514,78.5462832221339,4.84125805058254,0.364579,0.635421,0.515215,0.484785,152.251308393685,0.635353,0.364647,0.334031,0.301322,0.181184,0.183463,0.242938,0.392415,0.121641,0.243006,144.5,5.5,210,-230
"64","nebraskaomaha-southdakota",64.1634639426786,72.8799392142086,8.71647527152994,0.238298,0.761702,0.335553,0.664447,137.043403156887,0.237112,0.762888,0.077332,0.15978,0.258221,0.504667,0.056804,0.180308,0.181494,0.581394,148.5,3.5,155,-165
"65","tennesseest-sems",63.3549522025166,59.4198713965169,-3.9350808059997,0.618389,0.381611,0.572255,0.427745,122.774823599033,0.119975,0.880025,0.08159,0.038385,0.490665,0.38936,0.085871,0.034104,0.532518,0.347507,142.5,-1.5,-120,110
"66","fordham-stbonaventure",44.3002113975091,63.478879140051,19.1786677425419,0.031911,0.968089,0.259537,0.740463,107.77909053756,0.191887,0.808113,0.040586,0.151301,0.218951,0.589162,0.005911,0.185976,0.026,0.782113,119.5,12.5,700,-900
"67","depaul-stjohns",69.2773518979537,75.2843038195985,6.0069519216448,0.317283,0.682717,0.405632,0.594368,144.561655717552,0.455377,0.544623,0.191108,0.264269,0.214524,0.330099,0.152191,0.303186,0.165092,0.379531,145.5,3,140,-150
"68","washingtonst-stanford",63.5330251210202,70.1016613344622,6.56863621344196,0.310045,0.689955,0.595659,0.404341,133.634686455482,0.457001,0.542999,0.256632,0.200369,0.339027,0.203972,0.135432,0.321569,0.174613,0.368386,134.5,9.5,480,-570
"69","oklahomast-tcu",57.6711917796697,75.2447457269731,17.5735539473034,0.086604,0.913396,0.138935,0.861065,132.915937506643,0.579032,0.420968,0.070073,0.508959,0.068862,0.352106,0.044131,0.534901,0.042473,0.378495,128.5,3.5,155,-165
"70","tulane-temple",68.2559744395472,64.1769091393221,-4.07906530022512,0.625726,0.374274,0.860742,0.139258,132.432883578869,0.330217,0.669783,0.285305,0.044912,0.575437,0.094346,0.21741,0.112807,0.408316,0.261467,139,9.5,435,-500
"71","southcarolina-tennessee",58.8997967690618,68.3191102412799,9.41931347221817,0.216748,0.783252,0.407102,0.592898,127.218907010342,0.36234,0.63766,0.137099,0.225241,0.270003,0.367657,0.075418,0.286922,0.14133,0.49633,132,6.5,248,-270
"72","belmont-tennesseemartin",75.8029908766859,82.2014433043185,6.39845242763259,0.331818,0.668182,0.123308,0.876692,158.004434181004,0.516247,0.483753,0.079057,0.43719,0.044251,0.439502,0.189185,0.327062,0.142633,0.34112,156,-11,-660,540
"73","murrayst-tennesseetech",66.7023739209926,50.3956445583932,-16.3067293625995,0.915403,0.084597,0.656928,0.343072,117.098018479386,0.132038,0.867962,0.092376,0.039662,0.564552,0.30341,0.120299,0.011739,0.795104,0.072858,134.5,-11.5,-710,575
"74","kansasst-texas",55.8146405199664,61.9774928135177,6.16285229355139,0.303137,0.696863,0.461175,0.538825,117.792133333484,0.361196,0.638804,0.163653,0.197543,0.297522,0.341282,0.111816,0.24938,0.191321,0.447483,122.5,5,190,-210
"75","coastalcarolina-texasarlington",64.7221076783233,71.9344026766113,7.21229499828807,0.29564,0.70436,0.405624,0.594376,136.656510354935,0.294326,0.705674,0.117256,0.17707,0.288368,0.417306,0.087424,0.206902,0.208216,0.497458,145.5,4,167,-178
"76","appalachianst-texasst",52.5922660899313,66.4577188396797,13.8654527497484,0.10581,0.89419,0.239835,0.760165,119.049984929611,0.205492,0.794508,0.049112,0.15638,0.190723,0.603785,0.023999,0.181493,0.081811,0.712697,131,6,215,-235
"77","westernmichigan-toledo",65.6405178407635,72.8268432617563,7.18632542099285,0.289323,0.710677,0.63423,0.36577,138.46736110252,0.38641,0.61359,0.243787,0.142623,0.390443,0.223147,0.119469,0.266941,0.169854,0.443736,142.5,11.5,600,-750
"78","delaware-towson",68.5318104154138,67.6103029235865,-0.921507491827329,0.525688,0.474312,0.604096,0.395904,136.142113339,0.478745,0.521255,0.310536,0.168209,0.29356,0.227695,0.276157,0.202588,0.249531,0.271724,136,2.5,130,-140
"79","houston-tulsa",70.9730916191507,65.6951542238261,-5.27793739532468,0.681005,0.318995,0.459045,0.540955,136.668245842977,0.494226,0.505774,0.237294,0.256932,0.221751,0.284023,0.34135,0.152876,0.339655,0.166119,136,-6.5,-270,248
"80","lbsu-ucsb",63.9003110689729,72.5519653272463,8.65165425827334,0.238482,0.761518,0.641099,0.358901,136.452276396219,0.28956,0.71044,0.178331,0.111229,0.462768,0.247672,0.07148,0.21808,0.167002,0.543438,145,13,800,-1000
"81","hawaii-ucirvine",63.9841047569031,69.4435215984969,5.45941684159384,0.332048,0.667952,0.548278,0.451722,133.4276263554,0.330064,0.669936,0.183102,0.146962,0.365176,0.30476,0.117425,0.212639,0.214623,0.455313,140,7,265,-295
"82","calstfullerton-ucriverside",52.7746424889034,60.8548983280181,8.08025583911464,0.249232,0.750768,0.434638,0.565362,113.629540816921,0.211732,0.788268,0.081769,0.129963,0.352869,0.435399,0.049149,0.162583,0.200083,0.588185,125.5,6,230,-250
"83","usc-ucla",80.1151620247169,74.6258387728102,-5.48932325190667,0.662788,0.337212,0.633464,0.366536,154.741000797527,0.773009,0.226991,0.504574,0.268435,0.12889,0.098101,0.526306,0.246703,0.136482,0.090509,140.5,-1,-105,-105
"84","nevada-utahst",72.1097527798191,76.3751575397267,4.26540475990768,0.376122,0.623878,0.61603,0.38397,148.484910319546,0.581521,0.418479,0.371136,0.210385,0.244894,0.173585,0.238922,0.342599,0.1372,0.281279,143.5,8.5,355,-400
"85","louisianatech-utep",75.0182360022086,62.126026401049,-12.8922096011597,0.83694,0.16306,0.8172,0.1828,137.144262403258,0.58128,0.41872,0.487639,0.093641,0.329561,0.089159,0.497695,0.083585,0.339245,0.079475,132.5,-1,-113,103
"86","somiss-utsa",55.4121366662485,74.1561892950265,18.7440526287779,0.069083,0.930917,0.221615,0.778385,129.568325961275,0.143321,0.856679,0.032103,0.111218,0.189512,0.667167,0.012093,0.131228,0.05699,0.799689,147.5,9,400,-450
"87","drake-valparaiso",66.281749405549,66.6444787939231,0.362729388374089,0.486069,0.513931,0.530941,0.469059,132.926228199472,0.344051,0.655949,0.194741,0.14931,0.3362,0.319749,0.180925,0.163126,0.305144,0.350805,139,1.5,110,-120
"88","texasam-vanderbilt",63.9808933292711,76.8688945796741,12.888001250403,0.165081,0.834919,0.204966,0.795034,140.849787908945,0.782293,0.217707,0.161671,0.620622,0.043295,0.174412,0.131289,0.651004,0.033792,0.183915,126.5,2,120,-130
"89","rhodeisland-vcu",66.5222660387485,84.626398567826,18.1041325290775,0.077769,0.922231,0.227668,0.772332,151.148664606575,0.707552,0.292448,0.155357,0.552195,0.072311,0.220137,0.054441,0.653111,0.023328,0.26912,140.5,8.5,360,-405
"90","georgetown-villanova",69.6714018255495,82.3500723500667,12.6786705245172,0.185802,0.814198,0.371471,0.628529,152.021474175616,0.562212,0.437788,0.179614,0.382598,0.191857,0.245931,0.086691,0.475521,0.099111,0.338677,148,8,295,-325
"91","syracuse-virginia",61.130571216559,51.3314381338945,-9.79913308266452,0.804221,0.195779,0.931386,0.068614,112.462009350453,0.407266,0.592734,0.383294,0.023972,0.548092,0.044642,0.342004,0.065262,0.462217,0.130517,115,7,305,-335
"92","ncst-virginiatech",70.6999972700334,75.8135864340267,5.11358916399331,0.360314,0.639686,0.414415,0.585585,146.51358370406,0.550434,0.449566,0.205241,0.345193,0.209174,0.240392,0.17756,0.372874,0.182754,0.266812,143,2,120,-130
"93","texastech-westvirginia",69.3411895816795,63.995164092964,-5.34602548871544,0.673107,0.326893,0.771671,0.228329,133.336353674644,0.606832,0.393168,0.476675,0.130157,0.294996,0.098172,0.421559,0.185273,0.251548,0.14162,128,3.5,155,-165
"94","mercer-westerncarolina",58.8639378121031,89.6910763261596,30.8271385140564,0.020283,0.979717,0.064025,0.935975,148.555014138263,0.377909,0.622091,0.016293,0.361616,0.047732,0.574359,0.005231,0.372678,0.015052,0.607039,153.5,8,328,-365
"95","denver-westernillinois",56.5873073146915,78.8685117593442,22.2812044446527,0.051047,0.948953,0.090404,0.909596,135.455819074036,0.167131,0.832869,0.012476,0.154655,0.077928,0.754941,0.007516,0.159615,0.043531,0.789338,152.5,4,160,-170
"96","citadel-wofford",67.5729088455373,77.7810157049928,10.2081068594555,0.262199,0.737801,0.618216,0.381784,145.35392455053,0.341886,0.658114,0.200175,0.141711,0.418041,0.240073,0.092287,0.249599,0.169912,0.488202,152.5,15,1100,-1400
"97","unlv-wyoming",56.295073500468,50.7230571130628,-5.57201638740524,0.687074,0.312926,0.45124,0.54876,107.018130613531,0.134114,0.865886,0.059793,0.074321,0.391447,0.474439,0.087032,0.047082,0.600042,0.265844,123.5,-7,-295,265
"98","creighton-xavier",68.2435841750683,69.395801087626,1.15221691255776,0.464348,0.535652,0.584353,0.415647,137.639385262694,0.360696,0.639304,0.224007,0.136689,0.360346,0.278958,0.184093,0.176603,0.280255,0.359049,143,4,167,-178
"99","detroit-youngstownst",57.5284496352468,70.3626177920111,12.8341681567643,0.158232,0.841768,0.308022,0.691978,127.891067427258,0.180229,0.819771,0.067596,0.112633,0.240426,0.579345,0.040673,0.139556,0.117559,0.702212,143,6.5,245,-265
"100","detroit-youngstownst",57.5284496352468,70.3626177920111,12.8341681567643,0.158232,0.841768,0.308022,0.691978,127.891067427258,0.180229,0.819771,0.067596,0.112633,0.240426,0.579345,0.040673,0.139556,0.117559,0.702212,143,6.5,245,-265
