"","Game","Team1Score","Team2Score","Margin","Team1Win","Team2Win","Team1Cover","Team2Cover","Total","Over","Under","OverTeam1Cover","OverTeam2Cover","UnderTeam1Cover","UnderTeam2Cover","OverTeam1Win","OverTeam2Win","UnderTeam1Win","UnderTeam2Win","GameTotal","GameSpread","Team1WinPayout","Team2WinPayout"
"11","iona-monmouth",68.3080046874091,71.4040601023483,3.09605541493919,0.410759,0.589241,0.438655,0.561345,139.712064789757,0.385802,0.614198,0.178706,0.207096,0.259949,0.354249,0.16884,0.216962,0.241919,0.372279,144,1,-105,-105
"12","manhattan-niagara",52.4726111906831,66.8089948989895,14.3363837083064,0.124663,0.875337,0.150988,0.849012,119.281606089673,0.26949,0.73051,0.042566,0.226924,0.108422,0.622088,0.0358,0.23369,0.088863,0.641647,128.5,1.5,108,-118
"13","ipfw-northdakota",76.4241936742684,71.0581125666198,-5.36608110764858,0.6377,0.3623,0.745275,0.254725,147.482306240888,0.55889,0.44111,0.425837,0.133053,0.319438,0.121672,0.371032,0.187858,0.266668,0.174442,143.5,4.5,170,-185
"14","northernkentucky-oakland",54.1140384118836,57.8121488346045,3.69811042272089,0.369435,0.630565,0.436783,0.563217,111.926187246488,0.119006,0.880994,0.063571,0.055435,0.373212,0.507782,0.056629,0.062377,0.312806,0.568188,130,2,115,-125
"15","richmond-rhodeisland",72.8375069726155,77.1098990163495,4.27239204373399,0.374393,0.625607,0.445729,0.554271,149.947405988965,0.58162,0.41838,0.284041,0.297579,0.161688,0.256692,0.243266,0.338354,0.131127,0.287253,145,2.5,130,-140
"16","siena-rider",71.4957684352226,73.8737936725812,2.37802523735861,0.427189,0.572811,0.581164,0.418836,145.369562107804,0.397422,0.602578,0.233499,0.163923,0.347665,0.254913,0.176967,0.220455,0.250222,0.352356,149,5,185,-200
"17","dayton-stjoes",83.9629702030419,62.7096216567395,-21.2533485463024,0.920049,0.079951,0.618783,0.381217,146.672591859781,0.3463,0.6537,0.235485,0.110815,0.383298,0.270402,0.322828,0.023472,0.597221,0.056479,153.5,-16.5,-1650,1300
"18","massachusetts-stlouis",66.3723405069815,70.5547585983498,4.18241809136826,0.369773,0.630227,0.670936,0.329064,136.927099105331,0.417941,0.582059,0.289453,0.128488,0.381483,0.200576,0.174192,0.243749,0.195581,0.386478,139.5,10,500,-600
"19","marist-stpeters",47.5352886326837,57.9653143881,10.4300257554163,0.178924,0.821076,0.401795,0.598205,105.500603020784,0.181402,0.818598,0.063791,0.117611,0.338004,0.480594,0.030765,0.150637,0.148159,0.670439,118.5,7.5,280,-310
"20","denver-southdakota",48.007226467609,72.8628940763027,24.8556676086937,0.018892,0.981108,0.151649,0.848351,120.870120543912,0.092375,0.907625,0.010296,0.082079,0.141353,0.766272,0.001497,0.090878,0.017395,0.89023,142.5,12.5,660,-840
"21","usc-washington",84.7814560733584,78.3550101019142,-6.42644597144422,0.674741,0.325259,0.780538,0.219462,163.136466175273,0.840078,0.159922,0.661021,0.179057,0.119517,0.040405,0.575143,0.264935,0.099598,0.060324,143.5,4.5,170,-185
"22","illinoischicago-uwmilwaukee",58.1991129357608,77.1419052434086,18.9427923076479,0.08003,0.91997,0.124836,0.875164,135.341018179169,0.363019,0.636981,0.051934,0.311085,0.072902,0.564079,0.035209,0.32781,0.044821,0.59216,140.5,3.5,155,-165
"23","stjohns-xavier",67.9703647216346,74.2709034918354,6.30053877020079,0.311547,0.688453,0.541952,0.458048,142.24126821347,0.460527,0.539473,0.245795,0.214732,0.296157,0.243316,0.146104,0.314423,0.165443,0.37403,143,7.5,305,-335
"24","stjohns-xavier",67.9703647216346,74.2709034918354,6.30053877020079,0.311547,0.688453,0.541952,0.458048,142.24126821347,0.460527,0.539473,0.245795,0.214732,0.296157,0.243316,0.146104,0.314423,0.165443,0.37403,143,7.5,305,-335
