Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
61,BYU,30,55,5,14,16,25,3,40,20,17,4,8,19,81
62,texasarlington,22,59,4,15,14,24,15,53,17,22,10,5,25,62
62,calstbakersfield,17,64,5,28,21,30,14,41,7,15,10,8,22,60
63,prairieviewam,24,60,5,21,26,34,16,34,12,17,7,2,22,79
63,texastech,30,59,7,23,22,28,13,37,10,17,11,5,26,89
64,pepperdine,25,57,9,26,16,26,17,41,17,23,6,3,20,75
64,calstnorthridge,25,58,6,16,25,27,11,32,10,16,11,4,21,81
65,coppinst,20,57,9,26,24,33,9,27,8,14,8,0,21,73
65,USC,29,61,8,21,21,28,16,44,15,17,4,7,26,87
66,umes,26,70,5,28,7,15,11,31,14,12,9,2,21,64
66,hawaii,27,52,4,15,18,25,9,43,19,21,3,1,15,76
67,floridaAM,28,71,8,26,12,21,16,36,11,12,12,4,23,76
67,houston,26,61,8,19,21,26,19,52,12,20,7,6,18,81
68,utahvalleyst,21,54,5,17,7,10,6,33,9,18,5,1,13,54
68,iupui,26,59,8,23,7,8,7,36,14,14,5,2,12,67
69,morganst,25,53,2,6,19,32,20,52,15,24,6,6,17,71
69,UTSA,18,55,11,29,12,26,10,26,13,16,11,0,23,59
70,hofstra,19,65,4,19,20,30,20,45,10,23,6,5,14,62
70,monmouth,36,72,7,17,12,13,11,40,25,14,17,2,25,91
71,calpoly,19,54,4,15,4,6,12,34,10,12,5,1,18,46
71,TCU,18,43,4,10,13,20,7,31,9,11,6,5,6,53
72,robertmorris,13,51,4,20,24,32,13,32,7,17,7,3,24,54
72,rider,27,53,8,17,17,20,8,37,13,16,8,5,26,79
73,vermont,17,52,3,13,17,24,13,39,7,15,9,4,17,54
73,siena,18,49,6,18,11,24,11,36,9,17,6,5,23,53
74,boston,24,61,5,22,11,13,10,39,8,13,6,2,20,64
74,northeastern,21,47,3,15,20,29,4,29,13,11,8,4,15,65
75,ncgreensboro,26,60,8,20,13,23,11,40,13,17,6,1,17,73
75,highpoint,30,68,5,18,16,22,14,41,17,13,9,4,20,81
76,westerncarolina,21,66,7,25,12,23,20,40,11,16,9,7,25,61
76,ncasheville,24,52,0,7,23,32,16,47,13,21,9,8,16,71
77,norfolkst,25,56,5,13,12,18,15,42,9,13,4,6,25,67
77,rhodeisland,15,53,6,20,19,30,18,39,6,8,8,5,19,55
78,stpeters,22,48,5,16,7,14,3,22,14,9,8,0,21,56
78,rutgers,19,53,2,13,12,18,16,43,10,18,3,1,15,52
79,binghamton,16,45,2,11,11,16,5,21,7,16,5,0,14,45
79,loyolamd,28,54,5,17,10,14,11,35,13,11,9,5,16,71
80,hampton,19,60,2,16,11,16,13,38,3,12,5,2,18,51
80,williammary,22,47,9,21,16,26,5,36,20,13,7,4,10,69
81,fordham,29,66,4,13,14,24,11,42,7,23,12,3,24,76
81,texasst,27,64,7,19,25,35,12,44,17,18,7,5,19,86
82,toledo,20,57,4,17,6,10,10,30,5,11,6,1,16,50
82,loyolachicago,21,54,6,20,14,15,13,43,13,15,5,2,13,62
83,northernillinois,21,50,5,16,17,30,12,35,10,24,9,0,23,64
83,nebraskaomaha,24,51,6,17,23,31,7,28,10,18,11,0,27,77
84,samford,27,70,2,24,8,12,14,35,11,7,9,0,18,64
84,austinpeay,28,52,9,20,10,17,7,38,12,13,4,3,15,75
85,tennesseemartin,21,51,5,15,21,24,4,33,11,16,3,1,27,68
85,arkansaslittlerock,28,61,6,17,22,30,11,39,16,14,9,4,20,84
86,stfrancisny,29,58,5,18,13,24,17,41,9,14,5,2,17,76
86,lafayette,25,56,8,23,7,11,10,28,16,16,2,4,21,65
87,ucriverside,21,51,5,17,12,24,11,35,8,24,9,0,10,59
87,depaul,36,73,11,21,8,9,13,39,17,13,13,2,21,91
88,easternillinois,17,49,7,23,12,16,8,25,8,15,5,0,18,53
88,bradley,30,52,3,12,13,17,7,35,16,11,7,1,14,76
89,sanjosest,29,56,3,11,7,17,10,34,11,20,13,3,23,68
89,neworleans,27,54,1,7,17,24,5,27,15,18,8,3,17,72
90,stonybrook,20,56,6,20,14,19,11,40,10,16,6,5,17,60
90,marist,23,64,7,21,4,7,14,42,14,14,7,3,19,57
91,houstonbaptist,25,65,5,18,17,25,18,45,12,16,8,0,24,72
91,arkansaspinebluff,26,61,4,16,12,25,14,39,13,14,9,3,20,68
92,wrightst,27,59,9,25,17,19,8,26,12,6,6,0,21,80
92,idaho,23,43,5,16,19,29,6,32,10,13,3,2,18,70
93,SIUEdwardsville,23,69,11,26,12,18,15,40,11,8,5,1,19,69
93,missouri,32,68,7,16,12,19,16,50,20,12,7,3,17,83
94,evansville,19,61,5,21,6,7,7,34,12,8,6,1,22,49
94,notredame,18,45,4,17,18,30,8,44,14,13,3,9,11,58
95,portland,17,49,4,14,14,24,13,38,13,23,3,3,20,52
95,ohio,29,58,8,17,15,20,9,34,15,12,12,5,21,81
96,westernmichigan,17,56,3,14,18,25,10,34,4,16,8,3,14,55
96,cornell,23,57,8,25,9,14,11,40,17,16,8,13,19,63
97,elon,21,53,7,22,10,15,4,20,12,9,5,4,12,59
97,butler,29,58,9,24,7,11,12,39,16,14,6,2,19,74
98,arkansasst,22,56,6,22,11,16,14,30,14,15,3,5,13,61
98,dayton,28,53,8,16,10,14,12,33,20,14,5,3,18,74
99,nichollsst,25,58,7,21,8,11,7,30,11,12,2,3,18,65
99,vanderbilt,28,57,12,26,12,18,8,35,17,10,4,2,14,80
100,UTSA,22,57,5,17,11,18,14,40,10,10,7,3,16,60
100,holycross,18,53,8,25,12,18,13,37,8,12,7,4,17,56
101,ucf,26,52,5,12,17,31,16,45,12,16,5,4,14,74
101,southflorida,20,55,5,14,11,17,9,26,8,11,7,2,23,56
102,morganst,25,58,6,20,5,17,14,36,15,15,5,4,20,61
102,olddominion,25,54,5,16,17,28,11,38,14,10,9,3,17,72
103,easternwashington,25,72,15,39,4,12,15,34,10,14,7,4,26,69
103,washingtonst,29,53,4,13,26,40,10,47,13,15,7,6,17,88
104,northernarizona,29,70,10,29,5,10,13,36,16,16,7,2,24,73
104,oregon,28,58,5,15,22,32,12,43,12,19,8,3,11,83
105,centralarkansas,26,70,4,17,8,14,20,46,16,19,8,2,20,64
105,arizonast,30,69,6,22,13,25,20,47,16,16,11,11,12,79
106,nccentral,21,56,5,17,10,16,10,30,12,12,6,5,19,57
106,wichitast,25,56,6,19,15,22,16,45,18,12,3,7,14,71
107,westernkentucky,21,64,6,26,16,30,17,46,9,25,6,3,25,64
107,somiss,22,60,2,14,21,30,13,46,12,26,15,6,28,67
108,idahost,19,48,6,22,4,7,9,23,11,12,10,3,11,48
108,utahst,22,47,6,14,6,10,14,36,15,17,7,5,13,56
109,nevada,19,55,2,16,24,33,11,37,6,11,4,4,23,64
109,ucirvine,26,66,3,15,23,36,21,51,13,8,5,9,21,78
110,princeton,19,55,6,23,13,16,13,33,17,10,8,6,19,57
110,buffalo,15,43,5,11,18,22,11,37,8,18,4,7,19,53
111,ETSU,24,62,3,16,11,25,14,39,12,12,5,1,18,62
111,virginiatech,27,58,10,25,16,24,8,37,19,10,5,1,20,80
112,njit,22,60,7,17,12,14,12,41,13,13,5,4,18,63
112,providence,20,62,3,21,21,27,17,43,10,11,5,6,13,64
113,airforce,25,50,6,16,20,26,8,35,10,12,10,4,13,76
113,army,23,63,10,34,9,10,13,33,12,13,1,3,21,65
114,chicagost,23,63,7,26,14,15,9,31,9,27,19,4,36,67
114,UWGreenBay,15,48,1,17,41,48,14,45,6,30,14,5,18,72
115,delaware,28,62,1,8,9,12,13,40,6,10,5,8,17,66
115,lasalle,23,63,4,14,23,25,15,39,10,7,7,4,13,73
116,quinnipiac,25,56,2,9,13,23,10,43,9,15,2,6,24,65
116,hartford,21,53,4,15,15,25,7,35,9,10,8,1,25,61
117,youngstownst,25,57,6,15,24,36,12,43,12,12,8,5,26,80
117,georgewashington,23,57,3,11,24,38,12,38,9,14,3,3,24,73
118,vmi,27,68,14,37,8,10,14,33,17,18,7,2,24,76
118,citadel,27,54,7,19,23,28,11,39,18,18,11,0,10,84
119,sacredheart,30,59,5,13,20,29,16,41,10,18,6,4,25,85
119,yale,27,58,8,24,20,31,12,29,18,13,10,1,23,82
120,maine,19,53,2,13,14,20,15,36,7,17,9,2,22,54
120,dartmouth,22,49,5,19,18,22,9,34,8,13,11,5,20,67
121,columbia,26,53,8,19,8,13,10,37,13,12,7,5,23,68
121,furman,16,52,1,17,14,20,14,33,7,14,3,4,16,47
122,fairfiield,24,55,7,18,9,12,10,42,16,19,4,5,16,64
122,centralconnecticutst,22,59,7,16,12,14,6,29,9,12,11,4,13,63
123,manhattan,15,42,3,10,18,26,11,36,5,27,4,2,21,51
123,louisville,28,62,8,30,15,20,13,33,19,12,16,3,21,79
124,albany,16,45,6,22,22,30,11,32,6,16,4,0,18,60
124,ohiost,32,56,12,20,6,13,9,32,18,11,5,4,20,82
125,syracuse,25,56,1,4,11,19,10,45,9,18,12,10,23,62
125,SDSU,17,63,1,18,14,33,20,44,9,16,14,2,15,49
126,alabamast,12,56,4,20,7,10,10,30,8,19,8,2,21,35
126,florida,28,59,8,24,20,30,15,50,18,12,10,4,8,84
127,floridaatlantic,17,61,9,29,13,21,13,36,11,17,5,4,20,56
127,unc,31,71,6,15,12,27,24,56,23,17,7,5,19,80
128,charlestonsouthern,22,50,10,28,19,29,11,34,14,15,5,1,17,73
128,arizona,27,60,11,32,17,22,11,31,25,8,6,7,21,82
129,jacksonst,20,57,4,13,3,8,14,28,9,18,8,2,16,47
129,baylor,31,61,3,16,13,16,16,44,15,14,13,9,15,78
130,SELA,19,54,5,14,4,6,6,22,4,9,3,3,21,47
130,wisconsin,32,61,8,21,15,23,19,49,14,8,4,7,6,87
131,tennesseemartin,19,67,6,22,13,20,9,31,6,10,13,2,22,57
131,cincinnati,28,59,9,21,15,27,15,54,19,19,6,10,16,80
132,colgate,21,54,9,28,12,18,13,39,15,18,5,4,17,63
132,marquette,31,65,6,13,16,24,14,37,23,8,12,2,15,84
133,duquesne,21,59,4,24,9,12,8,34,11,16,5,1,19,55
133,georgetown,21,51,6,16,13,22,9,38,12,17,7,1,13,61
134,marshall,24,53,12,27,8,15,3,23,16,16,9,2,26,68
134,villanova,23,46,9,22,25,37,9,37,14,17,8,1,13,80
135,hofstra,19,55,3,11,13,23,10,22,9,17,12,7,10,54
135,purdue,33,64,7,18,10,13,20,50,21,20,8,4,20,83
136,floridainternational,23,59,9,24,15,19,5,28,13,14,5,1,29,70
136,bostoncollege,26,58,2,17,30,39,15,46,14,17,7,4,18,84
137,UTSA,27,54,12,26,13,18,9,34,14,18,2,1,23,79
137,olddominion,23,65,5,17,19,26,21,43,11,14,7,3,20,70
138,grambling,18,46,9,18,6,9,7,28,12,20,2,1,23,51
138,ballst,25,54,7,22,21,33,16,38,17,9,12,3,13,78
139,ncasheville,20,58,2,17,17,23,13,39,8,22,13,8,19,59
139,Ncwilmington,23,59,6,17,15,21,12,39,15,21,14,5,21,67
140,UWMilwaukee,26,67,14,33,9,19,15,33,17,15,7,3,24,75
140,southcarolina,28,63,0,11,26,31,17,45,11,17,5,7,16,82
141,louisianamonroe,19,55,3,16,10,18,8,30,9,14,9,0,16,51
141,oklahoma,32,68,9,23,12,16,16,49,20,12,7,7,12,85
142,holycross,23,52,6,17,22,24,12,36,11,17,3,5,24,74
142,morganst,26,55,6,13,15,25,13,30,18,14,7,7,17,73
143,oakland,26,57,6,17,21,26,13,33,9,20,6,0,22,79
143,louisianalafayette,34,59,8,20,14,20,10,32,17,14,12,5,21,90
144,southern,19,48,7,17,10,17,6,26,8,12,1,0,17,55
144,nebraska,28,54,3,10,7,10,8,34,6,12,2,1,17,66
145,loyolamd,23,63,4,16,13,24,19,34,6,12,3,5,22,63
145,washington,27,50,9,17,22,30,9,38,12,12,4,8,19,85
146,NMSU,21,58,1,11,19,32,17,46,5,14,5,3,17,62
146,oregonst,25,59,4,12,17,21,7,33,14,10,10,7,23,71
147,calstbakersfield,27,78,4,14,7,9,19,38,8,12,11,0,25,65
147,cal,29,55,5,12,15,23,13,46,15,18,3,6,10,78
148,arkansaspinebluff,17,65,4,22,16,23,16,38,8,12,8,4,15,54
148,hawaii,28,57,11,24,14,20,10,45,19,17,6,2,17,81
149,ucriverside,19,54,4,17,10,16,14,40,12,11,2,0,12,52
149,illinoischicago,19,49,8,23,13,15,6,29,14,9,5,6,12,59
150,siena,18,55,3,25,15,22,16,48,6,14,6,4,16,54
150,navy,20,61,4,20,5,10,12,39,11,9,7,3,20,49
151,brown,21,52,10,25,6,9,8,41,13,12,6,3,14,58
151,binghamton,15,49,9,27,10,14,4,30,9,10,5,0,13,49
152,army,29,58,6,24,16,22,13,42,7,16,3,4,14,80
152,vmi,29,72,9,28,7,15,15,39,15,13,9,3,17,74
153,easternmichigan,20,48,5,12,9,12,6,29,10,18,4,4,22,54
153,jacksonvillest,20,52,3,19,18,28,16,36,14,11,13,2,14,61
154,texassouthern,21,57,9,30,12,18,7,26,11,14,8,2,17,63
154,boisest,31,59,6,16,13,16,10,42,16,16,8,3,19,81
155,airforce,24,49,15,34,14,17,5,17,14,8,8,2,15,77
155,citadel,25,44,8,20,12,16,9,30,14,16,4,1,17,70
156,loyolamarymount,15,46,7,24,21,29,9,31,7,14,5,4,22,58
156,someth,22,56,4,9,25,30,14,38,9,10,5,2,17,73
157,umes,20,51,4,12,11,16,11,26,10,21,10,7,12,55
157,houstonbaptist,30,52,6,11,4,12,8,31,19,19,12,0,15,70
158,montanast,24,66,5,23,19,34,14,42,6,28,13,0,27,72
158,seattle,31,70,8,25,17,31,17,51,19,25,17,2,27,87
159,northdakotast,23,56,8,20,7,9,7,29,14,16,7,4,21,61
159,indiana,28,58,9,24,22,30,13,41,16,10,8,4,15,87
160,iupui,22,63,8,23,2,4,5,23,12,9,5,0,13,54
160,michigan,33,55,13,21,12,16,6,42,18,13,3,1,10,91
161,northflorida,22,56,11,28,9,14,9,31,13,16,5,4,20,66
161,memphis,29,69,6,19,17,23,20,47,16,9,10,4,12,81
162,northernarizona,15,60,5,21,19,24,9,29,9,18,6,0,19,54
162,unlv,33,66,9,27,17,21,13,51,24,17,11,8,22,92
163,westvirginia,15,55,3,26,17,25,18,36,8,20,10,4,28,50
163,gonzaga,26,50,9,16,23,36,11,38,17,12,7,1,24,84
164,monmouth,21,54,2,11,13,19,9,24,13,18,8,0,23,57
164,notredame,31,58,6,21,16,26,14,42,24,16,7,4,18,84
165,toledo,19,61,3,19,15,23,12,27,13,13,10,4,22,56
165,minnesota,28,57,5,14,21,30,20,51,18,19,12,9,24,82
166,fordham,15,41,6,15,15,16,6,24,11,19,3,5,19,51
166,pittsburgh,34,64,7,17,11,17,16,36,24,6,11,2,15,86
167,yale,13,52,6,25,3,7,11,34,8,18,6,2,20,35
167,stjoes,21,49,3,14,16,30,12,41,11,11,9,5,10,61
168,coppinst,14,57,5,32,13,17,9,25,6,17,18,1,23,46
168,texas,23,49,7,20,16,29,16,50,14,26,3,6,17,69
169,lamar,21,47,5,9,8,13,11,37,13,26,5,4,17,55
169,kansasst,29,72,11,26,10,19,21,40,20,10,11,8,17,79
170,buffalo,27,54,6,17,8,14,14,28,18,25,3,1,22,68
170,floridast,34,57,10,18,17,24,10,27,17,17,12,5,19,95
171,calstfullerton,23,53,9,22,13,17,5,30,12,25,5,1,25,68
171,stanford,29,64,2,13,21,27,14,37,11,15,8,1,20,81
172,moreheadst,19,60,1,14,6,8,15,32,4,20,7,5,26,45
172,maryland,23,47,4,12,17,29,15,40,14,20,6,6,11,67
173,bowlinggreen,28,62,3,16,14,20,10,38,16,16,3,7,19,73
173,clevelandst,27,70,9,20,16,22,17,45,14,11,8,2,19,79
174,youngstownst,22,53,6,19,18,22,10,42,10,17,6,7,22,68
174,georgia,17,53,6,16,16,21,7,31,7,15,6,1,23,56
175,norfolkst,18,56,5,18,24,29,14,31,5,15,8,2,24,65
175,setonhall,27,58,8,20,16,27,17,44,12,17,7,3,21,78
176,fairfiield,17,47,7,21,4,6,10,30,9,13,5,5,16,45
176,virginia,19,47,2,8,14,19,11,32,14,9,5,4,8,54
177,longisland,27,66,9,21,31,38,14,41,15,10,6,6,21,94
177,lafayette,34,64,8,16,22,28,8,36,20,11,4,4,26,98
178,presbyterian,16,53,5,17,7,9,10,30,9,12,4,1,11,44
178,clemson,30,56,7,18,10,14,9,37,18,6,7,10,10,77
179,centralmichigan,19,48,7,18,16,21,9,32,11,19,7,4,21,61
179,iowa,26,58,7,19,14,23,17,40,16,15,7,5,16,73
180,troy,24,55,13,32,4,4,8,21,17,10,1,1,15,65
180,texasAM,29,55,7,19,18,20,15,36,21,8,5,3,8,83
181,stfrancisny,24,53,7,17,9,14,9,30,13,17,3,0,16,64
181,illinois,32,65,11,25,14,22,14,35,17,8,9,7,14,89
182,alabamaAM,14,52,2,17,10,19,9,23,4,18,7,5,16,40
182,iowast,40,65,11,20,7,13,13,46,22,14,11,5,17,98
183,UCSB,26,63,8,22,12,16,10,28,16,12,7,5,14,72
183,illinoisst,41,66,10,20,8,10,8,37,21,11,4,4,16,100
184,southernillinois,28,55,1,8,15,18,14,43,14,28,13,2,25,72
184,neworleans,17,48,1,12,20,33,11,25,8,27,9,3,18,55
185,robertmorris,21,62,4,22,14,18,18,43,12,21,5,6,19,60
185,lehigh,31,60,11,24,16,23,10,37,19,11,8,5,20,89
186,pennsylvania,22,52,7,18,18,29,6,24,12,18,10,4,31,69
186,delaware,26,57,4,11,28,38,15,47,10,18,9,3,24,84
187,portlandst,24,53,4,11,17,19,5,24,6,15,5,0,19,69
187,oregon,27,55,9,19,17,24,11,35,16,17,9,5,22,80
188,rhodeisland,20,59,1,21,9,16,13,37,4,17,3,2,18,50
188,virginiatech,26,57,7,21,10,17,10,42,14,12,5,9,15,69
189,bryant,16,52,5,26,12,18,12,28,11,15,7,0,19,49
189,providence,31,54,8,15,11,18,13,42,21,15,8,6,16,81
190,boston,28,57,12,25,7,9,9,31,18,13,5,3,26,75
190,canisius,30,56,9,17,14,26,12,34,13,10,7,5,13,83
191,centralconnecticutst,21,55,4,18,15,19,8,27,12,17,7,6,19,61
191,stpeters,27,56,4,7,6,15,14,39,16,19,6,1,16,64
192,american,21,40,6,11,13,16,6,27,10,20,5,2,15,61
192,quinnipiac,23,53,6,17,3,9,10,28,17,14,10,3,16,55
193,utahvalleyst,22,51,5,22,15,18,10,37,15,11,6,1,18,64
193,ncat,16,45,4,15,19,23,6,28,7,14,7,2,19,55
194,northwesternst,28,63,2,17,13,24,19,42,18,16,5,4,18,71
194,campbell,25,58,5,19,12,21,14,36,14,15,5,4,20,67
195,williammary,21,44,4,15,25,36,6,33,11,11,9,4,15,71
195,liberty,23,58,6,18,7,13,11,34,13,17,2,4,26,59
196,sacredheart,24,66,5,18,9,13,18,38,14,13,3,3,18,62
196,rutgers,37,68,3,14,11,20,16,40,20,7,8,10,14,88
197,kennesawst,25,63,5,19,12,18,13,31,11,10,6,2,21,67
197,southcarolinast,24,53,5,14,12,21,15,39,12,19,4,3,15,65
198,riogrande,21,55,9,20,10,16,13,37,17,18,3,6,20,61
198,bradley,27,56,5,12,19,27,11,35,22,9,13,1,18,78
