Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
1,bethunecookman,15,56,3,13,4,9,8,31,10,23,13,1,24,37
1,syracuse,21,44,6,16,20,31,10,43,15,23,13,6,17,68
2,cornell,24,54,6,16,21,24,10,46,15,12,5,2,17,75
2,stfrancispa,19,59,5,20,11,17,6,30,11,12,5,4,18,54
3,cornell,19,53,11,23,13,20,11,37,14,19,4,1,22,62
3,syracuse,23,57,1,19,20,30,17,44,12,13,13,9,15,67
4,stpeters,20,63,8,18,3,8,15,38,10,17,4,0,20,51
4,florida,29,54,9,21,13,21,9,40,19,11,9,6,14,80
5,oakland,27,62,11,25,8,14,16,34,13,18,11,7,15,73
5,albany,35,62,13,19,7,8,7,32,21,19,6,3,13,90
6,bethunecookman,22,59,8,17,11,14,4,37,12,9,10,0,18,63
6,stfrancispa,18,66,4,26,12,19,19,55,11,17,3,4,16,52
7,MVSU,23,61,9,24,9,16,7,33,16,9,5,2,22,64
7,wakeforest,29,44,5,7,15,25,5,41,16,19,2,5,14,78
8,sanjosest,24,70,1,10,5,7,14,38,7,11,7,1,18,54
8,texastech,30,57,9,16,19,26,9,43,18,12,1,3,14,88
9,albany,23,47,9,22,9,14,5,25,12,19,6,0,23,64
9,florida,30,51,10,21,13,24,10,29,23,12,9,2,18,83
10,bowlinggreen,19,52,4,13,8,17,11,34,9,17,4,1,32,50
10,westerncarolina,13,45,3,20,27,42,13,41,8,19,6,3,20,56
11,radford,16,52,3,20,15,24,14,47,3,23,5,5,22,50
11,virginiatech,29,48,5,12,17,26,6,39,19,16,11,6,23,80
12,stpeters,26,65,9,27,8,11,10,58,16,17,12,4,16,69
12,oakland,26,60,4,13,16,25,18,88,10,21,10,0,13,72
13,ucirvine,18,56,2,18,18,25,10,31,7,15,7,1,14,56
13,georgemason,31,57,10,20,7,15,9,42,15,14,9,5,23,79
14,georgiasouthern,31,62,7,16,20,29,15,43,17,18,7,4,26,89
14,portland,25,63,4,8,21,27,10,36,10,14,10,2,24,75
15,georgemason,29,68,8,28,12,21,9,42,15,11,9,0,23,78
15,wakeforest,28,47,5,12,22,34,8,48,15,20,4,4,17,83
16,georgiasouthern,25,64,6,21,5,9,10,38,15,14,10,2,17,61
16,texastech,29,53,2,9,14,18,7,47,19,19,3,1,14,74
17,MVSU,17,54,5,20,1,3,12,46,9,18,4,1,17,40
17,ucirvine,37,58,12,19,8,14,14,80,29,10,10,5,15,94
18,sanjosest,28,56,1,6,25,31,10,41,12,12,10,5,22,82
18,portland,19,54,5,12,10,19,11,29,9,18,7,1,18,53
19,louisianamonroe,24,53,10,21,11,17,9,34,12,17,5,0,18,69
19,westvirginia,33,65,10,31,12,17,12,35,21,8,9,1,13,88
20,bowlinggreen,24,53,6,14,18,22,0,0,0,0,0,0,28,72
20,virginiatech,22,48,4,12,23,35,0,0,0,0,0,0,17,71
21,fairleighdickinson,21,56,4,13,16,22,11,44,10,18,5,5,21,62
21,wofford,25,58,10,22,13,23,9,36,12,10,5,2,18,73
22,radford,22,48,2,14,23,26,8,28,10,13,12,4,17,69
22,westerncarolina,18,51,7,23,13,14,12,31,9,21,8,1,23,56
23,southdakotast,24,65,5,18,1,2,13,40,17,22,2,2,18,54
23,kentucky,26,67,9,25,10,18,16,45,18,18,9,6,11,71
24,wofford,18,52,2,21,3,4,7,39,3,20,7,3,16,41
24,westvirginia,22,59,9,27,8,11,8,35,17,10,11,3,10,61
25,morganst,21,62,1,8,8,11,10,31,9,36,7,5,25,51
25,washington,44,77,6,19,24,35,21,50,32,20,23,8,17,118
26,charlotte,29,56,7,18,17,24,11,50,18,21,5,3,20,82
26,coppinst,23,67,5,21,14,23,11,30,6,10,8,2,23,65
27,miamifl,23,43,7,13,23,26,0,0,0,0,0,0,19,76
27,texasarlington,24,62,8,16,9,15,10,23,15,13,8,2,24,65
28,northwestern,20,49,8,21,13,18,4,24,14,11,12,2,16,61
28,lehigh,19,46,9,23,12,17,10,37,9,19,7,4,17,59
29,airforce,23,48,8,17,8,10,3,23,14,12,9,4,17,62
29,northernarizona,19,51,2,6,9,11,10,38,7,20,3,3,16,49
30,radford,27,49,5,13,22,35,7,31,16,17,11,8,22,81
30,bowlinggreen,23,60,6,14,11,16,14,36,14,21,5,2,27,63
31,Ncwilmington,27,49,7,18,14,16,9,32,19,15,8,0,22,75
31,butler,22,46,6,21,9,16,3,20,10,15,5,1,16,59
32,UWGreenBay,28,54,12,18,3,10,9,36,20,17,10,1,22,71
32,ncgreensboro,15,48,5,19,13,20,9,28,9,17,4,0,15,48
33,westerncarolina,14,38,4,15,8,17,4,27,6,17,6,3,24,40
33,virginiatech,14,43,3,6,23,29,8,41,9,11,10,3,16,54
34,alabamast,19,55,5,23,11,20,10,62,11,15,3,3,26,54
34,wyoming,20,54,6,18,23,39,15,86,11,17,8,4,20,69
35,louisianamonroe,22,62,7,26,7,12,11,31,9,13,6,2,17,58
35,fairleighdickinson,26,58,7,14,15,22,15,46,13,13,7,5,15,74
36,lipscomb,31,60,2,6,8,13,10,28,13,12,9,6,21,72
36,northerncolorado,18,48,7,16,17,26,12,33,14,20,4,4,17,60
37,boston,22,38,8,11,2,4,0,0,0,0,0,0,23,47
37,duke,22,55,3,16,17,26,0,0,0,0,0,0,11,64
38,lipscomb,20,53,4,17,5,9,12,34,7,14,3,2,18,49
38,kentucky,24,48,7,15,12,19,7,30,13,9,5,3,19,67
39,umes,16,59,1,9,8,14,10,36,6,25,5,1,17,41
39,iowa,33,65,5,16,15,21,11,47,25,16,17,8,14,86
40,UWGreenBay,19,53,1,7,15,23,12,32,7,23,6,1,16,54
40,washington,36,65,8,17,7,10,8,33,27,13,11,1,19,87
41,miamifl,21,50,7,18,4,9,11,29,8,11,5,0,14,53
41,airforce,22,47,8,25,5,7,8,28,16,13,4,1,16,57
42,texasarlington,20,37,7,14,21,25,1,28,11,27,8,5,25,68
42,northernarizona,20,54,4,13,15,24,9,28,13,22,6,7,25,59
43,alabamast,21,48,3,13,16,23,7,56,7,16,6,2,22,61
43,butler,24,53,7,24,15,24,5,56,12,10,10,1,21,70
44,colgate,22,43,3,8,8,12,3,30,10,18,8,1,17,55
44,utahvalleyst,18,51,4,14,2,5,9,30,8,20,4,2,19,42
45,southdakotast,16,48,4,9,25,34,12,34,10,24,7,4,17,61
45,northerncolorado,24,66,2,15,12,14,19,38,17,25,10,3,31,59
46,manhattan,17,65,7,24,11,21,17,42,8,12,5,5,24,52
46,setonhall,20,46,3,8,23,29,8,41,9,16,6,7,23,66
47,samhoustonst,28,60,9,21,15,20,12,51,13,20,9,7,21,80
47,missouri,29,63,6,13,13,21,12,46,13,18,10,1,21,77
48,drexel,16,43,4,13,18,25,19,46,7,13,5,4,8,54
48,princeton,15,46,10,30,1,3,2,17,12,7,8,0,18,41
49,Ncwilmington,23,66,3,19,13,18,7,37,10,8,7,2,32,62
49,wyoming,13,48,1,12,32,49,14,52,5,18,2,6,20,59
50,lehigh,16,43,6,17,27,33,7,41,7,22,3,4,18,65
50,coppinst,23,62,2,14,16,21,7,30,6,9,14,2,25,64
51,ncgreensboro,20,45,1,4,21,27,6,35,14,23,9,6,16,62
51,morganst,22,58,3,12,2,6,9,29,13,22,12,1,24,49
52,southern,24,67,4,17,4,7,14,66,13,22,4,0,18,56
52,texas,33,67,10,21,13,19,15,82,18,16,12,12,10,89
53,UWMilwaukee,12,54,2,14,26,34,8,39,6,19,4,2,24,52
53,memphis,27,61,6,21,19,26,9,47,17,14,12,11,25,79
54,miamioh,22,54,7,19,7,13,10,31,17,14,5,1,20,58
54,alabama,23,47,5,10,13,23,8,33,15,13,7,5,12,64
55,NMSU,24,50,8,18,14,24,7,29,8,19,3,0,20,70
55,ucla,33,60,3,14,14,19,10,33,21,12,9,2,22,83
56,colgate,21,50,5,16,4,9,9,29,16,18,6,1,16,51
56,iowa,28,57,7,18,10,15,13,36,18,14,8,4,11,73
57,airforce,25,51,9,21,15,16,5,17,18,18,11,0,25,74
57,washington,32,60,3,12,18,25,18,39,12,18,8,5,16,85
58,charlotte,26,85,6,30,20,39,28,61,8,14,9,1,29,78
58,wyoming,30,54,7,17,20,41,8,44,19,20,5,10,29,87
59,UWGreenBay,16,48,5,10,17,23,10,38,9,12,2,0,15,54
59,miamifl,30,57,8,19,12,17,10,44,14,8,9,5,17,80
60,Ncwilmington,19,44,5,19,13,20,7,29,11,9,6,0,21,56
60,northwestern,15,37,4,16,14,22,5,26,12,11,5,1,16,48
61,morganst,20,57,3,9,8,8,9,30,7,20,8,5,24,51
61,northernarizona,24,55,4,16,19,25,12,35,12,16,7,7,19,71
62,lehigh,16,40,3,13,6,10,8,32,5,19,0,3,20,41
62,butler,23,51,10,20,10,13,6,25,12,4,10,1,17,66
63,coppinst,23,64,1,6,20,26,10,64,10,18,14,1,23,67
63,alabamast,25,64,7,23,11,25,17,96,14,25,5,1,20,68
64,sacramentost,18,51,6,16,7,13,9,35,8,15,9,4,21,49
64,samford,18,53,6,25,10,14,12,36,7,15,9,3,11,52
65,umes,28,54,4,14,15,29,7,27,14,15,3,4,23,75
