Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
103,floridaatlantic,18,48,5,16,17,24,7,33,6,16,4,3,23,58
103,elon,22,52,3,12,17,22,5,29,4,11,7,1,23,64
104,southdakotast,24,60,5,18,14,29,13,46,12,14,3,4,23,67
104,buffalo,22,68,1,9,24,30,16,48,8,8,8,7,25,69
105,jacksonville,21,63,7,19,12,23,12,34,9,11,4,3,15,61
105,hofstra,37,67,9,25,11,15,11,44,24,8,7,10,16,94
106,prairieviewam,19,58,6,18,10,18,7,25,11,9,11,0,29,54
106,TCU,23,51,3,15,22,39,17,50,15,16,5,10,17,71
107,stpeters,22,61,6,26,8,12,16,32,6,13,8,1,27,58
107,brown,20,41,6,13,24,30,8,33,8,15,5,3,17,70
108,hartford,20,51,7,25,6,8,6,24,13,19,5,4,16,53
108,sacredheart,30,51,1,8,10,18,9,35,18,18,9,3,16,71
109,loyolamarymount,28,53,6,14,14,18,12,41,13,14,2,5,19,76
109,SEMS,28,66,4,20,6,12,13,28,16,3,7,3,18,66
110,southdakota,15,52,4,24,18,28,17,37,6,18,7,2,31,52
110,utahvalleyst,17,43,2,9,24,35,11,36,8,17,6,3,20,60
111,highpoint,36,73,10,24,18,32,5,31,14,11,6,4,22,100
111,calstbakersfield,35,75,7,21,22,27,12,47,16,20,5,5,27,99
112,texasst,22,51,5,13,13,17,9,26,13,11,12,2,12,62
112,seattle,18,41,9,18,8,12,7,27,14,18,6,4,15,53
113,fairfiield,22,53,2,14,13,17,6,20,9,18,4,1,20,59
113,duke,40,62,9,22,20,28,12,39,22,12,12,4,17,109
114,gardnerwebb,35,75,9,33,3,5,10,28,17,10,12,0,15,82
114,LSU,36,69,8,23,13,14,16,47,19,18,7,3,8,93
115,stfrancisny,23,71,6,19,10,17,22,45,12,17,6,7,21,62
115,georgetown,32,61,2,10,17,25,9,40,19,9,8,6,16,83
116,manhattan,16,56,9,28,25,36,15,33,8,21,6,1,35,66
116,floridast,23,40,3,9,32,44,4,32,14,21,8,4,30,81
117,northdakota,16,45,7,19,13,21,8,29,4,14,5,5,25,52
117,northerniowa,21,47,6,18,16,23,9,36,12,16,7,3,21,64
118,apallachianst,18,55,4,16,7,16,8,35,12,14,3,2,18,47
118,ohio,26,55,8,19,13,20,6,41,12,12,2,6,19,73
119,vermont,19,47,5,18,17,20,8,32,13,17,2,6,23,60
119,canisius,22,55,8,18,12,20,13,34,16,12,8,6,17,64
120,colgate,20,55,4,21,8,10,11,36,15,13,4,0,18,52
120,lasalle,19,53,3,13,16,19,9,35,12,8,6,6,13,57
121,delawarest,24,56,6,16,23,30,13,36,12,10,12,7,21,77
121,pennsylvania,25,60,8,28,17,27,21,40,12,15,7,3,23,75
122,maine,21,54,5,21,10,14,5,20,11,18,5,1,20,57
122,butler,41,57,8,16,9,16,4,31,29,12,8,3,19,99
123,austinpeay,23,52,6,12,18,30,9,33,9,13,3,5,25,70
123,westernkentucky,23,53,9,21,22,35,10,35,13,13,5,0,23,77
124,citadel,21,51,4,18,9,19,11,20,7,11,6,0,17,55
124,airforce,24,43,9,20,11,14,10,31,17,17,3,2,22,68
125,calpoly,18,58,4,22,9,18,14,39,10,4,2,5,17,49
125,nevada,23,56,5,15,14,21,14,43,8,3,2,6,14,65
126,dartmouth,19,53,6,16,13,19,16,43,9,19,0,3,19,57
126,stbonaventure,26,64,9,21,16,22,15,39,15,7,12,4,19,77
127,Ncwilmington,18,56,7,18,13,21,9,28,7,13,8,4,18,56
127,olddominion,26,55,8,15,16,22,13,45,16,16,7,9,14,76
128,kentst,23,44,7,15,16,30,7,36,9,13,2,4,23,69
128,youngstownst,23,63,2,18,13,26,16,37,10,10,4,1,25,61
129,albany,25,53,7,17,3,8,9,36,13,18,6,1,21,60
129,providence,24,59,4,13,12,24,15,36,14,12,6,3,15,64
130,tulsa,21,62,2,19,24,34,19,44,8,12,2,4,31,68
130,oralroberts,19,48,7,18,32,44,8,36,10,8,5,7,29,77
131,louisianamonroe,28,67,6,16,12,15,14,40,18,11,8,5,15,74
131,uab,23,56,6,15,13,15,8,35,13,16,7,7,15,65
132,boisest,24,51,8,23,21,24,6,29,13,8,3,1,22,77
132,loyolamarymount,24,52,4,14,17,22,9,32,14,14,3,1,20,69
133,southernillinois,21,53,4,13,13,23,14,34,9,14,9,2,25,59
133,stlouis,17,42,8,15,20,30,10,35,12,17,4,3,19,62
134,montana,21,52,6,24,18,25,5,26,12,13,6,2,22,66
134,coloradost,27,52,12,27,17,28,11,39,22,17,2,3,25,83
135,portlandst,25,64,8,18,18,25,9,25,13,4,10,0,17,76
135,USC,25,47,4,12,14,22,10,43,11,23,1,7,23,68
136,calstbakersfield,24,62,7,23,10,11,15,37,14,19,3,2,28,65
136,hawaii,21,47,8,19,22,36,10,31,14,14,10,5,17,72
137,bowlinggreen,29,56,11,27,8,8,4,31,15,9,10,11,18,77
137,drake,19,51,7,14,13,20,10,33,10,14,3,1,12,58
138,sandiego,26,56,8,19,7,10,7,32,18,16,7,2,18,67
138,SEMS,21,48,1,14,13,20,6,31,10,19,7,3,16,56
139,floridaAM,25,60,9,23,6,7,12,32,14,15,6,1,16,65
139,Scupstate,31,67,10,30,6,12,19,43,19,12,11,4,11,78
140,vmi,33,75,9,24,11,15,17,39,14,16,10,4,26,86
140,army,36,65,5,19,15,29,18,45,15,18,8,6,20,92
141,highpoint,25,47,7,20,17,21,10,30,13,16,6,2,12,74
141,arkansaspinebluff,22,51,8,16,10,15,11,24,7,16,6,2,19,62
142,buffalo,16,46,4,12,16,21,7,25,5,17,5,3,21,52
142,kentucky,25,61,6,20,15,23,19,45,17,14,10,7,21,71
143,calstnorthridge,22,52,2,10,22,28,6,26,16,16,10,1,25,68
143,arizona,28,52,8,18,22,35,10,35,17,18,11,2,21,86
144,chattanooga,18,56,6,22,3,10,3,21,7,11,7,4,19,45
144,wisconsin,32,60,8,18,17,23,11,49,20,9,5,2,13,89
145,robertmorris,22,61,6,20,9,14,13,31,9,18,4,6,27,59
145,unc,36,71,4,16,27,36,20,49,29,8,9,5,20,103
146,norfolkst,12,51,7,17,8,9,12,31,8,13,3,4,18,39
146,virginia,23,53,10,21,11,17,14,41,19,11,9,11,11,67
147,alcornst,19,64,7,19,8,11,14,28,5,8,2,3,18,53
147,texas,32,56,12,25,9,18,14,47,24,12,4,9,10,85
148,SELA,21,64,3,20,8,16,13,47,10,20,5,8,17,53
148,oklahoma,29,75,9,21,11,17,14,49,13,10,8,2,16,78
149,northernkentucky,21,58,8,23,11,21,15,36,9,13,3,0,24,61
149,nebraska,23,48,8,22,26,30,6,33,10,10,6,7,22,80
150,hampton,20,53,4,19,3,8,9,32,8,15,6,0,22,47
150,syracuse,22,53,5,18,16,23,11,38,14,10,4,4,13,65
151,holycross,23,58,3,12,9,17,11,31,12,11,14,2,16,58
151,harvard,21,47,5,14,10,13,8,35,14,24,8,8,14,57
152,southdakota,24,61,7,19,18,25,13,29,12,9,5,2,31,73
152,stanford,21,51,4,13,38,46,14,42,10,10,2,5,17,84
153,coastalcarolina,24,60,4,22,19,23,10,32,10,10,7,1,18,71
153,ucla,27,62,8,20,22,26,15,43,16,11,4,3,18,84
154,alabamast,31,70,9,18,8,10,15,38,18,23,7,3,27,79
154,arkansas,34,60,8,14,21,29,6,27,25,14,14,6,13,97
155,samford,19,59,8,23,10,12,13,33,9,7,4,4,17,56
155,pittsburgh,24,47,3,9,12,17,7,31,20,11,2,7,15,63
156,georgewashington,26,64,6,21,12,17,12,45,12,9,7,3,18,70
156,rutgers,19,54,4,18,11,18,8,37,11,16,2,9,18,53
157,navy,16,50,6,20,15,15,6,25,9,20,5,0,18,53
157,notredame,32,57,9,25,19,23,7,35,19,9,11,4,14,92
158,prairieviewam,20,61,3,16,9,19,12,40,8,15,9,1,26,52
158,oklahomast,21,55,6,29,26,41,16,50,7,13,9,6,18,74
159,coppinst,21,71,6,28,8,11,15,35,8,18,7,7,16,56
159,illinois,41,74,15,28,17,19,14,50,24,9,10,5,16,114
160,samhoustonst,20,68,9,36,6,10,20,53,16,15,3,4,23,55
160,unlv,21,57,5,13,12,27,10,39,11,10,5,10,11,59
161,lafayette,20,46,4,13,12,15,4,31,15,20,3,3,16,56
161,westvirginia,31,81,8,33,13,18,26,50,20,6,11,2,16,83
162,mercer,20,54,3,15,4,10,13,42,7,18,3,3,19,47
162,setonhall,23,58,8,20,9,19,11,35,11,9,9,4,12,63
163,northeastern,24,54,9,23,14,21,11,35,19,10,6,3,13,71
163,boston,21,52,8,19,15,20,7,30,17,8,6,0,17,65
164,jacksonst,24,61,7,16,9,14,13,29,11,16,9,2,25,64
164,southflorida,22,42,5,14,24,32,8,35,12,20,6,3,19,73
165,princeton,19,56,9,30,13,17,8,34,13,11,6,5,21,60
165,georgemason,24,55,4,11,11,20,12,43,4,13,7,5,18,63
166,northernarizona,22,66,6,22,8,11,19,43,12,17,9,5,23,58
166,toledo,23,52,3,12,22,30,11,38,17,17,8,6,13,71
167,bostoncollege,20,57,5,21,17,27,16,43,11,18,9,3,31,62
167,massachusetts,20,41,0,3,31,46,5,34,12,15,9,7,22,71
168,iupui,19,46,6,16,13,17,9,27,10,21,7,0,32,57
168,purdue,25,50,8,17,19,31,10,28,14,15,9,8,18,77
169,northerncolorado,25,51,6,17,14,19,10,21,11,9,7,0,25,70
169,wyoming,26,42,8,18,18,22,6,24,21,13,5,4,15,78
170,savannahst,21,64,2,15,3,16,12,40,5,12,10,6,18,47
170,marshall,24,56,6,20,12,22,10,49,18,14,6,10,19,66
171,charlotte,25,50,7,15,16,32,12,45,13,21,6,4,25,73
171,elon,22,69,3,20,13,20,17,39,7,14,5,1,27,60
172,fordham,17,58,8,27,12,19,14,37,9,17,8,6,23,54
172,pennst,25,53,7,18,16,25,9,40,13,14,7,2,18,73
173,utahst,21,49,7,20,11,19,7,40,13,14,2,6,18,60
173,illinoisst,22,67,2,15,9,20,18,44,11,7,8,2,17,55
174,chicagost,25,55,10,23,6,10,7,31,9,20,10,1,21,66
174,creighton,26,58,10,30,22,27,11,36,18,17,8,3,16,84
175,stetson,21,59,3,11,10,15,10,36,12,8,4,2,22,55
175,ucf,19,53,6,22,20,27,12,42,12,9,5,4,14,64
176,pacific,16,47,8,24,10,20,12,28,10,15,4,2,17,50
176,ucirvine,24,50,5,16,15,17,12,36,13,13,4,5,20,68
177,valparaiso,15,46,4,18,7,12,6,28,8,14,3,4,18,41
177,missouri,20,50,4,17,12,14,10,38,9,12,4,5,16,56
178,kennesawst,21,60,5,20,12,18,9,27,7,15,5,5,22,59
178,cal,35,58,7,12,16,26,10,42,18,15,4,5,18,93
179,calstfullerton,24,55,9,22,2,7,7,23,14,10,2,4,29,59
179,newmexico,19,39,5,9,24,36,9,35,11,13,1,3,16,67
180,UMASSLowell,16,43,3,9,21,26,4,18,6,11,8,0,22,56
180,rhodeisland,30,47,4,13,8,17,11,37,19,18,5,5,22,72
181,southernutah,24,48,3,12,12,20,6,28,7,16,6,3,23,63
181,miamioh,23,45,9,18,21,34,7,30,14,17,11,1,19,76
182,stpeters,17,41,3,19,13,21,8,32,8,15,7,6,16,50
182,hartford,15,41,7,20,14,21,6,26,13,13,8,3,19,51
183,ncasheville,24,55,7,20,28,34,13,43,12,18,3,1,24,83
183,eastcarolina,26,55,7,23,20,30,5,27,10,13,7,3,28,79
184,portland,23,62,7,14,20,27,15,42,18,11,11,1,21,73
184,sanjosest,24,58,6,20,14,24,10,38,10,17,7,5,23,68
185,cornell,21,53,3,19,26,36,12,34,7,10,4,9,24,71
185,loyolamd,22,59,8,19,24,34,19,43,11,10,6,3,28,76
186,centralarkansas,25,57,9,21,16,24,7,25,14,20,5,5,24,75
186,nebraskaomaha,34,76,11,22,21,31,26,51,19,16,7,2,20,100
187,idahost,14,39,3,12,7,12,7,30,5,20,5,0,13,38
187,denver,18,46,10,29,8,8,5,26,14,10,7,1,15,54
188,southcarolinast,18,62,7,27,9,19,9,31,6,16,7,5,21,52
188,sanfrancisco,36,62,12,25,7,15,9,49,23,18,8,2,19,91
189,jacksonvillest,14,50,5,26,6,12,7,26,12,20,5,1,21,39
189,louisville,35,74,5,26,13,27,30,60,15,12,12,4,16,88
190,miamifl,24,49,9,18,12,17,7,27,14,13,4,4,12,69
190,florida,26,50,8,17,7,9,5,24,15,13,8,5,18,67
191,umes,13,38,4,15,14,25,9,22,5,22,10,0,14,44
191,villanova,29,51,7,21,16,19,10,31,16,12,12,4,20,81
192,someth,19,61,6,16,12,16,18,40,10,13,4,4,21,56
192,gonzaga,27,60,10,24,8,20,16,42,20,10,6,4,16,72
193,georgiast,25,64,5,19,3,5,8,33,13,15,4,1,18,58
193,iowast,29,60,8,27,15,19,8,38,23,11,5,4,12,81
194,bucknell,19,48,6,20,9,12,4,29,10,17,1,1,21,53
194,michigan,29,63,8,18,11,18,11,37,18,6,7,4,13,77
195,northdakotast,18,67,10,27,10,14,12,33,12,16,9,4,16,56
195,iowa,30,56,9,20,18,20,6,45,20,18,10,4,18,87
196,umkc,25,53,7,18,16,20,7,22,17,16,9,2,24,73
196,kansasst,28,48,8,13,19,29,9,29,22,17,6,2,18,83
197,louisianatech,27,67,9,26,12,26,9,37,14,12,7,4,28,75
197,temple,22,51,4,12,34,49,7,45,10,14,6,6,21,82
198,hofstra,21,68,9,28,13,21,17,46,9,14,6,1,20,64
198,ncst,25,67,6,20,20,31,16,50,12,10,5,7,19,76
