Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
1,valparaiso,21,52,5,20,17,24,8,32,15,18,4,1,23,64
1,arizona,23,48,4,11,23,32,6,34,12,15,10,2,21,73
2,williammary,22,48,11,32,4,4,6,35,13,21,1,3,19,59
2,stjohns,29,59,4,20,7,25,9,29,13,4,12,3,12,74
3,easternkentucky,26,65,10,33,4,6,7,29,11,10,6,1,18,66
3,mississippist,28,58,8,22,12,19,11,43,16,14,9,6,9,76
4,duquesne,19,58,4,25,17,26,13,32,9,10,8,1,26,59
4,arizona,19,44,6,17,23,34,11,43,13,20,4,3,18,67
5,liberty,21,63,5,21,12,15,11,29,16,10,4,0,21,59
5,texasAM,34,52,1,7,12,22,6,39,21,13,4,4,17,81
6,lehigh,27,65,8,26,11,13,17,36,14,16,5,1,31,73
6,stjohns,23,42,2,9,30,44,6,28,7,14,11,4,17,78
7,akron,30,62,2,10,6,8,11,34,6,15,8,6,22,68
7,mississippist,19,55,2,13,18,25,18,41,5,19,4,5,12,58
8,unc,24,51,4,12,15,23,6,34,14,14,6,11,14,67
8,michiganst,22,72,2,20,9,13,19,49,8,15,7,3,25,55
9,marist,20,63,6,18,12,23,13,29,10,14,2,4,15,58
9,kentucky,46,75,4,10,12,15,15,51,24,9,8,13,18,108
10,wrightst,13,41,6,18,10,15,2,28,7,25,1,0,27,42
10,ohiost,21,47,5,14,26,38,7,34,14,14,10,3,18,73
11,columbia,21,73,9,31,6,8,16,41,10,9,11,0,16,57
11,connecticut,26,52,8,17,10,18,10,43,13,15,7,13,13,70
12,belmont,27,57,6,19,16,22,11,35,15,18,9,2,24,76
12,duke,24,56,9,19,20,26,11,34,14,19,8,1,22,77
13,oregon,26,53,6,20,6,17,7,39,15,20,4,5,24,64
13,vanderbilt,27,66,9,28,15,27,15,41,13,8,11,6,20,78
14,jacksonst,16,47,9,13,18,21,9,29,6,24,6,4,13,59
14,florida,39,76,13,30,8,15,19,44,20,11,12,6,14,99
15,tennesseemartin,16,54,6,18,10,19,11,29,11,21,7,2,20,48
15,louisville,31,57,9,23,12,21,13,46,20,19,12,8,19,83
16,albany,19,44,3,17,15,23,6,23,7,11,3,3,11,56
16,pittsburgh,34,63,13,22,8,10,12,35,24,7,6,2,17,89
17,texassouthern,20,53,7,20,10,20,8,29,8,18,10,1,30,57
17,baylor,26,53,6,18,19,29,14,46,15,17,10,7,20,77
18,towson,18,51,3,9,15,20,14,35,4,23,3,3,15,54
18,kansas,41,70,10,23,8,12,12,32,30,5,15,7,20,100
19,morganst,19,58,2,15,23,36,9,40,10,12,9,5,20,63
19,xavier,28,57,6,14,12,24,9,40,18,15,8,7,24,74
20,loyolamarymount,27,59,10,15,5,7,3,34,12,12,6,1,12,69
20,ucla,24,59,2,15,8,12,7,35,12,10,7,6,14,58
21,northflorida,13,56,3,21,15,26,22,41,8,13,4,1,15,44
21,alabama,22,54,5,16,15,17,15,43,13,14,4,7,23,64
22,mountstmarys,16,55,2,18,3,6,15,33,11,29,4,1,18,37
22,marquette,36,64,4,19,15,20,11,36,26,10,19,5,13,91
23,easternwashington,23,61,13,29,10,11,8,29,13,15,8,5,33,69
23,gonzaga,19,51,3,13,36,51,16,50,11,18,7,4,11,77
24,ucirvine,22,56,6,16,6,14,5,28,15,12,5,2,15,56
24,cal,28,61,8,17,13,19,17,47,21,14,5,1,16,77
25,SEMS,27,57,4,11,10,15,8,31,12,14,4,2,24,68
25,missouri,27,58,6,16,23,27,10,36,11,10,7,5,15,83
26,jacksonville,25,59,5,17,12,20,13,35,11,16,7,2,23,67
26,floridast,24,54,8,17,23,30,11,39,13,15,7,3,21,79
27,neworleans,14,55,6,24,6,12,8,25,5,18,6,4,28,40
27,newmexico,33,56,6,16,20,34,11,50,26,14,10,3,17,92
28,monmouth,23,64,8,31,16,23,8,29,15,16,9,8,21,70
28,villanova,36,66,12,25,22,26,10,49,22,16,9,4,21,106
29,ncat,24,63,6,25,11,17,10,34,14,13,7,3,24,65
29,creighton,33,68,14,35,17,26,19,50,28,13,5,5,19,97
30,northernillinois,14,57,3,18,3,5,12,37,7,28,4,4,23,34
30,purdue,31,67,14,28,20,26,9,43,23,9,14,6,13,96
31,grandcanyon,23,55,5,14,15,22,6,35,12,17,4,2,24,66
31,unlv,30,64,8,24,15,30,14,43,18,11,9,4,13,83
32,rhodeisland,30,71,6,25,24,31,12,43,13,19,7,3,27,90
32,georgemason,37,72,2,14,16,28,13,44,18,17,5,3,23,92
33,oralroberts,23,57,3,12,22,30,17,37,14,22,11,0,18,71
33,westvirginia,30,51,5,15,13,17,6,24,19,21,13,3,25,78
34,tennesseetech,19,47,8,17,12,19,5,26,7,15,5,5,22,58
34,miamifl,21,54,7,22,20,25,11,42,10,14,7,3,18,69
35,loyolachicago,18,51,4,14,9,14,10,31,11,22,1,0,14,49
35,illinois,28,59,6,21,5,9,13,32,9,12,10,13,17,67
36,alabamast,17,46,6,20,9,22,11,27,7,22,6,1,24,49
36,marshall,24,55,3,17,16,25,17,40,13,19,12,3,23,67
37,bucknell,16,46,7,16,19,23,6,34,8,14,2,1,28,58
37,minnesota,22,55,3,15,23,35,11,41,13,10,7,6,21,70
38,bryant,25,67,10,30,3,4,6,32,15,10,5,1,21,63
38,SDSU,31,58,2,12,11,25,12,45,19,11,6,3,9,75
39,ncgreensboro,27,65,3,10,6,15,16,34,11,10,8,1,20,63
