Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
1,tennesseemartin,24,77,10,37,13,22,15,47,16,18,5,2,22,71
1,memphis,37,83,11,35,17,29,18,58,23,10,9,11,21,102
2,maine,19,45,1,11,3,5,11,40,9,28,9,1,12,42
2,richmond,17,51,4,21,6,7,6,21,9,18,13,6,10,44
3,richmond,24,63,8,22,7,12,10,34,9,20,11,1,27,63
3,memphis,25,51,9,25,21,32,11,37,15,17,13,10,18,80
4,centralarkansas,10,50,3,22,17,21,11,29,5,18,5,4,18,40
4,kentucky,26,55,4,10,11,16,13,44,11,16,10,3,20,67
5,tennesseemartin,23,58,9,33,11,15,5,30,14,13,10,2,17,66
5,maine,23,62,7,20,9,15,15,48,13,21,7,4,16,62
6,alabamaAM,17,49,4,18,17,26,10,35,9,27,4,8,24,55
6,gardnerwebb,21,59,5,17,22,32,18,42,15,20,12,3,22,69
7,gardnerwebb,26,49,8,17,24,31,6,37,16,16,3,1,20,84
7,kentucky,22,62,6,19,18,20,10,29,8,12,7,3,22,68
8,morganst,25,71,11,22,4,9,17,39,11,13,11,2,24,65
8,connecticut,21,50,3,15,24,33,13,43,14,18,9,10,13,69
9,alabamaAM,21,60,7,16,10,19,7,30,11,16,7,10,20,59
9,centralarkansas,23,60,6,15,17,22,14,54,8,24,6,9,21,69
10,buffalo,23,69,1,7,10,18,11,36,10,15,6,1,28,57
10,connecticut,27,58,3,8,25,37,14,54,14,18,7,15,16,82
11,sanfrancisco,21,57,2,20,11,14,12,34,11,13,7,1,18,55
11,oklahoma,27,56,4,17,13,21,11,35,16,12,5,5,15,71
12,portlandst,18,52,6,18,6,7,6,28,8,21,5,2,22,48
12,ucla,24,47,6,15,15,20,5,32,15,17,8,3,12,69
13,louisianamonroe,26,51,9,24,17,23,9,28,16,24,9,1,21,78
13,kansas,40,72,12,24,15,19,15,35,26,13,15,1,20,107
14,temple,23,60,3,18,14,20,14,37,15,23,6,2,22,63
14,tennessee,29,63,6,22,16,23,13,40,18,15,10,1,22,80
15,easternwashington,13,44,7,18,8,10,3,26,7,14,5,0,13,41
15,washingtonst,26,52,6,17,10,13,7,34,17,10,7,3,14,68
16,nccentral,21,60,6,18,8,12,9,24,13,25,10,3,27,56
