Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
28,bucknell,27,63,6,21,8,9,8,32,14,7,2,0,16,68
28,stanford,26,54,5,15,15,21,9,38,11,8,1,4,10,72
29,bostoncollege,26,51,6,15,20,24,2,20,11,17,3,1,27,78
29,providence,24,56,4,15,30,36,11,36,13,16,7,4,28,82
30,SELA,21,62,7,28,4,6,8,26,17,9,2,5,22,53
30,missouri,31,57,12,23,15,27,13,47,14,9,5,5,14,89
31,SEMS,21,56,5,21,17,23,11,34,9,19,12,5,17,64
31,stlouis,33,64,3,19,18,23,11,38,19,14,10,2,19,87
32,nccentral,19,48,3,14,20,28,11,29,7,16,6,3,29,61
32,cincinnati,22,56,7,21,23,31,17,38,13,12,8,4,22,74
33,army,23,68,12,44,10,13,14,33,16,13,4,5,24,68
33,airforce,26,49,10,15,17,26,10,40,11,18,8,4,18,79
34,oklahoma,28,63,7,21,19,25,17,38,16,9,7,5,18,82
34,alabama,29,61,3,15,12,17,15,37,4,14,6,2,22,73
35,apallachianst,28,57,6,19,15,22,10,29,11,15,8,5,22,77
35,ncst,39,63,5,11,15,22,9,32,19,11,6,1,20,98
36,northernkentucky,27,63,13,26,9,11,17,35,18,14,7,5,17,76
36,purdue,27,58,7,15,16,20,16,35,12,12,6,4,15,77
37,stetson,17,49,6,21,11,14,9,31,9,14,5,1,15,51
37,clemson,26,57,10,23,9,14,13,39,12,11,9,4,19,71
38,colgate,26,62,14,34,12,16,8,39,17,14,2,3,24,78
38,wakeforest,31,64,3,14,24,36,10,41,13,5,7,2,19,89
39,american,22,49,9,28,7,11,9,27,12,16,8,5,22,60
39,georgemason,20,47,4,14,19,31,14,34,7,13,10,2,16,63
40,radford,20,60,5,21,9,21,15,34,11,13,8,3,27,54
40,georgewashington,24,48,5,9,23,29,10,43,12,17,9,4,21,76
41,delaware,19,51,4,21,27,37,7,35,8,13,5,4,23,69
41,richmond,25,58,3,19,18,27,9,41,10,13,5,4,26,71
42,gardnerwebb,21,52,2,11,15,26,6,27,14,13,10,6,29,59
42,xavier,28,53,5,10,22,40,13,45,13,15,10,3,23,83
43,missourist,23,59,7,16,26,36,12,52,8,13,2,4,26,79
43,olddominion,23,68,7,23,14,25,13,44,12,11,1,3,32,67
44,belmont,24,49,6,22,33,52,3,27,10,10,10,2,20,87
44,lipscomb,31,59,12,32,9,19,11,42,20,24,6,0,35,83
45,southcarolinast,26,68,6,20,11,26,20,51,12,18,4,0,29,69
45,marshall,26,64,7,30,26,41,15,46,17,13,12,8,22,85
46,wofford,19,50,2,14,12,18,7,24,5,10,4,1,19,52
46,georgia,25,57,2,11,20,29,20,49,10,9,4,3,19,72
47,presbyterian,20,59,6,20,11,15,9,32,9,13,5,2,18,57
47,georgiatech,35,69,5,19,13,20,14,47,18,6,10,5,18,88
48,ETSU,26,61,7,19,16,24,10,35,9,19,4,2,29,75
48,charlotte,25,63,2,17,28,35,16,45,13,16,12,4,21,80
49,mercer,25,63,10,30,13,21,13,37,17,13,7,4,22,73
49,texas,26,59,7,15,17,28,13,40,14,13,4,7,18,76
50,houstonbaptist,20,54,4,14,17,21,10,33,9,12,3,1,19,61
50,texastech,32,69,3,17,9,15,17,42,12,10,6,3,20,76
51,mountstmarys,22,55,7,21,11,15,12,30,12,10,2,1,15,62
51,westvirginia,28,50,6,17,15,18,6,28,16,8,6,2,16,77
52,alabamast,23,66,9,21,8,13,10,30,8,7,8,3,20,63
52,illinois,27,61,4,20,22,30,19,54,14,16,4,2,17,80
53,lehigh,22,61,8,29,10,14,14,35,10,16,6,4,18,62
53,minnesota,27,59,9,25,18,21,12,38,19,12,11,4,15,81
54,nichollsst,19,56,6,24,10,22,15,34,11,14,3,1,31,54
54,auburn,22,46,4,15,28,41,11,39,14,13,5,7,19,76
55,prairieviewam,19,50,3,22,15,21,9,27,6,19,10,4,22,56
55,mississippist,27,64,4,12,13,21,25,51,13,21,8,2,19,71
56,buffalo,20,64,7,23,11,19,15,43,13,14,3,3,17,58
56,texasAM,32,67,8,20,10,19,11,46,17,10,8,5,17,82
57,jacksonville,23,56,6,16,15,27,11,28,11,25,9,2,22,67
57,floridast,32,60,8,21,19,28,13,41,14,20,11,5,25,91
58,coastalcarolina,23,59,6,14,11,18,15,36,6,20,8,4,22,63
58,akron,25,59,7,22,15,26,11,36,10,17,13,5,18,72
59,UWMilwaukee,24,51,8,22,16,17,8,31,15,18,6,4,24,72
59,loyolachicago,24,48,7,14,21,33,6,26,10,11,9,1,21,76
60,SIUEdwardsville,25,64,9,25,6,9,15,34,10,23,6,1,24,65
60,arkansas,33,64,8,16,25,35,16,42,14,13,8,8,14,99
61,detroit,22,76,1,14,13,21,26,51,5,12,5,7,22,58
61,southalabama,24,66,9,26,17,25,20,53,11,15,3,7,22,74
62,troy,17,49,4,17,16,25,10,38,9,15,3,1,21,54
62,mississippi,25,72,6,28,13,23,26,53,11,12,8,5,23,69
63,murrayst,21,59,5,18,27,39,13,35,10,10,10,6,29,74
63,valparaiso,24,55,3,13,26,38,14,44,9,16,6,3,24,77
64,jacksonst,16,53,4,21,15,27,16,38,5,22,7,1,35,51
64,somiss,16,42,5,18,30,44,13,42,13,21,8,5,26,67
65,tennesseemartin,20,57,7,21,13,21,10,28,6,7,2,1,29,60
65,wyoming,21,44,8,19,28,40,6,29,15,10,2,4,34,78
66,northerncolorado,21,52,3,13,15,25,13,49,12,15,6,0,28,60
66,kansasst,20,59,2,19,16,33,16,40,15,9,7,3,22,58
67,FGC,19,43,6,15,11,21,3,23,8,16,3,2,21,55
67,nebraska,25,48,5,10,24,31,7,33,6,9,7,1,22,79
68,weberst,26,66,6,18,14,21,10,40,9,10,3,7,17,72
68,BYU,32,72,3,9,14,20,13,46,18,7,4,5,20,81
69,njit,27,61,7,23,3,8,9,31,16,9,4,2,22,64
69,tulane,23,59,8,22,21,30,18,46,16,9,5,3,11,75
70,USC,24,65,4,24,13,16,18,39,12,8,3,4,17,65
70,utahst,29,60,8,21,12,19,14,38,21,7,5,6,16,78
71,calstbakersfield,20,48,5,15,11,28,12,35,7,17,10,0,32,56
71,washingtonst,15,48,4,23,28,43,17,40,7,16,10,2,23,62
72,stfrancisny,22,60,7,24,15,23,14,45,11,17,6,4,27,66
72,miamifl,19,61,0,15,24,31,15,43,5,13,7,3,20,62
73,fresnost,33,64,14,30,18,24,4,32,20,11,9,3,19,98
73,ucirvine,36,71,11,24,14,29,16,45,21,15,5,3,20,97
74,ucriverside,16,52,1,9,8,23,14,32,4,21,6,6,27,41
74,SDSU,23,55,4,13,27,37,15,46,14,14,13,6,22,77
75,pacific,31,58,8,11,10,14,10,32,14,17,3,0,19,80
75,nevada,24,58,6,22,24,28,12,31,10,12,11,3,16,78
76,tennesseest,21,57,1,15,12,17,6,28,8,14,3,1,22,55
76,hawaii,26,57,5,19,28,37,12,47,14,9,9,6,17,85
77,louisianatech,24,53,4,17,18,30,11,28,13,6,9,5,23,70
77,stmarys,29,55,7,14,18,24,12,38,15,14,2,3,23,83
78,NMSU,19,55,1,11,25,40,22,47,9,9,4,3,17,64
78,westernmichigan,22,53,10,25,16,20,8,30,8,10,2,4,26,70
79,coppinst,23,69,9,30,9,13,12,37,9,6,5,3,16,64
79,cal,32,67,9,26,10,20,14,51,23,7,4,8,14,83
80,citadel,24,72,6,21,17,25,23,53,12,20,8,3,19,71
80,vmi,32,80,8,35,10,20,23,50,9,11,15,9,20,82
81,floridainternational,20,57,4,14,17,35,18,45,9,14,3,3,22,61
81,easternkentucky,26,53,9,24,22,30,5,33,16,8,10,0,24,83
82,albany,21,52,4,10,28,36,14,38,8,14,11,4,22,74
82,siena,23,62,4,24,12,23,20,44,12,16,2,6,26,62
83,monmouth,30,71,10,26,18,27,19,48,18,11,6,3,22,88
83,hofstra,28,66,9,31,19,27,14,40,14,12,3,4,20,84
84,highpoint,27,62,1,14,19,27,11,38,3,11,7,1,27,74
84,ncgreensboro,26,56,5,17,25,40,12,42,12,10,5,1,21,82
85,williammary,21,50,6,20,21,29,6,29,14,14,9,0,19,69
85,hampton,26,51,6,12,19,28,8,36,17,14,10,6,19,77
86,someth,25,60,6,17,13,22,16,39,15,13,6,3,21,69
86,TCU,17,48,8,18,19,22,10,34,11,17,11,1,19,61
87,youngstownst,24,60,6,18,19,21,12,40,10,13,8,4,21,73
87,kennesawst,18,52,4,16,17,25,9,34,9,19,5,2,19,57
88,floridaAM,30,75,7,20,17,26,20,37,11,20,11,5,30,84
88,rutgers,31,64,6,19,24,35,20,50,13,16,9,6,23,92
89,grandcanyon,25,54,5,18,20,24,8,33,10,19,2,5,22,75
89,loyolamarymount,28,62,5,15,17,23,13,35,12,15,8,4,20,78
90,maine,28,67,4,22,17,24,6,28,8,13,8,0,31,77
90,rhodeisland,30,64,4,21,33,49,19,55,15,14,7,3,22,97
91,navy,19,61,3,19,4,10,13,33,13,9,6,3,23,45
91,towson,25,53,8,19,14,23,13,46,12,14,4,8,18,72
92,jacksonvillest,24,54,3,16,14,21,9,33,9,15,5,1,20,65
92,bradley,25,54,6,13,16,21,8,32,12,12,9,3,20,72
93,nebraskaomaha,19,49,3,17,27,32,8,36,9,13,5,2,23,68
93,northernillinois,24,57,3,16,15,28,11,33,10,12,3,2,26,66
94,loyolamd,26,52,7,16,20,29,15,37,11,17,8,7,19,79
94,binghamton,25,64,9,20,15,16,18,32,8,15,3,4,23,74
95,marist,16,53,6,27,17,22,9,34,10,15,6,4,16,55
95,stonybrook,29,62,6,17,7,13,12,43,16,12,9,1,16,71
96,samhoustonst,21,46,5,12,30,50,12,38,12,22,7,3,22,77
96,riogrande,26,63,2,14,19,29,16,41,8,18,7,2,34,73
97,stfrancispa,20,56,6,26,21,29,13,35,10,14,7,2,22,67
97,fordham,31,65,13,28,12,18,14,41,13,11,6,7,22,87
98,texasst,26,58,6,15,12,19,11,35,10,11,6,0,19,70
98,houston,26,50,6,14,18,27,7,33,17,13,6,4,21,76
99,iupui,22,54,3,16,19,27,10,32,10,14,5,3,21,66
99,utahvalleyst,23,55,3,14,25,28,10,37,10,13,6,2,25,74
100,southdakotast,24,56,6,20,16,23,7,36,15,16,10,6,20,70
100,sandiego,26,55,9,21,13,26,8,37,11,19,8,4,23,74
101,ucdavis,29,64,10,24,15,24,13,36,13,15,4,2,31,83
101,portland,32,63,6,16,30,37,8,34,16,8,7,4,22,100
102,charleston,20,48,4,14,4,10,10,38,8,21,0,4,22,48
102,louisville,26,68,4,18,14,23,20,41,13,3,12,6,14,70
103,morganst,20,65,3,18,7,15,12,34,7,12,4,1,22,50
103,ohiost,31,65,11,25,16,22,17,55,18,16,3,5,16,89
104,bryant,27,60,4,21,18,23,7,30,5,14,5,2,23,76
104,gonzaga,36,67,7,19,21,28,10,39,16,8,9,1,18,100
105,alabamaAM,15,56,8,32,14,20,9,27,7,8,4,2,28,52
105,newmexico,31,53,4,13,22,39,13,48,19,9,4,8,18,88
106,manhattan,33,73,12,27,21,29,24,51,26,19,7,6,30,99
106,lasalle,27,65,6,19,30,40,14,33,24,12,5,5,20,90
107,Scupstate,24,64,5,16,11,16,10,36,14,9,4,9,17,64
107,virginiatech,23,59,8,22,9,18,8,37,11,9,3,6,12,63
108,stpeters,33,64,3,11,11,21,13,37,17,11,11,6,23,80
108,longisland,25,56,11,24,26,35,13,36,19,16,7,2,22,87
109,longwood,13,57,4,22,14,22,9,27,7,13,9,0,19,44
109,southcarolina,28,57,6,20,20,24,12,50,13,15,5,8,18,82
110,ballst,25,47,7,15,16,21,7,22,14,14,3,3,17,73
110,indianast,28,50,9,16,17,20,8,27,18,12,7,1,18,82
111,IPFW,28,65,7,21,17,21,14,35,17,16,6,7,21,80
111,dayton,29,63,7,13,16,23,15,41,14,14,5,4,22,81
112,abilenechristian,22,63,7,25,24,32,11,33,9,10,3,1,26,75
112,duquesne,30,58,7,19,27,37,10,42,19,10,4,2,22,94
113,northerniowa,19,49,6,22,20,27,12,34,11,12,3,4,15,64
113,ohio,27,52,11,23,10,14,5,28,16,6,7,6,18,75
114,iona,24,64,6,22,15,21,16,43,12,14,5,6,16,69
114,clevelandst,28,76,7,19,10,15,22,48,15,11,10,8,17,73
115,wagner,20,67,2,23,20,27,11,44,10,5,4,3,29,62
115,pennst,19,53,6,16,30,43,9,47,10,6,3,5,22,74
116,grambling,20,61,4,16,14,25,11,37,5,23,8,6,24,58
116,depaul,34,72,11,21,17,28,19,53,17,18,10,5,20,96
117,temple,27,68,6,24,18,24,20,49,16,13,3,8,17,78
117,pennsylvania,29,64,5,14,10,16,11,35,16,10,7,1,21,73
118,niagara,19,51,2,17,32,50,11,41,6,16,6,2,37,72
118,setonhall,24,50,2,9,33,52,8,36,11,13,7,2,36,83
119,tennesseetech,22,60,6,22,12,22,17,38,12,16,5,3,27,62
119,southflorida,22,50,3,8,25,40,15,41,13,14,9,5,21,72
120,stjoes,24,52,6,16,20,30,11,41,10,14,3,4,22,74
120,vermont,20,51,4,17,20,29,6,28,11,9,6,7,26,64
121,southdakota,15,45,4,18,12,19,7,28,8,17,4,0,21,46
121,stbonaventure,24,57,4,15,16,23,16,43,13,10,8,2,19,68
122,northernarizona,25,59,6,25,18,21,12,36,14,17,8,5,22,74
122,UTSA,21,49,2,14,19,29,10,33,8,20,7,3,21,63
123,lamar,24,56,2,10,8,13,4,27,9,13,2,1,16,58
123,butler,38,70,4,17,9,19,14,41,12,5,9,4,17,89
124,airforce,23,53,5,22,12,19,7,33,9,17,8,0,20,63
124,vmi,25,61,5,26,16,26,12,39,11,12,10,4,20,71
125,easternillinois,16,53,2,18,21,38,13,35,4,7,7,4,23,55
125,northwestern,20,43,10,21,22,29,6,41,16,12,1,4,26,72
126,tennesseest,21,55,3,7,10,19,10,23,7,9,7,4,19,55
126,NMSU,22,47,4,14,22,28,12,41,11,17,3,7,15,70
127,westernmichigan,20,47,8,23,20,28,12,28,6,12,4,2,25,68
127,hawaii,24,53,7,21,23,29,11,35,11,14,2,3,21,78
128,hartford,27,63,7,22,16,27,7,31,9,15,9,3,35,77
128,quinnipiac,24,52,4,11,30,48,9,47,10,19,7,4,29,82
129,youngstownst,27,58,11,29,9,13,8,30,17,13,6,4,20,74
129,floridainternational,25,64,8,21,14,20,17,44,13,11,6,1,16,72
130,yale,31,57,8,17,23,31,10,44,16,15,6,7,21,93
130,centralconnecticutst,29,68,7,16,12,19,11,33,12,13,11,2,24,77
131,easternkentucky,22,49,7,17,17,22,5,28,10,16,11,2,21,68
131,kennesawst,19,48,4,19,18,24,10,34,10,23,7,3,21,60
132,army,29,60,9,31,17,21,11,32,17,12,8,5,18,84
132,citadel,23,56,3,8,20,20,12,35,12,16,8,0,22,69
133,norfolkst,32,72,8,19,11,15,21,41,19,10,3,6,25,83
133,texassouthern,33,56,8,17,21,32,9,31,21,6,2,7,14,95
134,southdakotast,23,55,6,18,37,50,19,37,9,21,9,2,25,89
134,loyolamarymount,34,59,5,16,25,31,13,34,16,19,12,4,37,98
135,calstfullerton,30,56,9,18,15,17,10,35,12,8,9,0,21,84
135,montanast,16,47,2,20,21,27,9,26,6,12,4,2,16,55
136,umes,18,51,3,15,15,23,13,29,6,11,4,2,13,54
136,columbia,25,51,10,24,13,15,11,34,17,12,5,3,18,73
137,savannahst,19,51,5,16,23,38,11,36,8,10,2,4,32,66
137,robertmorris,23,55,11,21,29,45,17,46,15,9,4,2,27,86
138,sacredheart,15,61,5,26,19,29,14,31,8,9,11,2,24,54
138,fairfiield,22,43,5,14,18,26,9,46,13,26,3,10,24,67
139,drake,18,44,5,16,20,23,10,37,7,18,8,3,23,61
139,illinoischicago,21,53,7,23,10,17,11,30,14,15,6,0,23,59
140,grandcanyon,18,52,6,24,17,26,16,33,9,10,6,2,22,59
140,sandiego,25,48,5,14,15,19,6,35,15,11,3,5,23,70
141,westernillinois,22,49,2,11,17,28,7,29,10,10,6,3,24,63
141,idaho,20,49,7,19,20,29,9,35,10,12,5,0,22,67
142,northernkentucky,21,64,9,35,12,15,11,25,7,7,2,0,25,63
142,kentucky,30,55,7,22,26,38,16,51,12,12,3,5,14,93
143,stetson,18,56,7,23,6,8,10,27,15,13,2,3,16,49
143,notredame,32,57,9,17,7,11,8,38,22,7,7,4,15,80
144,nebraskaomaha,28,71,8,28,11,16,17,37,14,16,11,2,30,75
144,iowa,21,56,3,14,38,49,20,49,12,18,7,7,15,83
145,tennesseemartin,22,63,12,29,9,17,8,23,13,12,5,1,24,65
145,colorado,29,49,5,14,28,34,9,46,19,18,8,3,18,91
146,holycross,25,60,5,14,17,21,4,21,8,9,5,5,22,72
146,harvard,29,63,6,17,18,21,11,37,18,12,5,6,20,82
147,seattle,30,67,7,21,11,19,13,39,9,13,6,4,29,78
147,washington,25,61,5,20,33,41,8,34,14,9,6,4,20,88
148,bostoncollege,24,55,8,20,17,22,8,25,14,16,5,4,23,73
148,massachusetts,32,65,6,11,16,24,18,36,7,13,9,3,21,86
149,boston,24,57,6,18,18,20,6,30,10,10,8,0,16,72
149,northeastern,27,59,6,18,9,13,12,41,16,17,3,6,17,69
150,Ncwilmington,19,64,5,16,19,24,12,32,11,7,5,3,16,62
150,iowast,33,63,15,32,14,19,13,51,21,11,1,6,21,95
151,floridaAM,18,55,1,11,13,17,9,33,5,7,7,3,17,50
151,princeton,21,54,12,31,13,16,12,42,15,11,0,3,15,67
152,southern,25,51,10,22,15,23,6,23,16,15,4,1,36,75
152,MTSU,18,47,6,15,36,55,12,33,9,10,8,0,20,78
153,jacksonvillest,23,70,4,20,12,23,19,38,8,8,2,2,20,62
153,illinois,32,61,4,12,18,28,14,35,14,5,2,11,19,86
154,oralroberts,22,57,1,7,29,37,14,38,6,17,8,6,25,74
154,tulsa,25,50,1,9,17,36,4,24,8,13,10,5,27,68
155,coppinst,25,58,10,25,18,27,10,38,15,11,7,3,20,78
155,oregonst,23,59,7,27,20,28,8,33,13,9,7,2,21,73
156,youngstownst,22,54,9,26,22,29,13,45,16,13,4,1,24,75
156,easternkentucky,19,54,8,30,21,29,8,30,8,11,7,0,24,67
157,charlestonsouthern,34,68,12,24,15,24,14,37,14,10,9,2,17,95
157,delaware,34,73,12,35,13,15,16,39,14,12,7,6,20,93
158,floridainternational,23,54,3,12,17,24,12,35,7,8,8,3,16,66
158,kennesawst,22,61,9,26,5,9,19,43,14,15,0,6,20,58
159,binghamton,17,56,5,16,18,33,16,43,5,17,7,3,24,57
159,brown,27,62,5,17,15,28,15,46,14,14,9,7,26,74
160,loyolamd,30,74,9,24,24,34,12,44,14,6,8,5,20,93
160,cornell,34,73,8,21,13,27,12,39,15,9,3,5,22,89
161,fairleighdickinson,19,63,4,26,16,23,14,34,9,12,3,4,28,58
161,hofstra,29,55,2,10,20,33,12,39,12,10,9,4,24,80
162,alabamast,23,60,3,24,10,21,10,25,10,12,11,1,19,59
162,bradley,32,54,6,17,15,24,12,41,13,16,10,2,19,85
163,elon,30,60,10,27,5,9,5,30,17,11,8,4,21,75
163,marist,15,48,0,14,18,26,7,35,1,18,6,0,15,48
164,LBSU,17,63,5,23,18,26,14,28,12,9,5,1,20,57
164,arizona,34,58,7,17,16,24,11,44,22,11,6,5,18,91
165,coloradost,18,56,5,17,20,28,12,33,8,9,6,1,17,61
165,gonzaga,34,59,14,31,11,16,9,39,16,10,7,3,19,93
166,westernkentucky,18,63,7,30,6,12,20,42,8,17,3,3,22,49
166,wichitast,24,52,3,11,15,22,10,40,16,12,9,12,16,66
167,yale,20,63,6,19,16,25,22,43,11,14,4,4,24,62
167,connecticut,26,46,11,17,17,23,4,27,16,11,7,13,23,80
168,umkc,29,77,7,24,5,9,11,35,13,8,10,2,23,70
168,creighton,35,68,13,28,13,21,13,51,27,14,3,5,9,96
169,BYU,38,71,8,15,28,43,12,37,23,11,8,3,24,112
169,stanford,34,74,9,27,26,34,14,34,14,16,5,4,28,103
170,belmont,23,56,4,18,11,15,13,35,14,16,6,4,22,61
170,richmond,24,58,3,21,18,26,15,38,11,11,10,4,20,69
171,westernmichigan,21,55,4,19,17,20,10,36,10,10,5,4,13,63
171,tennesseest,20,63,3,23,9,10,12,37,13,12,4,4,15,52
172,delawarest,19,56,6,22,6,9,11,28,12,12,3,1,19,50
172,georgiatech,24,45,2,10,18,20,4,30,19,12,5,7,11,68
173,georgiasouthern,27,57,10,26,16,16,7,25,8,11,2,2,24,80
173,miamifl,25,64,6,21,25,29,13,32,12,7,8,5,17,81
174,kentst,26,60,11,22,18,28,8,36,10,7,3,4,21,81
174,temple,30,65,5,19,12,19,11,40,15,7,3,7,20,77
175,abilenechristian,14,40,4,16,15,26,11,28,7,18,2,1,30,47
175,stbonaventure,25,56,2,14,23,32,18,40,15,9,7,7,23,75
176,UWMilwaukee,23,53,3,17,32,40,10,38,10,14,7,3,19,81
176,davidson,29,66,8,21,11,15,12,35,13,14,7,2,26,77
177,northtexas,30,67,8,18,14,20,11,39,13,16,4,2,22,82
177,oklahoma,36,68,8,18,15,24,9,36,15,11,10,5,18,95
178,northernarizona,23,55,5,17,17,21,8,23,5,12,4,0,13,68
178,texastech,35,60,12,22,6,9,9,33,19,10,5,4,17,88
179,MVSU,19,62,5,17,24,31,12,31,9,10,7,0,21,67
179,texasAM,35,58,5,17,16,24,7,41,15,12,6,12,24,91
180,rutgers,25,58,7,21,19,26,5,27,14,3,5,6,25,76
180,uab,27,64,2,14,23,34,22,54,11,9,1,2,20,79
181,NMSU,30,52,6,14,29,40,8,38,13,18,4,6,22,95
181,hawaii,30,70,7,20,21,30,8,23,12,9,9,6,26,88
182,akron,21,57,2,15,19,29,16,34,8,19,8,0,24,63
182,stmarys,24,47,5,12,32,36,6,25,16,10,10,6,24,85
183,stfrancisny,21,53,5,19,12,20,9,38,8,17,6,3,24,59
183,floridaatlantic,18,52,1,8,20,30,9,37,9,15,5,1,18,57
184,southdakota,22,59,5,18,17,20,12,40,14,12,5,1,17,66
184,canisius,24,66,10,28,13,18,17,43,12,10,5,3,18,71
185,navy,22,50,3,14,10,13,12,38,8,17,3,4,23,57
185,stfrancispa,20,46,5,14,15,26,5,24,13,7,10,0,21,60
186,ncasheville,20,50,7,19,20,27,17,37,11,18,6,7,19,67
186,westerncarolina,26,63,7,14,15,24,21,38,11,11,13,6,20,74
187,chattanooga,22,61,10,28,25,33,9,33,5,10,6,4,26,78
187,radford,29,56,6,12,25,39,12,44,16,17,5,2,24,89
188,northflorida,25,58,8,22,14,17,12,37,16,14,2,3,19,72
188,arkansaslittlerock,23,57,6,20,18,21,6,23,13,7,4,3,18,70
189,houston,27,52,3,13,20,30,12,39,17,16,9,2,18,77
189,riogrande,22,51,4,17,17,27,9,28,10,13,3,1,24,65
190,rhodeisland,20,65,2,15,16,24,17,37,10,20,5,4,23,58
190,someth,36,65,6,13,11,24,13,40,21,13,8,9,19,89
191,arkansasst,21,55,9,23,14,21,8,32,11,12,5,3,13,65
191,jacksonst,26,63,2,12,7,13,14,46,6,15,7,7,22,61
192,ncat,26,55,6,18,13,23,12,33,10,13,5,6,30,71
192,utahvalleyst,23,50,5,14,27,40,13,38,15,9,7,7,21,78
193,michiganst,30,63,5,12,13,17,10,32,17,7,13,3,27,78
193,kentucky,25,55,4,20,20,36,18,44,8,17,1,6,19,74
194,hofstra,25,55,14,25,5,7,9,35,10,22,1,1,22,69
194,louisville,35,68,12,31,15,24,13,34,19,5,10,3,15,97
195,kansas,32,57,3,8,27,35,9,39,18,10,7,3,24,94
195,duke,30,58,7,18,16,28,5,24,15,10,5,1,29,83
196,southcarolinast,21,59,6,14,11,19,8,30,11,9,6,4,13,59
196,michigan,31,61,15,28,16,19,9,43,19,9,6,5,15,93
197,utahvalleyst,14,48,5,24,7,9,7,31,11,23,3,2,20,40
197,oklahomast,31,66,14,33,17,22,15,43,19,7,18,6,13,93
198,fordham,21,48,11,27,21,30,7,29,16,19,6,3,30,74
