"","Game","Team1Score","Team2Score","Margin","Team1Win","Team2Win","Team1Cover","Team2Cover","Total","Over","Under","OverTeam1Cover","OverTeam2Cover","UnderTeam1Cover","UnderTeam2Cover","OverTeam1Win","OverTeam2Win","UnderTeam1Win","UnderTeam2Win","GameTotal","GameSpread","Team1WinPayout","Team2WinPayout"
"1","boston-loyolamd",64.0584008391566,72.7051255111713,8.64672467201473,0.243734,0.756266,0.155569,0.844431,136.763526350328,0.318892,0.681108,0.052448,0.266444,0.103121,0.577987,0.078962,0.23993,0.164772,0.516336,144,-4,0.571428571,1.55
"2","morganst-bethunecookman",67.8685411555605,72.07553364953,4.20699249396952,0.368783,0.631217,0.525685,0.474315,139.94407480509,0.257552,0.742448,0.138853,0.118699,0.386832,0.355616,0.10165,0.155902,0.267133,0.475315,150.5,5,1.8,0.454545455
"3","nccentral-umes",53.7725424457385,43.9571616739704,-9.81538077176804,0.806416,0.193584,0.611728,0.388272,97.7297041197089,0.028762,0.971238,0.022345,0.006417,0.589383,0.381855,0.025602,0.00316,0.780814,0.190424,127,-6.5,0.363636364,2.25
"4","ncat-delawarest",53.781973313395,65.7402965083709,11.9583231949759,0.168981,0.831019,0.075091,0.924909,119.522269821766,0.040475,0.959525,0.003335,0.03714,0.071756,0.887769,0.006433,0.034042,0.162548,0.796977,150,-6,0.384615385,2.15
"5","southcarolinast-howard",64.1479662557315,60.1032311880596,-4.04473506767192,0.631144,0.368856,0.465659,0.534341,124.251197443791,0.085058,0.914942,0.047548,0.03751,0.418111,0.496831,0.059203,0.025855,0.571941,0.343001,147,-5,0.476190476,1.75
"6","coppinst-floridaam",59.6451155798403,82.9942842346034,23.3491686547631,0.052828,0.947172,0.084528,0.915472,142.639399814444,0.417117,0.582883,0.037687,0.37943,0.046841,0.536042,0.024512,0.392605,0.028316,0.554567,145.5,3.5,1.45,0.606060606
"7","arkansaspinebluff-alabamast",41.9981519584251,55.5637127741385,13.5655608157134,0.113498,0.886502,0.263232,0.736768,97.5618647325636,0.031933,0.968067,0.009646,0.022287,0.253586,0.714481,0.005199,0.026734,0.108299,0.859768,126,6.5,2.4,0.344827586
"8","grambling-alcornst",61.8226190215922,65.7796412759874,3.95702225439518,0.385911,0.614089,0.315968,0.684032,127.60226029758,0.20366,0.79634,0.06158,0.14208,0.254388,0.541952,0.073734,0.129926,0.312177,0.484163,141.5,-2.5,0.666666667,1.3
"9","mvsu-alabamaam",52.9181988470738,84.0482163184613,31.1300174713875,0.009083,0.990917,0.090971,0.909029,136.966415165535,0.156428,0.843572,0.010203,0.146225,0.080768,0.762804,0.001279,0.155149,0.007804,0.835768,154.5,13.5,7.25,0.076923077
"10","portlandst-montana",68.6136140746674,62.844917949232,-5.76869612543531,0.684983,0.315017,0.846633,0.153367,131.458532023899,0.221454,0.778546,0.186932,0.034522,0.659701,0.118845,0.154564,0.06689,0.530419,0.248127,143.5,6.5,2.3,0.357142857
"11","portlandst-montana",68.6136140746674,62.844917949232,-5.76869612543531,0.684983,0.315017,0.846633,0.153367,131.458532023899,0.221454,0.778546,0.186932,0.034522,0.659701,0.118845,0.154564,0.06689,0.530419,0.248127,143.5,6.5,2.3,0.357142857
