Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
1,hampton,23,75,11,44,18,25,13,36,15,24,14,3,40,75
1,maryland,31,63,1,12,39,54,15,59,20,25,10,6,22,102
2,neworleans,27,56,3,12,8,15,7,26,10,16,6,3,23,65
2,vermont,29,56,8,15,16,21,14,39,18,17,6,2,20,82
3,brown,13,44,7,24,1,4,4,37,12,8,8,0,18,34
3,michiganst,13,32,3,10,16,20,7,68,9,18,2,5,14,45
4,youngstownst,21,48,6,18,26,38,11,36,13,12,5,2,23,74
4,centralmichigan,15,50,5,17,15,23,14,37,9,18,3,3,30,50
5,vermont,21,64,2,16,19,23,14,49,7,21,5,3,22,63
5,maryland,28,67,4,15,21,27,9,38,19,13,12,7,23,81
6,neworleans,26,56,4,14,17,27,12,37,14,18,6,4,17,73
6,hampton,27,60,7,22,13,19,14,39,12,20,8,8,26,74
7,alcornst,15,65,5,22,9,19,13,37,5,24,4,2,26,44
7,texas,38,70,9,22,18,27,14,52,19,14,14,12,23,103
8,stbonaventure,32,62,9,21,22,41,15,41,19,18,8,4,29,95
8,chicagost,32,63,8,19,26,38,11,32,9,16,6,6,29,98
9,youngstownst,19,52,8,18,15,18,8,18,11,11,5,1,19,61
9,michiganst,31,51,9,13,15,19,15,39,24,18,3,5,21,86
10,brown,19,43,4,14,16,25,10,26,14,19,8,1,26,58
10,centralmichigan,22,44,6,14,21,31,11,30,12,16,11,0,24,71
11,samford,21,52,7,20,5,15,7,25,9,8,4,1,17,54
11,florida,31,53,7,15,10,16,12,38,16,6,6,12,19,79
12,vmi,26,86,11,47,6,12,16,42,15,24,11,1,17,69
12,ohiost,43,73,13,34,8,16,10,52,26,24,13,8,14,107
13,jacksonst,24,81,6,22,11,14,18,52,9,15,6,6,20,65
13,alabama,36,69,11,20,13,25,11,46,21,11,10,14,13,96
14,prairieviewam,14,45,3,15,18,28,10,33,7,28,10,2,21,49
14,texasAM,29,59,3,15,20,26,8,35,21,17,11,2,24,81
15,newhampshire,19,57,7,26,2,7,7,20,6,10,4,0,23,47
15,bostoncollege,30,52,4,15,22,30,14,47,18,12,5,5,11,86
16,quinnipiac,16,62,5,26,9,11,11,40,12,19,10,2,29,46
16,connecticut,17,56,4,14,15,34,17,55,9,21,5,14,16,53
17,stfrancisny,21,64,2,8,7,18,12,45,5,26,10,3,23,51
17,syracuse,31,68,5,24,16,28,10,48,19,17,17,13,17,83
18,chicagost,27,68,4,21,8,12,15,37,6,10,2,3,24,66
18,texas,29,60,13,24,21,28,14,43,19,9,6,10,18,92
19,elon,19,57,3,15,8,14,13,32,10,16,4,3,16,49
19,georgiatech,33,64,5,15,12,19,16,45,18,16,9,3,16,83
20,MTSU,17,49,2,11,16,25,9,33,12,22,3,6,27,52
20,tennessee,30,62,6,16,17,25,13,44,18,14,11,3,24,83
21,easternwashington,25,57,8,25,17,25,10,30,11,20,8,2,22,75
21,gonzaga,32,60,6,13,20,23,9,38,12,16,11,1,24,90
22,SEMS,17,58,6,29,12,22,13,30,7,24,13,3,20,52
22,arkansas,32,56,10,17,18,29,14,42,21,22,11,11,20,92
23,SDSU,29,57,8,16,21,25,11,27,13,21,8,2,14,87
23,murrayst,32,54,11,21,9,9,8,24,15,23,8,4,25,84
24,floridaatlantic,19,49,5,14,7,17,10,22,7,23,9,0,16,50
24,oklahomast,36,53,14,26,9,16,9,34,22,19,10,4,17,95
25,coppinst,14,50,3,18,12,22,10,32,3,17,4,1,19,43
25,virginiatech,36,73,12,29,10,21,20,51,23,9,10,3,18,94
26,centralconnecticutst,13,53,7,28,7,14,15,30,8,14,7,3,18,40
26,michigan,21,44,8,20,10,16,10,39,16,17,7,7,14,60
27,lehigh,25,54,3,13,12,18,8,28,13,16,4,2,23,65
27,oregon,21,51,13,28,22,24,9,32,17,16,10,2,20,77
28,alcornst,25,65,1,12,8,15,13,35,5,16,5,6,25,59
28,stbonaventure,19,46,5,16,25,36,14,40,11,21,8,6,18,68
29,northflorida,19,44,2,4,13,26,7,31,6,17,6,2,17,53
29,stjohns,24,54,13,26,13,17,10,35,15,13,9,4,23,74
30,navy,19,45,8,25,27,28,8,29,11,14,7,4,22,73
30,loyolamd,22,47,4,15,13,20,6,33,10,16,5,2,22,61
31,alabamaAM,17,45,4,12,9,21,9,31,6,27,2,5,26,47
31,iupui,27,55,6,20,26,37,13,39,12,15,14,2,20,86
32,southdakotast,19,50,4,13,8,13,6,23,12,24,1,3,12,50
32,kentst,44,70,8,19,9,16,11,38,22,10,11,2,17,105
33,loyolachicago,24,41,5,13,15,23,11,33,10,13,0,5,15,68
33,princeton,20,44,9,21,8,15,4,14,13,6,6,0,21,57
34,army,25,44,9,12,21,27,6,30,16,12,8,1,16,80
34,stetson,23,49,8,21,14,18,8,27,10,16,6,3,24,68
35,utep,26,56,4,22,13,20,9,37,11,21,7,2,21,69
35,pennsylvania,25,53,4,21,12,18,5,30,16,18,8,4,22,66
36,davidson,24,53,7,17,26,36,11,41,15,32,8,4,21,81
36,easternmichigan,26,63,11,27,14,21,10,34,12,26,18,1,30,77
37,uab,20,57,8,23,12,21,10,36,8,16,4,1,12,60
37,washingtonst,28,56,9,18,6,9,8,33,21,15,5,3,17,71
38,easternillinois,22,61,3,20,13,16,12,44,9,16,11,4,13,60
38,louisianamonroe,24,54,13,29,9,12,7,29,17,18,7,3,18,70
39,monmouth,15,48,1,18,9,14,7,31,6,19,4,7,18,40
39,olddominion,21,54,2,14,10,15,11,41,13,13,13,3,13,54
40,american,21,62,6,25,11,19,10,38,11,16,5,6,23,59
40,fairfiield,20,61,3,14,11,19,18,54,10,21,6,5,23,54
41,mountstmarys,17,48,4,16,4,5,10,36,12,16,6,1,20,42
41,westvirginia,17,57,8,33,8,15,16,40,11,11,7,3,13,50
42,wofford,34,69,16,35,4,8,11,36,20,13,8,1,18,88
42,ncst,35,64,7,19,15,21,7,33,23,9,10,4,10,92
43,georgewashington,25,45,5,10,15,18,5,29,14,13,8,3,17,70
43,boston,21,51,10,27,5,12,11,27,15,18,4,1,17,57
44,lafayette,24,48,10,23,18,22,1,30,18,19,9,4,23,76
44,wagner,22,59,9,30,17,29,18,41,11,18,6,3,21,70
45,howard,12,56,2,12,13,17,11,41,5,15,3,2,15,39
45,cincinnati,28,68,4,15,10,19,16,51,17,7,11,6,18,70
46,stonybrook,24,50,3,11,14,18,4,28,6,15,9,1,24,65
46,colgate,18,47,7,20,16,25,5,31,11,18,3,2,18,59
47,SELA,28,64,10,25,10,14,9,38,13,7,7,3,12,76
47,calpoly,28,65,4,15,9,12,14,40,8,13,3,2,15,69
48,calstnorthridge,32,56,9,27,17,23,7,40,21,27,7,3,41,90
48,portlandst,17,48,4,19,27,52,11,28,7,21,10,1,27,65
49,moreheadst,17,52,6,17,6,9,9,27,10,14,5,2,26,46
49,pennst,20,46,7,15,16,24,10,39,14,16,6,4,17,63
50,southern,14,52,5,18,4,5,8,29,3,35,7,5,15,37
50,georgia,40,74,10,23,7,11,15,44,21,15,21,5,11,97
51,southcarolinast,20,47,7,18,5,7,8,38,10,20,4,4,19,52
51,southcarolina,19,56,1,18,16,23,11,30,9,7,10,3,14,55
52,troy,26,68,9,32,7,11,7,38,13,9,8,4,16,68
52,auburn,28,69,9,32,6,15,14,54,19,15,4,1,13,71
53,norfolkst,15,61,3,17,3,6,11,31,4,21,7,2,17,36
53,oklahoma,38,65,11,18,12,20,11,49,22,13,10,6,12,99
54,ncat,31,71,11,26,7,12,16,41,13,24,12,0,13,80
54,missouri,41,71,13,27,6,13,9,36,32,19,13,3,15,101
55,MVSU,14,55,1,7,20,27,13,40,11,14,4,2,17,49
55,mississippi,28,63,6,16,10,16,13,44,16,11,6,6,22,72
56,IPFW,17,62,5,21,10,15,9,28,9,14,5,1,23,49
56,notredame,34,63,5,20,19,28,13,54,17,12,9,1,21,92
57,buffalo,23,45,7,15,19,26,5,29,14,23,9,1,19,72
57,canisius,24,55,8,22,13,16,9,30,19,23,5,5,25,69
58,radford,24,50,4,13,8,16,9,33,10,24,7,5,19,60
58,UWMilwaukee,26,67,7,26,13,16,18,38,12,14,7,3,17,72
59,utahst,25,51,4,18,17,26,10,28,14,21,6,2,19,71
59,northwesternst,33,64,6,13,16,19,15,38,27,13,16,3,20,88
60,clemson,35,68,8,21,5,8,14,46,17,19,12,6,14,83
60,arkansasst,16,52,3,14,9,14,6,29,11,24,3,1,16,44
61,sacredheart,21,54,7,18,17,29,7,31,14,17,15,1,25,68
61,fordham,22,54,5,15,21,31,18,46,13,25,6,7,20,70
62,ucriverside,23,66,3,15,12,15,16,41,10,22,6,2,26,61
62,iowast,19,45,5,13,26,36,9,35,6,22,7,6,17,69
63,southernutah,30,46,6,10,10,13,6,23,14,14,5,3,20,76
63,utah,28,50,4,9,13,22,11,22,17,10,5,0,16,73
64,southalabama,23,47,11,24,10,13,6,21,13,16,17,2,21,67
64,ucirvine,18,38,9,14,18,23,8,25,12,24,4,1,14,63
65,montanast,12,47,2,20,11,15,6,34,7,21,1,1,16,37
65,utahvalleyst,25,60,6,22,13,17,7,41,14,11,10,2,16,69
66,cornell,21,43,10,28,12,16,3,29,14,14,5,1,15,64
66,northwestern,21,50,7,24,12,17,5,26,15,10,9,2,18,61
67,tennesseemartin,18,45,9,14,19,32,9,40,9,22,8,3,18,64
67,highpoint,22,64,10,29,7,13,13,37,15,17,6,5,27,61
68,arkansaspinebluff,18,55,2,17,7,12,10,27,7,12,5,6,20,45
