Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
22,iowast,47,85,8,26,11,20,17,62,31,20,11,4,16,113
23,american,22,52,8,23,4,5,5,22,11,12,8,5,21,56
23,maryland,20,52,4,14,18,25,19,44,7,18,3,2,10,62
24,brown,18,57,10,25,9,14,11,23,10,14,3,1,21,55
24,cincinnati,33,57,6,22,12,20,12,43,23,12,10,9,16,84
25,austinpeay,22,56,7,22,17,23,11,36,10,17,1,1,16,68
25,dayton,37,68,13,32,9,15,11,38,19,9,7,4,22,96
26,southdakotast,16,56,8,30,13,16,4,26,12,12,6,1,13,53
26,cal,30,64,12,32,10,13,15,54,16,15,6,10,20,82
27,sandiego,24,49,6,15,5,10,7,28,10,14,0,2,23,59
27,SDSU,23,51,7,17,16,22,10,31,7,7,10,4,17,69
28,westerncarolina,17,67,7,33,2,3,14,36,10,16,3,3,29,43
28,miamifl,31,62,6,13,24,36,15,52,15,10,9,8,15,92
29,georgiasouthern,27,73,5,22,20,32,20,46,5,7,4,3,27,79
29,ncst,27,63,4,24,23,33,15,44,14,9,2,8,22,81
30,southcarolinast,14,52,3,16,8,11,6,28,5,19,4,1,23,39
30,wichitast,30,63,4,23,21,29,15,51,21,10,10,5,18,85
31,FGC,23,59,8,20,5,11,14,38,8,19,1,2,22,59
31,florida,28,62,4,15,20,26,15,41,11,7,13,9,16,80
32,ohiost,27,47,10,18,14,21,6,39,20,17,3,8,23,78
32,navy,23,61,8,29,14,24,13,31,14,7,5,0,19,68
33,maine,24,67,9,30,10,14,7,36,11,11,2,1,17,67
33,virginiatech,30,66,7,23,13,17,8,44,14,10,3,3,11,80
34,norfolkst,26,57,5,15,17,26,9,35,11,12,5,5,21,74
34,mississippist,28,60,11,23,11,17,11,38,15,13,4,8,22,78
35,northwesternst,12,43,5,13,15,24,9,29,8,18,7,1,21,44
35,texasAM,28,61,5,24,11,22,19,46,19,12,7,9,19,72
36,sacramentost,20,68,2,22,11,21,17,40,4,9,3,2,23,53
36,colorado,32,60,13,21,13,18,10,47,20,10,1,7,16,90
37,howard,20,43,4,12,14,29,8,29,7,17,1,1,26,58
37,michigan,22,52,9,24,23,26,10,30,16,10,9,4,21,76
38,drexel,20,63,9,30,16,24,19,44,9,16,4,3,19,65
38,monmouth,29,71,9,27,11,14,18,43,14,14,6,6,25,78
39,fairleighdickinson,24,61,9,29,13,16,7,30,13,10,7,3,23,70
39,setonhall,35,57,8,16,13,27,10,43,21,11,5,0,19,91
40,vanderbilt,23,58,8,24,17,26,11,37,13,19,4,5,10,71
40,marquette,39,74,13,31,4,5,10,39,22,12,13,4,23,95
41,harvard,22,59,4,17,22,30,9,36,12,12,6,5,29,70
41,stanford,25,54,1,6,29,43,10,42,16,11,7,1,28,80
42,UMASSLowell,22,59,5,24,27,37,13,40,13,28,9,0,25,76
42,massachusetts,29,69,5,25,27,35,12,40,18,21,17,6,29,90
43,louisianatech,24,55,7,20,21,30,9,29,8,14,11,4,28,76
43,southcarolina,30,57,9,18,16,26,10,35,16,15,6,4,20,85
44,easternmichigan,33,77,5,21,19,23,15,45,12,11,8,5,30,90
44,pittsburgh,25,63,8,33,35,45,11,41,17,12,3,3,22,93
45,albany,30,61,7,14,20,25,12,43,16,15,4,3,22,87
45,pennst,27,63,9,25,18,22,6,26,9,12,7,8,23,81
46,chattanooga,27,58,5,18,23,33,12,36,12,14,9,3,26,82
46,tennessee,19,58,1,16,30,40,19,42,4,18,3,7,24,69
47,nichollsst,30,61,5,18,14,25,10,35,16,10,8,4,18,79
47,bostoncollege,26,52,9,18,12,23,7,35,15,16,4,4,23,73
48,georgia,26,61,5,15,7,11,13,40,14,14,5,5,20,64
48,clemson,27,62,7,22,13,16,10,34,10,8,4,5,18,74
49,oralroberts,24,58,3,13,10,14,9,33,13,14,3,0,19,61
49,baylor,24,54,10,26,18,26,10,36,18,11,9,5,18,76
50,citadel,20,67,7,33,21,23,19,46,8,22,4,3,29,68
50,charleston,25,59,4,16,27,42,15,43,7,17,11,3,20,81
51,jamesmadison,21,53,6,20,7,13,14,40,7,16,4,2,26,55
51,olddominion,21,57,4,15,16,27,16,39,15,8,6,6,17,62
52,vmi,22,61,8,28,17,22,12,41,8,12,8,8,24,69
52,richmond,23,49,7,18,19,32,6,35,13,14,6,1,17,72
53,pennsylvania,26,55,5,18,10,21,11,44,13,15,9,4,22,67
53,robertmorris,17,58,3,17,13,25,17,44,10,16,4,1,22,50
54,columbia,26,54,10,25,11,13,8,35,10,14,4,5,21,73
54,stonybrook,24,67,6,23,12,21,20,42,7,10,7,5,15,66
55,fordham,21,47,7,19,10,13,4,18,11,19,5,1,26,59
55,ETSU,31,49,12,23,22,35,10,34,21,15,11,6,17,96
56,lasalle,30,71,9,28,23,27,6,35,14,9,5,7,27,92
56,temple,34,69,9,24,20,31,9,46,17,10,8,9,18,97
57,manhattan,22,62,8,22,12,19,19,45,11,24,10,2,26,64
57,bucknell,25,52,7,18,19,32,7,31,18,15,14,6,20,76
58,coppinst,25,56,12,27,10,18,6,39,13,11,5,3,23,72
58,hofstra,26,65,11,35,11,22,14,44,16,9,7,3,17,74
59,umes,25,68,9,21,12,14,15,30,11,10,11,2,24,71
59,georgewashington,19,45,8,22,29,34,13,41,16,20,3,3,14,75
60,montanast,22,75,12,39,9,10,14,38,11,8,3,1,25,65
60,washingtonst,20,47,5,14,24,34,8,48,15,17,1,4,16,69
61,tennesseemartin,27,73,12,33,17,24,15,29,13,17,8,1,29,83
61,mississippi,27,56,7,19,25,37,15,38,14,24,9,10,24,86
62,boston,28,66,8,30,13,17,14,37,12,13,9,3,26,77
62,northeastern,27,49,10,21,23,37,7,32,14,13,7,2,18,87
63,loyolamd,23,63,6,18,8,17,14,39,15,15,6,8,20,60
63,duquesne,24,58,2,13,15,23,13,43,9,16,6,12,20,65
64,floridaAM,22,63,9,23,20,32,9,27,14,10,12,4,23,73
64,southflorida,30,56,5,15,19,27,10,43,16,16,6,4,23,84
65,ncasheville,25,53,6,17,9,14,7,25,9,13,7,0,19,65
65,VCU,31,56,6,19,12,19,11,35,14,14,11,1,15,80
66,radford,24,67,6,24,5,10,16,39,12,18,6,3,19,59
66,wakeforest,32,65,5,18,11,17,14,43,18,16,9,10,15,80
67,houstonbaptist,22,58,7,23,16,24,10,27,10,15,4,0,23,67
67,texastech,33,54,10,17,17,25,6,36,20,14,5,4,22,93
68,gardnerwebb,15,49,6,22,8,15,12,27,9,23,12,1,20,44
68,someth,24,53,8,21,16,21,16,43,17,18,11,5,15,72
69,arkansaspinebluff,22,62,10,26,12,17,11,32,10,17,7,1,28,66
69,uab,25,53,3,16,33,43,12,44,19,15,10,9,19,86
70,tennesseetech,21,63,5,26,8,16,21,37,12,14,5,3,18,55
70,georgiatech,28,50,3,11,11,16,8,34,17,15,5,9,15,70
71,ballst,30,58,13,23,12,15,9,38,21,17,5,4,21,85
71,stlouis,21,59,4,16,18,28,13,34,8,16,7,4,22,64
72,southernutah,20,54,10,26,15,24,12,34,8,15,5,3,29,65
72,valparaiso,21,58,4,19,33,37,15,45,9,10,8,4,23,79
73,louisianalafayette,22,69,7,21,23,30,20,42,10,15,11,2,26,74
73,minnesota,27,53,10,25,22,32,8,39,17,19,6,5,26,86
74,arkansasst,25,57,5,16,11,15,10,31,14,16,5,1,35,66
74,northdakotast,23,46,1,11,29,42,7,32,9,14,10,6,18,76
75,jacksonvillest,30,54,9,23,15,20,9,31,12,16,5,3,24,84
75,tulsa,23,58,10,28,17,29,18,36,11,15,2,1,21,73
76,campbell,18,56,10,26,19,30,8,35,8,23,9,5,29,65
76,oklahomast,34,71,8,26,26,38,15,52,10,15,13,5,23,102
77,MVSU,22,59,5,14,14,29,9,32,11,12,9,4,22,63
77,northwestern,32,64,11,26,19,29,14,50,21,13,5,7,25,94
78,wrightst,27,58,10,19,21,31,18,41,14,18,4,2,20,85
78,southernillinois,28,55,9,20,16,20,7,25,12,17,9,6,32,81
79,morganst,15,50,3,16,19,24,12,32,4,17,5,2,19,52
79,houston,36,69,11,28,10,15,17,40,24,8,7,3,20,93
80,illinoisst,24,54,6,16,16,21,10,39,11,18,8,3,21,70
80,murrayst,24,58,12,33,13,19,9,33,12,14,8,3,18,73
81,indianast,25,72,10,36,18,22,13,43,14,10,7,4,28,78
81,northernillinois,26,64,4,18,24,37,14,48,10,12,6,5,17,80
82,IPFW,25,69,9,28,24,40,21,45,12,12,5,2,24,83
82,arkansas,35,66,6,16,16,24,10,39,20,13,9,9,29,92
83,alabamaAM,23,54,5,14,11,14,9,23,12,12,3,1,11,62
83,missourist,40,65,12,27,4,7,11,32,20,6,8,5,15,96
84,coastalcarolina,17,62,9,23,10,16,17,43,7,13,2,2,22,54
84,alabama,21,48,10,26,18,26,7,39,13,11,8,8,19,70
85,SEMS,25,61,10,24,2,5,7,22,12,13,5,0,18,62
85,illinois,30,53,11,31,10,12,7,37,14,16,3,5,14,81
86,westernillinois,19,52,8,22,9,17,9,29,8,14,4,3,16,55
86,kansasst,27,61,10,14,18,22,14,42,15,9,7,2,17,82
87,bethunecookman,20,60,5,24,8,19,16,32,6,18,6,1,27,53
87,stjohns,33,53,11,22,23,32,7,35,21,11,6,9,19,100
88,portlandst,26,67,6,27,12,15,9,33,14,14,5,1,20,70
88,arizonast,33,67,9,28,13,18,12,47,11,16,7,3,15,88
89,prairieviewam,21,64,5,21,11,17,9,33,8,15,7,1,31,58
89,oregonst,19,46,3,16,37,49,11,48,10,20,10,9,14,78
90,northflorida,22,57,6,20,16,24,14,42,10,28,2,2,30,66
90,auburn,25,60,13,32,20,31,11,36,17,17,11,6,21,83
91,kennesawst,30,70,8,15,6,15,17,41,19,21,9,1,25,74
91,iowa,30,60,7,22,24,34,11,39,17,17,9,8,21,91
92,northernarizona,20,59,8,27,16,20,12,47,9,14,5,2,19,64
92,santaclara,23,60,8,35,13,19,6,34,13,8,6,1,18,67
93,southalabama,32,73,8,27,4,9,14,42,19,9,6,7,30,76
93,unlv,21,57,2,15,24,34,14,46,12,16,3,3,18,68
94,idahost,27,57,9,22,7,11,10,29,17,20,10,0,29,70
94,newmexico,28,59,3,16,22,33,18,39,19,18,6,4,20,81
95,calpoly,23,60,7,20,15,23,13,42,12,15,2,1,20,68
95,pepperdine,31,61,4,10,11,21,9,37,25,11,9,5,23,77
96,utahst,25,53,7,19,15,21,3,36,14,10,3,3,18,72
96,ucirvine,18,61,8,29,12,19,13,41,15,11,6,3,21,56
97,UTSA,25,70,5,25,11,23,25,55,11,20,4,0,24,66
97,fresnost,20,49,6,18,23,33,3,30,11,11,14,2,22,69
98,montana,22,57,10,29,7,11,10,32,11,16,8,3,29,61
98,USC,21,51,6,20,27,38,14,39,9,14,9,5,16,75
99,SIUEdwardsville,25,58,7,17,12,19,12,31,10,14,13,2,25,69
99,hawaii,24,53,3,19,17,25,11,35,12,19,5,2,15,68
100,furman,24,56,11,31,12,20,14,37,16,14,4,1,19,71
100,presbyterian,26,54,6,19,15,18,7,31,10,9,6,1,19,73
101,hartford,25,61,5,22,5,15,7,33,11,13,6,3,18,60
101,centralconnecticutst,30,64,6,14,9,17,13,48,24,14,3,4,18,75
102,rider,25,54,4,16,13,18,9,37,9,20,8,5,18,67
102,hampton,20,57,4,21,12,16,11,35,10,19,3,3,18,56
103,bowlinggreen,26,74,9,20,9,17,11,39,12,11,6,4,21,70
103,oakland,25,56,7,19,21,26,6,47,18,18,5,7,20,78
104,cornell,22,63,4,29,14,20,9,43,9,12,2,4,19,62
104,binghamton,23,58,7,19,15,23,5,39,10,10,5,4,20,68
105,sacredheart,25,64,3,16,10,16,13,40,8,16,6,1,15,63
105,fairfiield,35,67,11,25,4,7,7,38,18,13,6,3,18,85
106,tennesseest,23,57,7,20,25,38,16,48,15,14,10,1,26,78
106,ucdavis,20,53,9,28,15,27,7,33,15,17,5,1,31,64
107,iupui,29,66,9,25,20,27,12,37,14,14,3,5,37,87
107,easternkentucky,21,52,10,25,45,56,10,37,11,13,3,3,28,97
108,grambling,21,60,8,18,7,9,15,34,11,16,7,2,31,57
108,eastcarolina,23,45,5,9,21,33,11,37,13,13,8,6,16,72
109,buffalo,29,55,8,20,10,17,8,35,20,17,8,8,23,76
109,niagara,22,55,6,16,16,22,10,33,5,16,10,2,19,66
110,alcornst,17,46,5,20,5,9,6,32,6,20,5,4,32,44
110,loyolachicago,27,53,6,19,9,19,8,32,20,8,6,0,14,69
111,southdakota,30,65,8,24,11,19,16,38,9,13,7,5,18,79
111,drake,26,55,7,18,15,19,8,29,13,14,6,5,18,74
112,texasst,22,47,6,13,11,18,8,34,11,19,6,4,18,61
112,floridaatlantic,20,60,6,20,11,17,16,38,9,16,7,6,21,57
113,ucriverside,21,67,5,27,8,14,15,41,6,11,4,4,20,55
113,portland,27,57,9,21,8,11,7,40,14,14,2,4,18,71
114,illinoischicago,27,61,11,23,15,28,20,44,15,25,9,6,21,80
114,sanfrancisco,29,61,8,21,16,24,12,33,15,20,12,3,26,82
115,grandcanyon,26,62,3,12,6,12,10,31,11,21,7,2,26,61
115,duke,32,60,11,29,21,31,10,39,20,15,14,8,19,96
116,charlestonsouthern,24,60,7,25,12,19,8,30,11,15,3,6,19,67
116,floridast,33,67,7,21,15,19,11,42,17,10,9,7,18,88
117,northerncolorado,16,46,4,20,16,28,7,24,3,19,3,0,22,52
117,butler,32,60,9,29,16,21,9,35,13,12,9,3,24,89
118,bryant,24,59,5,21,11,17,11,37,15,13,2,2,24,64
118,notredame,30,61,3,16,26,29,7,34,15,3,9,6,16,89
119,southern,25,58,5,15,12,18,13,42,10,21,6,2,24,67
119,ohio,26,61,8,20,17,27,13,36,11,13,6,4,17,77
120,Scupstate,21,57,6,25,12,28,20,33,11,26,6,2,26,60
120,georgetown,36,54,9,17,24,32,8,33,22,15,13,2,24,105
121,nccentral,27,66,7,26,8,17,14,40,10,13,2,2,24,69
121,marshall,28,59,8,26,17,25,11,41,13,13,6,5,17,81
122,vermont,33,54,7,15,21,27,7,40,18,17,9,0,15,94
122,quinnipiac,28,69,9,22,5,7,11,26,16,14,5,0,21,70
123,wofford,24,65,8,22,13,13,16,34,9,12,2,0,19,69
123,LSU,34,66,6,21,17,21,17,41,11,7,9,5,15,91
124,stfrancispa,25,53,9,17,23,31,12,32,15,21,4,0,25,82
124,stbonaventure,32,62,7,23,21,30,13,33,14,13,11,6,26,92
125,kentst,27,65,6,25,19,28,17,41,10,14,7,3,23,79
125,clevelandst,21,49,12,30,20,29,8,28,15,16,4,4,25,74
126,nebraskaomaha,24,60,9,36,17,21,12,39,15,15,7,3,15,74
126,UCSB,24,60,5,23,7,9,11,40,17,18,9,3,21,60
127,toledo,28,61,8,22,12,16,11,38,12,17,2,2,25,76
127,stjoes,27,60,6,14,17,28,9,32,9,13,5,5,20,77
128,towson,24,56,3,15,16,23,13,39,8,16,6,3,21,67
128,georgemason,22,53,4,22,13,20,10,32,10,17,3,4,22,61
129,akron,29,65,10,31,14,22,12,38,14,14,5,4,16,82
129,youngstownst,33,65,11,27,13,18,9,37,17,9,8,3,18,90
130,alabamast,26,74,9,29,5,6,12,39,12,13,7,2,27,66
130,westernkentucky,23,51,9,18,24,32,8,44,10,18,3,4,13,79
131,apallachianst,23,59,7,22,21,30,11,34,10,14,6,5,25,74
131,davidson,30,63,9,22,17,23,12,38,17,11,5,2,26,86
132,texassouthern,29,64,10,34,14,24,12,33,7,8,8,2,19,82
132,texasarlington,32,62,5,24,20,27,12,39,14,14,6,3,24,89
133,ucdavis,23,56,3,9,14,21,9,32,10,12,2,2,22,63
133,santaclara,22,56,5,24,9,12,10,36,11,17,6,5,27,58
134,northernarizona,17,58,8,34,23,30,13,35,11,13,4,1,26,65
134,tennesseest,22,54,1,14,24,31,12,45,9,18,5,5,27,69
135,jacksonville,26,48,10,22,30,41,7,32,11,15,11,0,27,92
135,denver,27,57,12,25,18,28,10,33,14,18,5,0,33,84
136,canisius,26,62,4,21,13,20,14,36,11,18,8,1,30,69
136,kentucky,31,61,4,16,27,39,15,39,10,10,4,7,19,93
137,chattanooga,22,63,7,27,6,9,15,32,11,26,7,4,25,57
137,unc,34,70,7,15,22,32,22,51,26,15,14,4,13,97
138,calstnorthridge,33,66,5,15,16,24,5,31,10,18,12,2,30,87
138,ucla,33,67,5,16,31,39,14,44,23,20,6,9,23,102
139,stfrancisny,21,62,8,26,11,17,16,30,9,13,7,0,25,61
139,ncst,31,53,1,7,23,36,14,44,14,11,8,4,18,86
140,LBSU,20,64,2,20,13,22,15,35,8,21,6,1,25,55
140,wichitast,31,56,10,20,20,31,9,46,16,14,11,8,26,92
141,mercer,19,51,7,19,9,17,10,32,9,17,6,4,31,54
141,florida,22,61,8,25,24,30,20,47,14,13,6,6,18,76
142,northwesternst,21,64,4,15,15,25,16,32,11,17,8,0,15,61
142,oklahoma,37,63,9,18,14,23,13,41,19,14,7,7,22,97
143,iupui,23,57,5,14,14,19,7,31,10,8,3,2,17,65
143,michigan,27,60,7,21,16,18,11,40,10,9,4,7,15,77
144,centralconnecticutst,22,61,2,13,12,24,13,30,11,9,1,0,21,58
144,setonhall,29,57,7,22,17,25,14,45,15,13,6,7,21,82
145,yale,33,71,8,18,24,34,21,42,20,7,6,0,22,98
145,washington,33,56,8,20,16,26,4,29,10,13,5,15,28,90
146,easternmichigan,18,53,8,33,20,24,9,26,7,14,10,6,27,64
146,someth,29,55,8,21,25,38,15,44,26,14,6,1,21,91
147,rice,28,53,11,26,27,34,5,21,17,10,17,0,24,94
147,jamesmadison,19,38,7,16,25,32,4,25,10,25,3,0,29,70
148,bucknell,30,67,9,25,5,9,15,32,12,10,5,2,24,74
148,wakeforest,29,58,13,26,23,29,15,40,16,9,4,6,16,94
149,jacksonvillest,22,40,5,13,16,23,4,26,15,24,3,3,20,65
149,missourist,30,64,15,31,16,17,10,29,16,10,13,1,23,91
150,ucdavis,32,59,13,25,12,21,8,36,21,17,5,4,21,89
150,northernarizona,27,66,8,32,14,19,10,30,16,14,4,3,20,76
151,savannahst,30,68,11,28,13,24,11,40,21,20,12,4,20,84
151,iowa,42,87,18,43,14,20,19,52,33,15,6,5,20,116
152,drexel,26,68,7,24,7,9,10,29,14,13,11,4,26,66
152,rutgers,30,68,8,21,19,27,23,56,18,17,3,6,15,87
153,NMSU,22,61,6,31,11,14,12,35,11,13,6,6,27,61
153,coloradost,19,57,1,14,25,31,20,47,8,15,6,1,20,64
154,UTSA,20,60,6,19,18,27,12,39,8,12,8,2,30,64
154,oregonst,22,52,5,12,23,37,10,42,12,15,6,7,25,72
155,tennesseest,24,53,10,16,11,20,10,34,10,10,5,3,17,69
155,santaclara,22,53,9,27,8,12,9,34,12,15,3,0,22,61
156,holycross,17,45,5,20,10,15,5,16,12,9,3,0,16,49
156,southcarolina,27,46,12,24,15,16,8,32,17,11,4,6,17,81
157,duquesne,26,63,8,22,14,19,14,37,10,18,6,1,22,74
157,pennst,28,58,7,21,19,23,8,32,20,13,6,10,20,82
158,northernkentucky,21,57,9,30,13,23,14,43,9,18,3,3,28,64
158,illinois,26,59,7,19,20,30,10,32,10,9,5,4,23,79
159,robertmorris,25,61,7,20,15,21,15,39,11,16,10,1,26,72
159,depaul,24,52,3,11,27,34,8,33,15,16,5,5,21,78
160,nebraskaomaha,25,68,8,23,14,17,10,42,9,13,4,4,20,72
160,USC,28,74,7,24,19,26,19,51,15,9,6,8,14,82
161,sacramentost,22,53,6,21,11,20,6,29,14,14,4,2,19,61
161,nebraska,31,65,6,11,15,18,12,43,13,11,5,3,17,83
162,alabamaAM,16,60,1,13,11,15,13,29,4,15,5,1,22,44
162,missouri,35,56,8,16,21,33,10,43,17,9,9,4,14,99
163,calpoly,25,58,12,32,12,22,5,30,16,11,4,2,29,74
163,arizonast,28,55,7,19,33,42,8,41,12,8,2,4,20,96
164,texasst,26,58,7,21,9,18,7,29,14,9,6,5,23,68
164,hawaii,23,48,7,18,21,26,7,34,17,14,1,2,16,74
165,texassouthern,24,63,7,27,19,24,22,46,16,13,4,1,20,74
165,delawarest,24,49,6,15,7,15,5,23,11,15,3,4,21,61
166,maine,30,72,9,25,11,17,17,46,16,7,7,3,14,80
166,longwood,22,57,6,18,8,15,11,40,11,16,5,9,13,58
167,cornell,29,64,7,19,13,22,14,41,13,14,3,1,26,78
167,siena,28,67,11,29,22,30,13,38,16,8,7,7,21,89
168,riogrande,30,65,8,25,12,20,13,34,16,10,8,3,27,80
168,tennesseemartin,31,58,9,23,17,29,16,44,22,17,4,1,17,88
169,niagara,30,60,3,14,16,23,9,34,9,16,3,3,32,79
169,brown,25,50,3,15,35,45,7,35,14,13,8,4,20,88
170,lipscomb,18,46,9,25,30,42,7,23,14,20,6,4,25,75
170,moreheadst,32,63,4,15,21,31,20,46,22,18,11,4,30,89
171,umbc,22,60,8,25,25,34,16,40,10,8,8,1,17,77
171,umes,29,62,9,23,6,10,12,40,20,17,4,5,26,73
172,bowlinggreen,26,72,6,18,14,18,15,43,14,12,6,3,28,72
172,southdakota,24,57,6,17,24,33,9,41,10,12,6,10,19,78
173,delaware,23,52,3,13,14,18,9,45,9,14,7,2,19,63
173,bradley,16,50,4,25,13,22,5,27,9,8,6,3,15,49
174,portlandst,37,71,11,23,15,21,7,33,21,15,7,3,22,100
174,calstfullerton,36,73,12,31,22,26,12,43,24,17,5,3,19,106
175,floridaatlantic,23,69,7,21,15,21,12,35,11,9,8,7,29,68
175,SIUEdwardsville,24,55,4,7,25,37,12,46,9,16,2,6,18,77
176,villanova,27,56,7,17,18,22,7,30,12,11,7,3,21,79
176,purdue,28,57,8,22,12,19,9,33,26,15,2,1,21,76
177,buffalo,15,49,10,27,13,21,8,33,8,21,2,4,38,53
177,xavier,26,53,6,11,28,38,8,40,16,9,5,5,21,86
178,williammary,19,61,6,29,14,27,14,42,11,16,2,3,21,58
178,louisville,33,72,10,28,15,25,17,49,21,9,10,11,23,91
179,SDSU,16,56,5,21,11,14,7,40,5,15,5,5,12,48
179,gonzaga,26,66,8,24,9,14,10,45,16,7,13,8,17,69
180,MVSU,22,54,5,13,17,27,9,36,13,26,5,4,18,66
180,westvirginia,41,83,9,25,16,22,18,49,29,10,16,6,23,107
181,mountstmarys,17,64,8,20,13,16,10,38,8,13,2,2,15,55
181,iowast,30,67,4,16,9,14,11,50,14,11,5,3,17,73
182,marist,22,55,4,22,17,19,6,21,7,16,3,1,22,65
182,rhodeisland,35,62,12,21,25,31,15,43,21,10,6,4,18,107
183,louisianamonroe,21,69,8,34,9,11,17,43,11,9,3,1,16,59
183,texas,30,60,7,22,13,21,9,41,13,5,5,5,11,80
184,albany,20,48,2,14,9,14,12,33,8,22,4,1,19,51
184,cincinnati,28,61,5,21,13,20,15,34,16,10,13,6,21,74
185,american,21,60,7,25,4,7,14,33,12,16,5,1,15,53
185,texasAM,30,56,6,14,10,13,9,35,17,14,5,6,15,76
186,nccentral,25,51,6,19,7,9,5,32,10,20,4,3,27,63
186,ohiost,26,56,6,21,11,23,10,32,14,13,4,1,16,69
187,northeastern,24,66,9,28,7,9,17,47,11,15,5,2,14,64
187,connecticut,25,64,5,21,6,13,13,38,10,11,7,12,12,61
188,howard,17,56,4,15,11,21,12,34,10,18,6,1,19,49
188,marquette,29,57,9,21,14,18,8,39,22,12,8,3,22,81
189,seattle,19,63,6,32,11,14,10,35,10,14,11,5,32,55
189,colorado,19,53,3,18,26,41,19,55,12,19,7,6,18,67
190,samhoustonst,26,67,9,24,14,17,12,36,8,13,6,3,26,75
190,ohio,31,59,15,27,19,28,9,39,17,14,5,4,23,96
191,wagner,22,61,7,26,25,37,25,45,11,21,10,2,31,76
191,UMASSLowell,23,45,9,18,32,36,5,23,16,19,6,2,27,87
192,princeton,27,72,10,35,9,12,9,38,14,11,8,0,29,73
192,BYU,24,60,4,16,30,41,13,51,12,13,8,5,19,82
193,binghamton,22,59,10,29,7,11,10,39,14,21,5,2,19,61
193,stjohns,28,63,11,26,10,19,11,41,16,16,11,6,21,77
194,gardnerwebb,31,73,4,15,14,18,9,30,13,9,8,1,22,80
194,pittsburgh,35,65,13,26,16,25,14,50,29,19,6,5,19,99
195,ncasheville,20,59,4,22,2,5,6,29,10,11,8,4,12,46
195,georgia,22,55,6,20,10,11,11,45,17,17,4,5,11,60
196,newhampshire,20,57,10,30,7,8,5,40,13,9,4,2,12,57
196,temple,20,66,6,27,6,9,12,45,11,7,4,6,14,52
197,charleston,21,49,8,21,21,23,10,34,11,13,5,4,16,71
197,coastalcarolina,24,54,8,21,8,14,10,30,11,12,5,4,20,64
198,massachusetts,26,64,13,33,23,36,14,39,17,18,10,5,29,88
