"","team.ph.x2ptpdef","year.ph.x2ptpdef","m1","m2","m3","m4","team.year","x2ptp"
"1","airforce","2019",0.467379344492019,0.48713896340053,0.507432873713777,0.480724444385115,"airforce-2019",0.513471948620269
"2","airforce","2018",0.48713896340053,0.507432873713777,0.480724444385115,0.458980085439284,"airforce-2018",0.467379344492019
"3","airforce","2017",0.507432873713777,0.480724444385115,0.458980085439284,0.484072651616816,"airforce-2017",0.48713896340053
"4","airforce","2016",0.480724444385115,0.458980085439284,0.484072651616816,0.465861139407001,"airforce-2016",0.507432873713777
"5","airforce","2015",0.458980085439284,0.484072651616816,0.465861139407001,0.473218155918223,"airforce-2015",0.480724444385115
"6","airforce","2014",0.484072651616816,0.465861139407001,0.473218155918223,0.466260188038333,"airforce-2014",0.458980085439284
"7","airforce","2013",0.465861139407001,0.473218155918223,0.466260188038333,0.498393659362852,"airforce-2013",0.484072651616816
"8","airforce","2012",0.473218155918223,0.466260188038333,0.498393659362852,0.477443677481897,"airforce-2012",0.465861139407001
"9","airforce","2011",0.466260188038333,0.498393659362852,0.477443677481897,0.509056174129002,"airforce-2011",0.473218155918223
"10","airforce","2010",0.498393659362852,0.477443677481897,0.509056174129002,0.481907471934359,"airforce-2010",0.466260188038333
"11","airforce","2009",0.477443677481897,0.509056174129002,0.481907471934359,0.470264540364435,"airforce-2009",0.498393659362852
"12","airforce","2008",0.509056174129002,0.481907471934359,0.470264540364435,0.470471385874291,"airforce-2008",0.477443677481897
"13","airforce","2007",0.481907471934359,0.470264540364435,0.470471385874291,0.49046799488553,"airforce-2007",0.509056174129002
"14","akron","2019",0.483869662144654,0.495521633090208,0.480792825739909,0.476209325680799,"akron-2019",0.474989653840808
"15","akron","2018",0.495521633090208,0.480792825739909,0.476209325680799,0.467941583376308,"akron-2018",0.483869662144654
"16","akron","2017",0.480792825739909,0.476209325680799,0.467941583376308,0.490128516553169,"akron-2017",0.495521633090208
"17","akron","2016",0.476209325680799,0.467941583376308,0.490128516553169,0.457108137567034,"akron-2016",0.480792825739909
"18","akron","2015",0.467941583376308,0.490128516553169,0.457108137567034,0.456819233543312,"akron-2015",0.476209325680799
"19","akron","2014",0.490128516553169,0.457108137567034,0.456819233543312,0.481006384140248,"akron-2014",0.467941583376308
"20","akron","2013",0.457108137567034,0.456819233543312,0.481006384140248,0.478663590635753,"akron-2013",0.490128516553169
